Stimulus(s),S21(Real),S21(Imag)
1.74434886977E-07,+7.07346309903E-09,-1.33349659787E-09
1.74634926985E-07,+1.34775256432E-09,-3.83086055116E-10
1.74834966993E-07,+1.64647132194E-09,+3.58381192498E-09
1.75035007001E-07,+5.89056468261E-09,+2.31633328717E-09
1.75235047009E-07,+5.38797658532E-09,-4.41503821923E-09
1.75435087017E-07,-2.81103238300E-09,-7.92296987690E-09
1.75635127025E-07,-1.10965682605E-08,-2.18281985279E-09
1.75835167033E-07,-1.07987969094E-08,+7.76078335320E-09
1.76035207041E-07,-3.32239162938E-09,+1.20082000888E-08
1.76235247049E-07,+1.98382543843E-09,+8.31794550287E-09
1.76435287057E-07,+1.51585914688E-10,+4.21732836007E-09
1.76635327065E-07,-3.54005118324E-09,+6.28712315098E-09
1.76835367073E-07,-1.65124155271E-09,+1.14503110593E-08
1.77035407081E-07,+4.93274268863E-09,+1.18627818603E-08
1.77235447089E-07,+8.49533531801E-09,+6.12130625994E-09
1.77435487097E-07,+5.44637474277E-09,+1.09984588601E-09
1.77635527105E-07,+1.20801345212E-09,+2.11398839026E-09
1.77835567113E-07,+2.24748805803E-09,+5.44308364636E-09
1.78035607121E-07,+6.59683301180E-09,+3.82228129165E-09
1.78235647129E-07,+6.38591722197E-09,-2.77098128712E-09
1.78435687137E-07,-8.97196687563E-10,-6.32610428686E-09
1.78635727145E-07,-8.12142987435E-09,-1.51867342517E-09
1.78835767153E-07,-7.53079027949E-09,+6.68905439968E-09
1.79035807161E-07,-1.00892850322E-09,+9.23970822630E-09
1.79235847169E-07,+2.45535628651E-09,+4.80948131396E-09
1.79435887177E-07,-1.19508172755E-09,+1.27049130667E-09
1.79635927185E-07,-5.81476155539E-09,+4.80364997671E-09
1.79835967193E-07,-3.62502851709E-09,+1.14444166128E-08
1.80036007201E-07,+4.09276965166E-09,+1.24525694800E-08
1.80236047209E-07,+8.63177305029E-09,+6.07122761118E-09
1.80436087217E-07,+5.38244944624E-09,-2.59936515141E-10
1.80636127225E-07,-4.76448804881E-10,+7.04429568847E-11
1.80836167233E-07,-1.50520354074E-09,+4.48310264294E-09
1.81036207241E-07,+2.01871015119E-09,+5.67033595106E-09
1.81236247249E-07,+3.37637305893E-09,+2.13831274290E-09
1.81436287257E-07,-3.52345398292E-10,-6.38742146281E-11
1.81636327265E-07,-3.84644715960E-09,+3.37666402828E-09
1.81836367273E-07,-1.29935395997E-09,+8.17321023447E-09
1.82036407281E-07,+4.62661891183E-09,+7.07694479806E-09
1.82236447289E-07,+5.66281630574E-09,+4.14048805913E-10
1.82436487297E-07,-7.69462359698E-10,-3.39666754552E-09
1.82636527305E-07,-7.32642394163E-09,+1.26542233249E-09
1.82836567313E-07,-5.85860744550E-09,+9.43548496949E-09
1.83036607321E-07,+2.01846266685E-09,+1.16129122723E-08
1.83236647329E-07,+7.01672293416E-09,+5.80466457602E-09
1.83436687337E-07,+4.10538926722E-09,-3.66380408778E-10
1.83636727345E-07,-1.62994424467E-09,+1.77181540143E-11
1.83836767353E-07,-2.61265852765E-09,+4.52832569110E-09
1.84036807361E-07,+9.76702716291E-10,+5.77917089620E-09
1.84236847369E-07,+2.27929469484E-09,+2.18406021498E-09
1.84436887377E-07,-1.86251517900E-09,-3.02906892029E-12
1.84636927385E-07,-6.03097873972E-09,+4.03503061223E-09
1.84836967393E-07,-3.72789508707E-09,+1.03194627672E-08
1.85037007401E-07,+3.29298111882E-09,+1.11065602403E-08
1.85237047409E-07,+7.00528598798E-09,+5.41576777272E-09
1.85437087417E-07,+3.80694085764E-09,+4.12705924759E-10
1.85637127425E-07,-8.34857381691E-10,+1.65599559371E-09
1.85837167433E-07,-2.11560188404E-10,+5.69046500094E-09
1.86037207441E-07,+4.22061338807E-09,+5.24092114622E-09
1.86237247449E-07,+4.97758032824E-09,-2.53031896118E-10
1.86437287457E-07,-6.92201121321E-10,-3.52327136032E-09
1.86637327465E-07,-6.45109242909E-09,+4.79209887174E-10
1.86837367473E-07,-5.23282425129E-09,+7.24104856291E-09
1.87037407481E-07,+1.00846406674E-09,+8.42509165446E-09
1.87237447489E-07,+3.67035149216E-09,+3.09884511017E-09
1.87437487497E-07,-9.82839617036E-10,-8.78969599401E-10
1.87637527506E-07,-6.73999734760E-09,+2.63821936409E-09
1.87837567514E-07,-5.72621799586E-09,+9.85285232631E-09
1.88037607522E-07,+1.16369101546E-09,+1.21538294417E-08
1.88237647530E-07,+5.73236876553E-09,+7.53857001285E-09
1.88437687538E-07,+3.61770212716E-09,+2.83865475094E-09
1.88637727546E-07,-1.89165440854E-10,+3.99712970179E-09
1.88837767554E-07,+1.21204453093E-09,+7.94798524224E-09
1.89037807562E-07,+6.73983541672E-09,+7.20055799281E-09
1.89237847570E-07,+8.70912422037E-09,+6.02046656455E-10
1.89437887578E-07,+3.50339100885E-09,-4.70337986354E-09
1.89637927586E-07,-3.26538823854E-09,-2.84159116483E-09
1.89837967594E-07,-4.24314836920E-09,+2.90582966386E-09
1.90038007602E-07,-1.35703073074E-10,+4.73229974965E-09
1.90238047610E-07,+1.63057976252E-09,+9.96567819443E-10
1.90438087618E-07,-2.58942570845E-09,-1.76868152295E-09
1.90638127626E-07,-7.57407064766E-09,+1.82129858694E-09
1.90838167634E-07,-6.53808896772E-09,+8.36456771235E-09
1.91038207642E-07,-6.00361124326E-10,+1.03067896938E-08
1.91238247650E-07,+2.76508596160E-09,+6.35872452308E-09
1.91438287658E-07,+1.34737058917E-10,+3.17110707108E-09
1.91638327666E-07,-3.11123410498E-09,+5.89138468751E-09
1.91838367674E-07,-4.02027984613E-10,+1.07285430681E-08
1.92038407682E-07,+6.52403114637E-09,+9.98667042078E-09
1.92238447690E-07,+9.48591383478E-09,+2.78831032798E-09
1.92438487698E-07,+4.74885135968E-09,-3.29762820215E-09
1.92638527706E-07,-1.91657925346E-09,-2.12750466977E-09
1.92838567714E-07,-2.97599910838E-09,+3.04374390026E-09
1.93038607722E-07,+8.73063099155E-10,+4.34384818996E-09
1.93238647730E-07,+2.08486748860E-09,+2.21935556382E-10
1.93438687738E-07,-2.94464749088E-09,-2.46664681630E-09
1.93638727746E-07,-8.53963938600E-09,+1.92774744786E-09
1.93838767754E-07,-7.22068668729E-09,+9.73443802670E-09
1.94038807762E-07,+1.87048096081E-10,+1.24706940308E-08
1.94238847770E-07,+5.54252710453E-09,+7.84587399421E-09
1.94438887778E-07,+4.01047117708E-09,+2.38081816078E-09
1.94638927786E-07,-1.47719571335E-10,+2.36519975864E-09
1.94838967794E-07,-1.74798689603E-10,+5.72499739016E-09
1.95039007802E-07,+3.68129336875E-09,+5.74728280268E-09
1.95239047810E-07,+4.92622788249E-09,+1.04255058572E-09
1.95439087818E-07,+4.65677637231E-10,-2.34877927765E-09
1.95639127826E-07,-4.62449430498E-09,+4.12834669868E-10
1.95839167834E-07,-4.03315885015E-09,+5.85201121812E-09
1.96039207842E-07,+8.30619639734E-10,+6.77301459465E-09
1.96239247850E-07,+2.56647564649E-09,+2.34182098162E-09
1.96439287858E-07,-1.90428755823E-09,-4.63787381621E-10
1.96639327866E-07,-6.67677288731E-09,+3.61156155262E-09
1.96839367874E-07,-4.57764457071E-09,+1.05275998012E-08
1.97039407882E-07,+3.02651660666E-09,+1.18917490647E-08
1.97239447890E-07,+7.70615488887E-09,+5.95997371390E-09
1.97439487898E-07,+4.87277076940E-09,-1.19141462757E-10
1.97639527906E-07,-5.37649564946E-10,+1.91608925835E-10
1.97839567914E-07,-1.10914592565E-09,+4.45152746250E-09
1.98039607922E-07,+3.04182024466E-09,+5.17314045254E-09
1.98239647930E-07,+4.84897124373E-09,+3.76631193602E-10
1.98439687938E-07,+3.57460904973E-10,-3.74704219255E-09
1.98639727946E-07,-5.73101142250E-09,-1.48665271565E-09
1.98839767954E-07,-6.52966613238E-09,+4.55556528148E-09
1.99039807962E-07,-2.29394555596E-09,+7.20366881990E-09
1.99239847970E-07,+3.24060139215E-10,+4.61530597116E-09
1.99439887978E-07,-2.13892825940E-09,+2.48913743778E-09
1.99639927986E-07,-5.07129325428E-09,+5.58835064492E-09
1.99839967994E-07,-2.49884340303E-09,+1.05893370480E-08
2.00040008002E-07,+4.01685836340E-09,+1.04647562803E-08
2.00240048010E-07,+6.94386443896E-09,+4.46367408765E-09
2.00440088018E-07,+2.97967280158E-09,-2.97098942556E-10
2.00640128026E-07,-2.14134022561E-09,+1.78003825591E-09
2.00840168034E-07,-1.14371942169E-09,+7.07578098426E-09
2.01040208042E-07,+4.93382001054E-09,+7.41127717366E-09
2.01240248050E-07,+7.91110346664E-09,+9.87556908879E-10
2.01440288058E-07,+3.21011167408E-09,-5.09011125923E-09
2.01640328066E-07,-4.22026611793E-09,-4.06528449363E-09
2.01840368074E-07,-6.58967636526E-09,+1.92903354078E-09
2.02040408082E-07,-3.30455704757E-09,+5.33701928142E-09
2.02240448090E-07,-8.61209882579E-10,+3.52158161005E-09
2.02440488098E-07,-3.22643377930E-09,+1.73967362886E-09
2.02640528106E-07,-6.27189484114E-09,+4.99745021405E-09
2.02840568114E-07,-3.90174436703E-09,+1.04340999113E-08
2.03040608122E-07,+2.84886040063E-09,+1.09755598608E-08
2.03240648130E-07,+6.58912924181E-09,+5.21950031088E-09
2.03440688138E-07,+3.34178778107E-09,-2.21824034433E-10
2.03640728146E-07,-2.09339024930E-09,+6.71404209690E-10
2.03840768154E-07,-2.59289814197E-09,+5.46640568769E-09
2.04040808162E-07,+1.81481483955E-09,+6.85920025798E-09
2.04240848170E-07,+4.33372615739E-09,+2.70878462169E-09
2.04440888178E-07,+9.44010225903E-10,-1.21061010215E-09
2.04640928186E-07,-4.07894508753E-09,+6.62230841252E-10
2.04840968194E-07,-4.13098474095E-09,+5.99551050454E-09
2.05041008202E-07,+6.68294601016E-10,+7.84380013611E-09
2.05241048210E-07,+3.81549995710E-09,+4.16554258952E-09
2.05441088218E-07,+1.48012818692E-09,+3.66145735809E-10
2.05641128226E-07,-2.41374510481E-09,+1.52549404358E-09
2.05841168234E-07,-2.04439327452E-09,+5.32661679810E-09
2.06041208242E-07,+1.89531084412E-09,+5.57849932550E-09
2.06241248250E-07,+3.14478763979E-09,+1.28935844191E-09
2.06441288258E-07,-1.09243951330E-09,-1.60028541426E-09
2.06641328266E-07,-5.77783440526E-09,+1.53790208847E-09
2.06841368274E-07,-4.71524983165E-09,+7.25837838598E-09
2.07041408282E-07,+8.09216291004E-10,+8.41519783269E-09
2.07241448290E-07,+3.52943394249E-09,+3.89919965984E-09
2.07441488298E-07,+6.24679179087E-11,+2.86372240822E-10
2.07641528306E-07,-4.36095294942E-09,+2.88140021275E-09
2.07841568314E-07,-2.98149453503E-09,+8.31438864395E-09
2.08041608322E-07,+3.11657133827E-09,+8.95970585679E-09
2.08241648330E-07,+6.21221520084E-09,+3.33833779848E-09
2.08441688338E-07,+2.28073283134E-09,-1.65313746756E-09
2.08641728346E-07,-3.50194022384E-09,+1.46425266467E-10
2.08841768354E-07,-3.58808524456E-09,+5.95159053807E-09
2.09041808362E-07,+1.95601142670E-09,+7.77222746729E-09
2.09241848370E-07,+5.69418591946E-09,+2.99907529266E-09
2.09441888378E-07,+2.76916051839E-09,-2.40023969182E-09
2.09641928386E-07,-2.96850743207E-09,-2.09837668655E-09
2.09841968394E-07,-4.66459984602E-09,+2.36737186930E-09
2.10042008402E-07,-1.80231118724E-09,+4.39871102111E-09
2.10242048410E-07,-3.33090648937E-10,+1.85967751448E-09
2.10442088418E-07,-3.76266775319E-09,-5.35041897314E-11
2.10642128426E-07,-7.85371214751E-09,+3.54726221578E-09
2.10842168434E-07,-6.38908413479E-09,+9.92479770254E-09
2.11042208442E-07,+6.06944934861E-11,+1.20501913927E-08
2.11242248450E-07,+4.63600660591E-09,+8.03693624469E-09
2.11442288458E-07,+3.34874037626E-09,+3.59396274916E-09
2.11642328466E-07,+2.47053287679E-10,+4.07269035068E-09
2.11842368474E-07,+1.43569929922E-09,+7.12565006269E-09
2.12042408482E-07,+6.26033738970E-09,+6.17996062657E-09
2.12242448490E-07,+7.94929173717E-09,-5.68870797792E-11
2.12442488498E-07,+2.94949661339E-09,-5.27096088082E-09
2.12642528506E-07,-3.89067184160E-09,-3.77293480932E-09
2.12842568514E-07,-5.52633582683E-09,+1.91106051782E-09
2.13042608522E-07,-1.91582316703E-09,+4.48938253297E-09
2.13242648530E-07,+3.03713128905E-10,+1.68606040712E-09
2.13442688538E-07,-2.87759488601E-09,-9.96205706682E-10
2.13642728546E-07,-7.36753987208E-09,+1.81496909937E-09
2.13842768554E-07,-6.76679692021E-09,+7.77560340188E-09
2.14042808562E-07,-1.32066627097E-09,+1.00050043680E-08
2.14242848570E-07,+2.37070446973E-09,+6.55800770236E-09
2.14442888578E-07,+4.52890678951E-10,+3.04638882704E-09
2.14642928586E-07,-2.89359310636E-09,+4.77208602723E-09
2.14842968594E-07,-1.33055891333E-09,+9.25520731780E-09
2.15043008602E-07,+4.67205310145E-09,+9.52682964998E-09
2.15243048610E-07,+8.16065435151E-09,+3.72655612195E-09
2.15443088618E-07,+4.93806590599E-09,-2.15442361386E-09
2.15643128626E-07,-8.87251187210E-10,-2.14666982063E-09
2.15843168634E-07,-2.54946243760E-09,+1.97267971966E-09
2.16043208642E-07,+3.67555681723E-10,+3.55753661033E-09
2.16243248650E-07,+1.86682294289E-09,+4.09365135186E-10
2.16443288658E-07,-1.72838937476E-09,-2.36570822204E-09
2.16643328666E-07,-6.48108734642E-09,+2.39293015867E-10
2.16843368674E-07,-6.30664733880E-09,+5.89984889321E-09
2.17043408682E-07,-1.51678110653E-09,+8.01171119554E-09
2.17243448690E-07,+1.51217182189E-09,+4.79013313638E-09
2.17443488698E-07,-8.48152475042E-10,+1.73242535694E-09
2.17643528706E-07,-4.40981920949E-09,+3.93517566250E-09
2.17843568714E-07,-2.96132409720E-09,+8.85835249476E-09
2.18043608722E-07,+2.98635456407E-09,+9.61424458233E-09
2.18243648730E-07,+6.58041684993E-09,+4.37720971507E-09
2.18443688738E-07,+3.71904072850E-09,-9.74571952835E-10
2.18643728746E-07,-1.53156984179E-09,-6.36340103379E-10
2.18843768754E-07,-2.54909555006E-09,+3.53774050281E-09
2.19043808762E-07,+9.52912037787E-10,+4.92758413690E-09
2.19243848770E-07,+2.89790173888E-09,+1.39324549686E-09
2.19443888778E-07,-4.55239142920E-10,-1.88664071036E-09
2.19643928786E-07,-5.20079259228E-09,+2.17693400053E-10
2.19843968794E-07,-5.17316338207E-09,+5.51706062890E-09
2.20044008802E-07,-5.02480515824E-10,+7.41496524135E-09
2.20244048810E-07,+2.53555703170E-09,+3.93959082367E-09
2.20444088818E-07,+1.51846821456E-10,+3.73158090061E-10
2.20644128826E-07,-3.81434755875E-09,+1.85578969406E-09
2.20844168834E-07,-3.35905988800E-09,+6.24073520372E-09
2.21044208842E-07,+1.21571077983E-09,+7.12469738011E-09
2.21244248850E-07,+3.60974940886E-09,+2.86497074971E-09
2.21444288858E-07,+2.49207914855E-10,-9.37449868585E-10
2.21644328866E-07,-4.61798734764E-09,+9.85900573441E-10
2.21844368874E-07,-4.55230917497E-09,+6.31871049455E-09
2.22044408882E-07,+3.95623416007E-10,+8.21720455786E-09
2.22244448890E-07,+3.83168714834E-09,+4.49539176062E-09
2.22444488898E-07,+1.72096969427E-09,+3.67217770822E-10
2.22644528906E-07,-2.34828568551E-09,+1.11176698915E-09
2.22844568914E-07,-2.46922132486E-09,+4.90361055102E-09
2.23044608922E-07,+1.24172453854E-09,+5.69094439113E-09
2.23244648930E-07,+2.93421371145E-09,+1.96575372512E-09
2.23444688938E-07,-4.87951940536E-10,-9.45453196529E-10
2.23644728946E-07,-4.63814912727E-09,+1.59963140886E-09
2.23844768954E-07,-3.51363089529E-09,+6.68589889768E-09
2.24044808962E-07,+1.98792127229E-09,+7.40288339455E-09
2.24244848970E-07,+4.79667776333E-09,+2.25202706042E-09
2.24444888978E-07,+9.89629767426E-10,-2.48046516324E-09
2.24644928986E-07,-4.85379203872E-09,-8.68090687780E-10
2.24844968994E-07,-5.61845799964E-09,+4.86619778871E-09
2.25045009002E-07,-9.68254497354E-10,+7.41577894609E-09
2.25245049010E-07,+2.50563678568E-09,+4.12699937021E-09
2.25445089018E-07,+3.47291837722E-10,+2.44719786602E-10
2.25645129026E-07,-3.88801808452E-09,+1.45114952754E-09
2.25845169034E-07,-3.81548708690E-09,+6.05217076086E-09
2.26045209042E-07,+8.38482488694E-10,+7.46001944528E-09
2.26245249050E-07,+3.84326453074E-09,+3.39679249907E-09
2.26445289058E-07,+1.05206671825E-09,-9.02226741296E-10
2.26645329066E-07,-3.90951351542E-09,+1.76487572841E-10
2.26845369074E-07,-4.61787713625E-09,+5.03793436155E-09
2.27045409082E-07,-5.38621419672E-10,+7.21970986408E-09
2.27245449090E-07,+2.51469856407E-09,+4.28180838289E-09
2.27445489098E-07,+6.08677162807E-10,+9.25595953943E-10
2.27645529106E-07,-2.90980499419E-09,+2.15697941211E-09
2.27845569114E-07,-2.30090795767E-09,+6.13503749201E-09
2.28045609122E-07,+2.28831755971E-09,+6.71125453846E-09
2.28245649130E-07,+4.76630318968E-09,+2.13419495958E-09
2.28445689138E-07,+1.44155356012E-09,-2.22849878662E-09
2.28645729146E-07,-3.76824107951E-09,-1.04843193837E-09
2.28845769154E-07,-4.54245511650E-09,+3.73251799980E-09
2.29045809162E-07,-6.84305579598E-10,+5.58135318893E-09
2.29245849170E-07,+1.74563931676E-09,+2.30985888607E-09
2.29445889178E-07,-1.14210339763E-09,-1.01219399559E-09
2.29645929186E-07,-5.69329033458E-09,+8.57346151230E-10
2.29845969194E-07,-5.77307519156E-09,+6.05150911780E-09
2.30046009202E-07,-1.23671007341E-09,+8.16089722505E-09
2.30246049210E-07,+1.90871010804E-09,+5.07285419031E-09
2.30446089218E-07,-1.31245359111E-10,+1.83673858291E-09
2.30646129226E-07,-3.63638579080E-09,+3.56426880626E-09
2.30846169234E-07,-2.52341710370E-09,+8.16725290861E-09
2.31046209242E-07,+3.09167798052E-09,+9.02329372376E-09
2.31246249250E-07,+6.73392165371E-09,+4.01246877919E-09
2.31446289258E-07,+4.13525985048E-09,-1.43495249725E-09
2.31646329266E-07,-1.11451222585E-09,-1.47986933474E-09
2.31846369274E-07,-2.48334171629E-09,+2.50383769170E-09
2.32046409282E-07,+7.91709261914E-10,+4.11634987419E-09
2.32246449290E-07,+3.02331671301E-09,+7.62706749116E-10
2.32446489298E-07,+1.16566139113E-10,-2.99419790112E-09
2.32646529306E-07,-4.86060824049E-09,-1.94216469514E-09
2.32846569314E-07,-6.11849684914E-09,+2.61861401561E-09
2.33046609322E-07,-3.18535209431E-09,+4.95087799210E-09
2.33246649330E-07,-1.26935403759E-09,+3.08404772637E-09
2.33446689338E-07,-3.53835424276E-09,+1.50846520679E-09
2.33646729346E-07,-6.30468297882E-09,+4.50790118368E-09
2.33846769354E-07,-4.10315070207E-09,+9.51083858987E-09
2.34046809362E-07,+2.24277821028E-09,+1.00347462306E-08
2.34246849370E-07,+5.92964032145E-09,+4.52532253458E-09
2.34446889378E-07,+2.87077402483E-09,-1.01777003028E-09
2.34646929386E-07,-2.83932104819E-09,-5.10521629378E-10
2.34846969394E-07,-4.15051293477E-09,+4.49679277341E-09
2.35047009402E-07,-3.82228661919E-11,+7.11680879273E-09
2.35247049410E-07,+3.67781436160E-09,+4.19944697354E-09
2.35447089418E-07,+2.42718884621E-09,-3.79005173586E-11
2.35647129426E-07,-1.31408447461E-09,-3.47571520509E-10
2.35847169434E-07,-2.19250411858E-09,+2.35131307068E-09
2.36047209442E-07,+1.32062572899E-10,+2.85365988105E-09
2.36247249450E-07,+6.03169709157E-10,-3.20025154645E-10
2.36447289458E-07,-3.59633893602E-09,-2.32080809617E-09
2.36647329466E-07,-8.27676093373E-09,+1.31107099687E-09
2.36847369474E-07,-7.38023610930E-09,+7.89821495756E-09
2.37047409482E-07,-1.23490370449E-09,+1.04801464563E-08
2.37247449490E-07,+3.47172622399E-09,+6.74518085428E-09
2.37447489498E-07,+2.23358987946E-09,+1.98858831356E-09
2.37647529506E-07,-1.65360149114E-09,+2.02428814720E-09
2.37847569514E-07,-1.91767041126E-09,+5.61797945499E-09
2.38047609522E-07,+2.08747043117E-09,+6.60939178936E-09
2.38247649530E-07,+4.71041777078E-09,+2.62905383278E-09
2.38447689538E-07,+1.99876480834E-09,-1.61009177436E-09
2.38647729546E-07,-2.75959021548E-09,-8.68354445339E-10
2.38847769554E-07,-3.56141794672E-09,+3.37075926795E-09
2.39047809562E-07,+4.55251699397E-11,+4.97672905345E-09
2.39247849570E-07,+2.39562774005E-09,+1.65828199337E-09
2.39447889578E-07,-4.12362911447E-10,-1.88848025987E-09
2.39647929586E-07,-5.10233464988E-09,-4.92547123824E-10
2.39847969594E-07,-5.73542088382E-09,+4.35423032134E-09
2.40048009602E-07,-1.86437650059E-09,+6.58994305409E-09
2.40248049610E-07,+9.61755348309E-10,+3.95677848974E-09
2.40448089618E-07,-1.00257336562E-09,+1.02359071739E-09
2.40648129626E-07,-4.46188496260E-09,+2.67449030324E-09
2.40848169634E-07,-3.71373872127E-09,+7.13461162506E-09
2.41048209642E-07,+1.25746954980E-09,+8.28528822933E-09
2.41248249650E-07,+4.51146044737E-09,+4.14433535715E-09
2.41448289658E-07,+2.20690983624E-09,-2.38554212954E-10
2.41648329666E-07,-2.09904519271E-09,+4.04249879968E-10
2.41848369674E-07,-2.30647343902E-09,+4.34031282257E-09
2.42048409682E-07,+1.78846910903E-09,+5.20424060108E-09
2.42248449690E-07,+4.08056916730E-09,+8.21884895857E-10
2.42448489698E-07,+4.60186495456E-10,-3.57093341028E-09
2.42648529706E-07,-5.43003574603E-09,-2.20897034136E-09
2.42848569714E-07,-6.84886348655E-09,+3.49086425218E-09
2.43048609722E-07,-2.75301075528E-09,+6.79444659180E-09
2.43248649730E-07,+1.08765802580E-09,+4.49301630742E-09
2.43448689738E-07,-3.98844590097E-11,+7.71453238723E-10
2.43648729746E-07,-3.74627168155E-09,+1.12255451233E-09
2.43848769754E-07,-4.34264516766E-09,+4.89436980720E-09
2.44048809762E-07,-8.98459089146E-10,+6.62397692673E-09
2.44248849770E-07,+1.67497448805E-09,+3.97309565245E-09
2.44448889778E-07,-1.82472417246E-10,+1.02698251448E-09
2.44648929786E-07,-3.46205190295E-09,+2.37604465826E-09
2.44848969794E-07,-2.75685073169E-09,+6.36421165547E-09
2.45049009802E-07,+1.95794171247E-09,+7.09739564334E-09
2.45249049810E-07,+4.86802483057E-09,+2.59138757596E-09
2.45449089818E-07,+2.03040689466E-09,-2.21370041487E-09
2.45649129826E-07,-3.27186584304E-09,-1.87195597322E-09
2.45849169834E-07,-4.91573073425E-09,+2.42416822046E-09
2.46049209842E-07,-2.07612150642E-09,+4.72856310426E-09
2.46249249850E-07,+2.73537048785E-11,+2.60084515851E-09
2.46449289858E-07,-2.28553010914E-09,+3.26616525102E-10
2.46649329866E-07,-5.80011699372E-09,+2.67047755469E-09
2.46849369874E-07,-4.76327780291E-09,+7.83898498734E-09
2.47049409882E-07,+9.88267609835E-10,+9.47666438100E-09
2.47249449890E-07,+5.33910531018E-09,+5.10732725566E-09
2.47449489898E-07,+3.70903114609E-09,-4.53727012724E-10
2.47649529906E-07,-1.17454636603E-09,-1.34232627246E-09
2.47849569914E-07,-3.23280923771E-09,+1.96381920153E-09
2.48049609922E-07,-1.10718449956E-09,+3.99925214366E-09
2.48249649930E-07,+6.82137999194E-10,+2.17684516778E-09
2.48449689938E-07,-1.27073605716E-09,+1.13492117920E-10
2.48649729946E-07,-4.17686407717E-09,+1.94863163092E-09
2.48849769954E-07,-3.10136504644E-09,+5.88733545486E-09
2.49049809962E-07,+1.58536633342E-09,+6.29841131480E-09
2.49249849970E-07,+4.02873106944E-09,+1.65656952091E-09
2.49449889978E-07,+6.16367467108E-10,-2.78273430468E-09
2.49649929986E-07,-4.90767274099E-09,-1.62706866914E-09
2.49849969994E-07,-6.14753619931E-09,+3.53773345815E-09
2.50050010002E-07,-2.38475440560E-09,+6.28185367912E-09
2.50250050010E-07,+7.27498536820E-10,+3.89995509374E-09
2.50450090018E-07,-9.87263938266E-10,+8.02339598897E-10
2.50650130026E-07,-4.57131193827E-09,+2.18481297204E-09
2.50850170034E-07,-4.15811907641E-09,+6.71760315168E-09
2.51050210042E-07,+7.85317756886E-10,+8.28396573901E-09
2.51250250050E-07,+4.53664343541E-09,+4.34929923829E-09
2.51450290058E-07,+2.76471722340E-09,-5.33982598111E-10
2.51650330066E-07,-1.75157165364E-09,-8.49848133468E-10
2.51850370074E-07,-3.10384561888E-09,+2.58370337326E-09
2.52050410082E-07,-3.40058236655E-10,+4.11354963955E-09
2.52250450090E-07,+1.50540084442E-09,+1.32198707721E-09
2.52450490098E-07,-1.25146982677E-09,-1.59092567689E-09
2.52650530106E-07,-5.53373015045E-09,+2.01771450484E-10
2.52850570114E-07,-5.62487932624E-09,+5.15839422776E-09
2.53050610122E-07,-1.16919084740E-09,+7.19356175837E-09
2.53250650130E-07,+2.08630637476E-09,+3.95542685334E-09
2.53450690138E-07,+1.34472704897E-11,+1.66610964688E-10
2.53650730146E-07,-4.21708542678E-09,+1.29797267414E-09
2.53850770154E-07,-4.33700499837E-09,+6.10033835412E-09
2.54050810162E-07,+5.55261300274E-10,+8.16848810300E-09
2.54250850170E-07,+4.71292613440E-09,+4.45390637004E-09
2.54450890178E-07,+3.32242509024E-09,-7.60304708599E-10
2.54650930186E-07,-1.34149170448E-09,-1.65441103182E-09
2.54850970194E-07,-3.34492693478E-09,+1.58078803235E-09
2.55051010202E-07,-1.13329532617E-09,+3.58986509797E-09
2.55251050210E-07,+8.53111036625E-10,+1.54665549117E-09
2.55451090218E-07,-1.12656458950E-09,-1.11845887656E-09
2.55651130226E-07,-4.72228553544E-09,+4.22535917360E-11
2.55851170234E-07,-4.96950679301E-09,+3.90155237048E-09
2.56051210242E-07,-1.61640044584E-09,+5.24790886206E-09
2.56251250250E-07,+2.13585926261E-10,+2.34609100024E-09
2.56451290258E-07,-2.76488839171E-09,-1.54097938614E-10
2.56651330266E-07,-6.89197349726E-09,+2.59822856327E-09
2.56851370274E-07,-5.96475905274E-09,+8.63811655806E-09
2.57051410282E-07,+4.57407392185E-10,+1.11006092566E-08
2.57251450290E-07,+6.02697471054E-09,+6.85103810668E-09
2.57451490298E-07,+5.40004955750E-09,+4.50549793530E-10
2.57651530306E-07,+5.91270374489E-10,-1.71591030264E-09
2.57851570314E-07,-2.28266717540E-09,+7.96367121515E-10
2.58051610322E-07,-1.06196248818E-09,+2.98566383676E-09
2.58251650330E-07,+5.19531952424E-10,+1.83279462167E-09
2.58451690338E-07,-9.23240945261E-10,+1.06772708053E-10
2.58651730346E-07,-3.27345135659E-09,+1.53756670071E-09
2.58851770354E-07,-2.22897905760E-09,+4.66397861556E-09
2.59051810362E-07,+1.78015487000E-09,+4.47984752638E-09
2.59251850370E-07,+3.27719603586E-09,-1.83726355885E-10
2.59451890378E-07,-9.50775773636E-10,-4.06873890284E-09
2.59651930386E-07,-6.86764442598E-09,-1.92005705501E-09
2.59851970394E-07,-7.79379969558E-09,+4.41106585185E-09
2.60052010402E-07,-2.88153225909E-09,+7.93146714967E-09
2.60252050410E-07,+1.78269216588E-09,+5.25094995000E-09
2.60452090418E-07,+9.90461040862E-10,+6.39805808573E-10
2.60652130426E-07,-3.19164050072E-09,+1.62539578980E-10
2.60852170434E-07,-4.72228747157E-09,+3.87865779185E-09
2.61052210442E-07,-1.77016713588E-09,+6.40878555466E-09
2.61252250450E-07,+1.32714802881E-09,+4.61238037246E-09
2.61452290458E-07,+5.73967741575E-10,+1.63197442905E-09
