Stimulus(s),S21(Real),S21(Imag)
2.14042808562E-08,-1.67426393360E-08,+7.66012805097E-08
2.16043208642E-08,+4.78971909937E-08,+8.73018674801E-08
2.18043608722E-08,+1.09260780199E-07,+2.95674190864E-08
2.20044008802E-08,+8.39056592978E-08,-7.40199608769E-08
2.22044408882E-08,-4.92694530130E-08,-1.07526973442E-07
2.24044808962E-08,-1.71888983679E-07,+1.94982461909E-08
2.26045209042E-08,-1.20858225553E-07,+2.33167308050E-07
2.28045609122E-08,+1.21645604926E-07,+3.27610363528E-07
2.30046009202E-08,+3.68020124481E-07,+1.70108759635E-07
2.32046409282E-08,+3.92192898710E-07,-1.41154207132E-07
2.34046809362E-08,+1.56062808936E-07,-3.54099806751E-07
2.36047209442E-08,-1.49747958851E-07,-3.00505305872E-07
2.38047609522E-08,-2.89204553653E-07,-4.34367336368E-08
2.40048009602E-08,-1.86538977655E-07,+2.04078319087E-07
2.42048409682E-08,+4.38970146708E-08,+2.76266047177E-07
2.44048809762E-08,+2.29593280766E-07,+1.63437248244E-07
2.46049209842E-08,+2.70180293859E-07,-3.13967306822E-08
2.48049609922E-08,+1.65157438547E-07,-1.88798143646E-07
2.50050010002E-08,-1.99060866252E-08,-2.25554430402E-07
2.52050410082E-08,-1.80910176877E-07,-1.13958784161E-07
2.54050810162E-08,-2.08211241060E-07,+9.19509359493E-08
2.56051210242E-08,-6.03182763545E-08,+2.55596969511E-07
2.58051610322E-08,+1.70816897070E-07,+2.41531588312E-07
2.60052010402E-08,+3.03518263427E-07,+4.29962731089E-08
2.62052410482E-08,+2.20803814051E-07,-1.83860066647E-07
2.64052810562E-08,-1.00504715286E-08,-2.47962589433E-07
2.66053210642E-08,-1.91323563730E-07,-1.00529124386E-07
2.68053610722E-08,-1.78252484269E-07,+1.23177818226E-07
2.70054010802E-08,-2.65518453494E-09,+2.39889193264E-07
2.72054410882E-08,+1.82116507864E-07,+1.81998694557E-07
2.74054810962E-08,+2.54018650152E-07,+2.49893573155E-08
2.76055211042E-08,+2.04501219836E-07,-1.16575357114E-07
2.78055611122E-08,+9.43064725383E-08,-1.85164465319E-07
2.80056011202E-08,-2.32060837050E-08,-1.79979548334E-07
2.82056411282E-08,-1.16285034323E-07,-1.11303602711E-07
2.84056811362E-08,-1.48929216108E-07,+3.90842616776E-09
2.86057211442E-08,-9.25222442369E-08,+1.13403372257E-07
2.88057611522E-08,+2.51115435635E-08,+1.44408675168E-07
2.90058011602E-08,+1.15696823390E-07,+7.46063850042E-08
2.92058411682E-08,+1.08011657612E-07,-2.80830362715E-08
2.94058811762E-08,+2.59089565999E-08,-6.58240075079E-08
2.96059211842E-08,-3.43470067796E-08,-1.41285097853E-08
2.98059611922E-08,-1.03406160658E-08,+5.40545197498E-08
3.00060012002E-08,+5.99284198027E-08,+5.46943377131E-08
3.02060412082E-08,+8.76914875594E-08,-1.30025640654E-08
3.04060812162E-08,+3.52473531334E-08,-7.23140639621E-08
3.06061212242E-08,-4.91355136775E-08,-5.76819143417E-08
3.08061612322E-08,-9.05540849547E-08,+2.27011286423E-08
3.10062012402E-08,-5.82604989239E-08,+1.09884842318E-07
3.12062412482E-08,+2.62348329568E-08,+1.53145572009E-07
3.14062812563E-08,+1.23777318846E-07,+1.32861835793E-07
3.16063212643E-08,+1.94685018959E-07,+4.89955288828E-08
3.18063612723E-08,+1.94852555846E-07,-7.61920932151E-08
3.20064012803E-08,+9.68849679275E-08,-1.79909215732E-07
3.22064412883E-08,-6.18119167251E-08,-1.80065588131E-07
3.24064812963E-08,-1.73647706618E-07,-5.11751180663E-08
3.26065213043E-08,-1.42631216798E-07,+1.23267192925E-07
3.28065613123E-08,+1.50963667117E-08,+2.05516260327E-07
3.30066013203E-08,+1.70797516865E-07,+1.30799367554E-07
3.32066413283E-08,+2.01316274747E-07,-2.77962208583E-08
3.34066813363E-08,+1.03954627243E-07,-1.34111076010E-07
3.36067213443E-08,-1.64097154819E-08,-1.22514950567E-07
3.38067613523E-08,-6.56417225151E-08,-4.37399380857E-08
3.40068013603E-08,-4.47169548662E-08,+1.48301804766E-08
3.42068413683E-08,-1.50854776120E-08,+2.62523323815E-08
3.44068813763E-08,-9.20535632620E-09,+2.68211857741E-08
3.46069213843E-08,-3.84777107569E-09,+4.37713299205E-08
3.48069613923E-08,+2.50347337754E-08,+5.60974170180E-08
3.50070014003E-08,+5.62151623144E-08,+3.55532203744E-08
3.52070414083E-08,+5.25786573247E-08,-1.16820099556E-09
3.54070814163E-08,+1.97411442971E-08,-9.06874052717E-09
3.56071214243E-08,+5.71268894014E-09,+2.17400474769E-08
3.58071614323E-08,+3.75740352620E-08,+4.66003560006E-08
3.60072014403E-08,+8.12191520065E-08,+2.20218193428E-08
3.62072414483E-08,+8.10736652947E-08,-3.60785339195E-08
3.64072814563E-08,+2.92823589548E-08,-6.91621293067E-08
3.66073214643E-08,-2.49958845425E-08,-4.60088016939E-08
3.68073614723E-08,-3.53552896522E-08,+4.10289771055E-09
3.70074014803E-08,-7.85143615808E-09,+3.25402899594E-08
3.72074414883E-08,+1.81618015377E-08,+2.72960902704E-08
3.74074814963E-08,+2.26543696448E-08,+1.34263426842E-08
3.76075215043E-08,+1.85704041204E-08,+9.64026579200E-09
3.78075615123E-08,+1.84019746157E-08,+8.58235660079E-09
3.80076015203E-08,+1.30627483022E-08,+3.60195708342E-09
3.82076415283E-08,-3.28575747731E-09,+1.10232055119E-08
3.84076815363E-08,-5.81717252139E-09,+4.45330987275E-08
3.86077215443E-08,+3.66218743124E-08,+7.66399736027E-08
3.88077615523E-08,+1.07895915898E-07,+5.39773093890E-08
3.90078015603E-08,+1.39523230750E-07,-3.63968804387E-08
3.92078415683E-08,+7.86754813944E-08,-1.31927770266E-07
3.94078815763E-08,-4.51290461478E-08,-1.46786880599E-07
3.96079215843E-08,-1.39238692025E-07,-5.99351386139E-08
3.98079615923E-08,-1.37211548779E-07,+6.25394592876E-08
4.00080016003E-08,-5.73963919342E-08,+1.36039662808E-07
4.02080416083E-08,+3.08076276794E-08,+1.35035891413E-07
4.04080816163E-08,+8.27255543947E-08,+9.48174063007E-08
4.06081216243E-08,+1.04724659417E-07,+5.20951016431E-08
4.08081616323E-08,+1.14556759733E-07,+8.48156293927E-09
4.10082016403E-08,+1.03997507617E-07,-4.42545459812E-08
4.12082416483E-08,+5.64105527614E-08,-8.71695775129E-08
4.14082816563E-08,-1.29920537097E-08,-8.58289213661E-08
4.16083216643E-08,-5.90056925578E-08,-3.57884000575E-08
4.18083616723E-08,-5.35236960409E-08,+2.40549697826E-08
4.20084016803E-08,-1.55210126663E-08,+5.21346809016E-08
4.22084416883E-08,+1.55361305491E-08,+4.61987348806E-08
4.24084816963E-08,+2.53451577488E-08,+3.37571498812E-08
4.26085217043E-08,+2.96482042112E-08,+3.02640623953E-08
4.28085617123E-08,+3.96679906958E-08,+2.53658632258E-08
4.30086017203E-08,+4.43094880880E-08,+1.11392443048E-08
4.32086417283E-08,+3.52169903477E-08,+2.27449856661E-09
4.34086817363E-08,+3.12095325643E-08,+1.16174848495E-08
4.36087217443E-08,+5.46539781128E-08,+1.72765950553E-08
4.38087617524E-08,+8.57732321483E-08,-1.90200054688E-08
4.40088017604E-08,+6.69288241816E-08,-9.20687855303E-08
4.42088417684E-08,-2.84839141792E-08,-1.32285719038E-07
4.44088817764E-08,-1.41494578054E-07,-6.99786953808E-08
4.46089217844E-08,-1.67062899542E-07,+7.73036291990E-08
4.48089617924E-08,-5.96017195840E-08,+2.00195023202E-07
4.50090018004E-08,+1.10020187781E-07,+1.94533981468E-07
4.52090418084E-08,+2.13642749469E-07,+6.08205473093E-08
4.54090818164E-08,+1.80397968477E-07,-9.83341239850E-08
4.56091218244E-08,+4.89850494257E-08,-1.73760458934E-07
4.58091618324E-08,-8.32048898096E-08,-1.34330463137E-07
4.60092018404E-08,-1.44524562931E-07,-2.61779904249E-08
4.62092418484E-08,-1.22446132285E-07,+8.51799119106E-08
4.64092818564E-08,-4.02093758961E-08,+1.55435492718E-07
4.66093218644E-08,+6.88625408914E-08,+1.60761264341E-07
4.68093618724E-08,+1.61497424217E-07,+9.24893337874E-08
4.70094018804E-08,+1.87349364540E-07,-2.73473087232E-08
4.72094418884E-08,+1.20838638917E-07,-1.37360784475E-07
4.74094818964E-08,-5.68182973278E-09,-1.69827567121E-07
4.76095219044E-08,-1.15715848865E-07,-1.05364445107E-07
4.78095619124E-08,-1.47369377903E-07,+9.46476069975E-09
4.80096019204E-08,-9.86025999401E-08,+1.03901504052E-07
4.82096419284E-08,-1.46534667661E-08,+1.39067812305E-07
4.84096819364E-08,+5.97091541650E-08,+1.21950582641E-07
4.86097219444E-08,+1.07229214541E-07,+7.65819599735E-08
4.88097619524E-08,+1.26456712853E-07,+1.83198232892E-08
4.90098019604E-08,+1.14060652316E-07,-4.20326121753E-08
4.92098419684E-08,+7.00085374368E-08,-8.60456113881E-08
4.94098819764E-08,+1.08712220039E-08,-9.59680604931E-08
4.96099219844E-08,-3.77827145446E-08,-7.32824393499E-08
4.98099619924E-08,-6.41521730570E-08,-3.64843315951E-08
5.00100020004E-08,-7.47312948417E-08,+2.19483806799E-09
5.02100420084E-08,-7.26133185373E-08,+4.63245734044E-08
5.04100820164E-08,-4.41303712618E-08,+9.41448884009E-08
5.06101220244E-08,+1.91538985687E-08,+1.19084745158E-07
5.08101620324E-08,+9.01541465481E-08,+9.02960075075E-08
5.10102020404E-08,+1.17831435416E-07,+1.62757044974E-08
5.12102420484E-08,+8.02784068828E-08,-4.81295455032E-08
5.14102820564E-08,+1.64633089688E-08,-5.36698825797E-08
5.16103220644E-08,-1.11631607622E-08,-1.18800796096E-08
5.18103620724E-08,+1.34755967370E-08,+1.69118732007E-08
5.20104020804E-08,+4.18966356422E-08,-4.84679164281E-09
5.22104420884E-08,+2.11258066130E-08,-4.52871144395E-08
5.24104820964E-08,-3.79855889382E-08,-4.06992110431E-08
5.26105221044E-08,-6.81630081595E-08,+2.49915867280E-08
5.28105621124E-08,-2.28971176847E-08,+9.41071244931E-08
5.30106021204E-08,+6.67173717363E-08,+9.51050116186E-08
5.32106421284E-08,+1.21242895849E-07,+1.97232998524E-08
5.34106821364E-08,+9.32544570109E-08,-6.87656101489E-08
5.36107221444E-08,+9.66051406585E-09,-9.98691725168E-08
5.38107621524E-08,-6.20457892603E-08,-5.82943871801E-08
5.40108021604E-08,-7.65117289951E-08,+1.53896831709E-08
5.42108421684E-08,-3.71593971699E-08,+7.00515776103E-08
5.44108821764E-08,+2.32906290508E-08,+7.99157453917E-08
5.46109221844E-08,+7.09816204051E-08,+4.70883805144E-08
5.48109621924E-08,+8.24229020425E-08,-9.25414906017E-09
5.50110022004E-08,+4.94119125359E-08,-5.84044451560E-08
5.52110422084E-08,-1.14129642273E-08,-6.79511443404E-08
5.54110822164E-08,-5.96925332393E-08,-2.75057225977E-08
5.56111222244E-08,-5.94219649425E-08,+3.46037316438E-08
5.58111622324E-08,-1.36691503344E-08,+7.04931123618E-08
5.60112022404E-08,+3.55642458037E-08,+5.71947464228E-08
5.62112422484E-08,+4.92275684173E-08,+1.82165493479E-08
5.64112822565E-08,+2.95350469995E-08,-4.95232998488E-09
5.66113222645E-08,+1.02865966700E-08,+1.41696002337E-09
5.68113622725E-08,+1.30765259818E-08,+1.47096806974E-08
5.70114022805E-08,+2.49027970022E-08,+1.14355324647E-08
5.72114422885E-08,+2.26435022350E-08,-2.00249471343E-09
5.74114822965E-08,+7.85073223406E-09,-2.65590380422E-09
5.76115223045E-08,+3.86642565020E-09,+1.29595635780E-08
5.78115623125E-08,+2.06008802103E-08,+2.16344109395E-08
5.80116023205E-08,+3.71722851537E-08,+5.64758371019E-09
5.82116423285E-08,+2.79828210459E-08,-2.01294644026E-08
5.84116823365E-08,-2.20696788678E-09,-2.46090478948E-08
5.86117223445E-08,-2.18785111890E-08,+1.58567522972E-10
5.88117623525E-08,-1.11405781388E-08,+2.85493571092E-08
5.90118023605E-08,+1.52003013452E-08,+3.32253015519E-08
5.92118423685E-08,+2.87285917475E-08,+1.69411036335E-08
5.94118823765E-08,+2.27735666949E-08,+3.99292317449E-09
5.96119223845E-08,+1.55878233925E-08,+6.15476943731E-09
5.98119623925E-08,+2.08638810690E-08,+1.02041664384E-08
6.00120024005E-08,+2.87097286908E-08,+1.27893185822E-09
6.02120424085E-08,+2.24338711559E-08,-1.37391277551E-08
6.04120824165E-08,+4.72951465955E-09,-1.62910226913E-08
6.06121224245E-08,-5.45265047887E-09,-3.79793722936E-09
6.08121624325E-08,-6.22145560102E-10,+6.32551701166E-09
6.10122024405E-08,+4.08007954504E-09,+2.95071581339E-09
6.12122424485E-08,-5.81163196455E-09,-5.37346453551E-10
6.14122824565E-08,-1.89379184025E-08,+1.52445714588E-08
6.16123224645E-08,-9.31788785680E-09,+4.41504215053E-08
6.18123624725E-08,+2.76456656623E-08,+5.52451934772E-08
6.20124024805E-08,+6.27704746406E-08,+2.91909514379E-08
6.22124424885E-08,+6.38759105789E-08,-1.58523874300E-08
6.24124824965E-08,+3.19615514154E-08,-4.34089396219E-08
6.26125225045E-08,-2.95936100396E-09,-3.88362532118E-08
6.28125625125E-08,-1.90271222641E-08,-1.94585734114E-08
6.30126025205E-08,-2.28771591813E-08,-5.06284573963E-09
6.32126425285E-08,-2.88372087171E-08,+7.88371546154E-09
6.34126825365E-08,-3.04317283821E-08,+3.27198726248E-08
6.36127225445E-08,-7.65152838261E-09,+6.14062705397E-08
6.38127625525E-08,+3.84178882643E-08,+6.40729307062E-08
6.40128025605E-08,+7.37912334359E-08,+2.56501215211E-08
6.42128425685E-08,+6.50156130097E-08,-2.80116590080E-08
6.44128825765E-08,+1.86675818864E-08,-5.27580484328E-08
6.46129225845E-08,-2.39798469750E-08,-3.29964671477E-08
6.48129625925E-08,-3.20312130864E-08,+4.45002047150E-09
6.50130026005E-08,-1.43767295810E-08,+2.51410270600E-08
6.52130426085E-08,+2.82944717113E-10,+2.48259330897E-08
6.54130826165E-08,+2.45361768198E-09,+2.41470751923E-08
6.56131226245E-08,+8.20873424550E-09,+3.30144275085E-08
6.58131626325E-08,+2.86544596887E-08,+3.57629852785E-08
6.60132026405E-08,+4.83255142078E-08,+1.61890407457E-08
6.62132426485E-08,+4.37427493999E-08,-1.46954937705E-08
6.64132826565E-08,+1.62660383574E-08,-2.86211688438E-08
6.66133226645E-08,-6.99259800885E-09,-1.53196219805E-08
6.68133626725E-08,-6.65891604889E-09,+4.80442795279E-09
6.70134026805E-08,+5.76565320218E-09,+8.02667487436E-09
6.72134426885E-08,+5.90049919544E-09,-2.14351631346E-09
6.74134826965E-08,-9.27230712659E-09,-2.03100539144E-09
6.76135227045E-08,-1.72819566190E-08,+1.78642221389E-08
6.78135627125E-08,-1.28477180125E-09,+3.80916840015E-08
6.80136027205E-08,+2.58279788867E-08,+3.48853302617E-08
6.82136427285E-08,+3.65205954955E-08,+1.11354473383E-08
6.84136827365E-08,+2.26062016810E-08,-6.98310080511E-09
6.86137227445E-08,+3.97807731236E-09,-2.24803817017E-09
6.88137627526E-08,+2.75420071174E-09,+1.46617029832E-08
6.90138027606E-08,+1.79579088017E-08,+2.14207868499E-08
6.92138427686E-08,+3.12330282037E-08,+1.09572775437E-08
6.94138827766E-08,+3.09499313297E-08,-5.22999159879E-09
6.96139227846E-08,+2.12211599119E-08,-1.57024177918E-08
6.98139627926E-08,+8.96432322101E-09,-1.99361738877E-08
7.00140028006E-08,-6.05401920142E-09,-1.89795739890E-08
7.02140428086E-08,-2.23045837632E-08,-6.67363217852E-09
7.04140828166E-08,-2.64799550071E-08,+1.96536182585E-08
7.06141228246E-08,-5.38334350825E-09,+4.41365964580E-08
7.08141628326E-08,+3.12260745195E-08,+4.15583648377E-08
7.10142028406E-08,+5.12908451846E-08,+7.39301742568E-09
7.12142428486E-08,+3.29064749276E-08,-2.93397654637E-08
7.14142828566E-08,-7.92736735810E-09,-3.32491744076E-08
7.16143228646E-08,-3.14901691901E-08,-1.74272909299E-09
7.18143628726E-08,-1.74822485292E-08,+3.14391563056E-08
7.20144028806E-08,+1.37012360366E-08,+3.44695236399E-08
7.22144428886E-08,+2.69306473643E-08,+1.19972811650E-08
7.24144828966E-08,+1.30562812770E-08,-4.58612433060E-09
7.26145229046E-08,-4.57579398659E-09,+3.50659067527E-09
7.28145629126E-08,-2.03717066594E-09,+2.28131065993E-08
7.30146029206E-08,+1.73375406930E-08,+2.84400027819E-08
7.32146429286E-08,+3.16073250834E-08,+1.46759349754E-08
7.34146829366E-08,+2.87543561072E-08,-2.76699326537E-09
7.36147229446E-08,+1.68116724733E-08,-9.81008093728E-09
7.38147629526E-08,+7.59579652448E-09,-8.20243371355E-09
7.40148029606E-08,+1.84118529026E-09,-5.21530516735E-09
7.42148429686E-08,-4.18058005752E-09,+7.11880747854E-11
7.44148829766E-08,-5.84339339763E-09,+1.14444904276E-08
7.46149229846E-08,+4.69635101020E-09,+2.17822615103E-08
7.48149629926E-08,+2.16071382112E-08,+1.70713568158E-08
7.50150030006E-08,+2.55883947476E-08,-2.61725534302E-09
7.52150430086E-08,+7.75453322659E-09,-1.62277493210E-08
7.54150830166E-08,-1.39383595444E-08,-5.19226265233E-09
7.56151230246E-08,-1.31416100382E-08,+2.02012342226E-08
7.58151630326E-08,+1.05628009170E-08,+2.95919142342E-08
7.60152030406E-08,+2.72535091331E-08,+1.07481619125E-08
7.62152430486E-08,+1.32754649966E-08,-1.11648042213E-08
7.64152830566E-08,-1.52240547411E-08,-2.46569307066E-09
7.66153230646E-08,-1.74290080883E-08,+3.43873447494E-08
7.68153630726E-08,+2.23244440056E-08,+5.73185481518E-08
7.70154030806E-08,+7.03205908677E-08,+3.10926436471E-08
7.72154430886E-08,+7.68498406216E-08,-3.00310883187E-08
7.74154830966E-08,+2.96975182099E-08,-7.45176056659E-08
7.76155231046E-08,-3.37628912473E-08,-6.63360296994E-08
7.78155631126E-08,-6.68096132371E-08,-1.75333048963E-08
7.80156031206E-08,-5.65771305919E-08,+3.19167305791E-08
7.82156431286E-08,-2.43102489418E-08,+5.61121547806E-08
7.84156831366E-08,+6.71745093767E-09,+5.75759427908E-08
7.86157231446E-08,+3.07113922577E-08,+4.74412213195E-08
7.88157631526E-08,+4.83268248605E-08,+2.74249961240E-08
7.90158031606E-08,+5.15847424685E-08,-2.35617413762E-09
7.92158431686E-08,+3.18051409792E-08,-2.82956013219E-08
7.94158831766E-08,-1.41533240759E-09,-3.03026501415E-08
7.96159231846E-08,-2.19922067573E-08,-5.86117754440E-09
7.98159631926E-08,-1.35613379622E-08,+2.22455102342E-08
8.00160032006E-08,+1.20262188642E-08,+2.85912113635E-08
8.02160432086E-08,+2.83047225600E-08,+1.15428070284E-08
8.04160832166E-08,+2.29479426446E-08,-8.64823169668E-09
8.06161232246E-08,+6.34760290505E-09,-1.51227173453E-08
8.08161632326E-08,-6.65537561010E-09,-9.44477729685E-09
8.10162032406E-08,-1.36646013540E-08,-5.50330096194E-10
8.12162432486E-08,-1.85228313746E-08,+1.11587693838E-08
8.14162832567E-08,-1.63851367828E-08,+2.95812816347E-08
8.16163232647E-08,+2.90009620718E-09,+4.67761411572E-08
8.18163632727E-08,+3.51981324812E-08,+4.37567871388E-08
8.20164032807E-08,+5.65440455215E-08,+1.34734057083E-08
8.22164432887E-08,+4.61100367035E-08,-2.39289283274E-08
8.24164832967E-08,+1.16793392741E-08,-3.83883300386E-08
8.26165233047E-08,-1.66080250346E-08,-2.22602754370E-08
8.28165633127E-08,-1.94193044654E-08,+2.43543335324E-09
8.30166033207E-08,-7.71699861462E-09,+1.18217405091E-08
8.32166433287E-08,-4.47461903342E-09,+7.98044857646E-09
8.34166833367E-08,-1.31109993052E-08,+1.17294640093E-08
8.36167233447E-08,-1.38874510807E-08,+3.11704742701E-08
8.38167633527E-08,+7.82100367665E-09,+4.81537456200E-08
8.40168033607E-08,+3.93404829293E-08,+4.04606179756E-08
8.42168433687E-08,+5.38606358382E-08,+1.03518831116E-08
8.44168833767E-08,+4.15335152790E-08,-1.74432130339E-08
8.46169233847E-08,+1.87145828497E-08,-2.45669006064E-08
8.48169633927E-08,+5.65244450229E-09,-1.71231792390E-08
8.50170034007E-08,+3.57456481532E-09,-1.21316281859E-08
8.52170434087E-08,-3.54352590507E-10,-1.37502888786E-08
8.54170834167E-08,-1.09792738422E-08,-1.13223111231E-08
8.56171234247E-08,-1.80994647146E-08,+1.34286573534E-09
8.58171634327E-08,-1.27058710386E-08,+1.49432246755E-08
8.60172034407E-08,-1.43868441136E-09,+1.75274188077E-08
8.62172434487E-08,+2.11888375616E-09,+1.18677602043E-08
8.64172834567E-08,-3.21036325038E-09,+1.18039352052E-08
8.66173234647E-08,-4.10728515033E-09,+2.23761204208E-08
8.68173634727E-08,+8.70664829141E-09,+3.18144334931E-08
8.70174034807E-08,+2.71250367027E-08,+2.67537581993E-08
