! CMT, C1209, , 23.2.4/2
! Date: 9/11/2023 9:06:22 AM
! Stimulus(Hz),    S21(Real),         S21(Imag)
4.17092709271E+09,+7.31781560625E-05,+1.64355796530E-04
4.17102710271E+09,+7.17894208127E-05,+1.64991002998E-04
4.17112711271E+09,+7.34436354984E-05,+1.67120224817E-04
4.17122712271E+09,+7.33538279228E-05,+1.66392741398E-04
4.17132713271E+09,+7.25295523792E-05,+1.67664379420E-04
4.17142714271E+09,+7.34645124065E-05,+1.68810184760E-04
4.17152715272E+09,+7.52681064002E-05,+1.70910206364E-04
4.17162716272E+09,+7.46751065848E-05,+1.70292364904E-04
4.17172717272E+09,+7.69257968601E-05,+1.71360541265E-04
4.17182718272E+09,+7.86099333897E-05,+1.71878485164E-04
4.17192719272E+09,+7.91918929097E-05,+1.71950295883E-04
4.17202720272E+09,+7.93637923276E-05,+1.72123939131E-04
4.17212721272E+09,+8.13905731670E-05,+1.72429100449E-04
4.17222722272E+09,+8.30748896041E-05,+1.71920997141E-04
4.17232723272E+09,+8.40207274441E-05,+1.70506748068E-04
4.17242724272E+09,+8.58661335204E-05,+1.70536107299E-04
4.17252725273E+09,+8.70348170191E-05,+1.70553538166E-04
4.17262726273E+09,+8.76730238344E-05,+1.69004329812E-04
4.17272727273E+09,+8.84926182410E-05,+1.67451583481E-04
4.17282728273E+09,+8.96383366612E-05,+1.67398819841E-04
4.17292729273E+09,+9.05758376596E-05,+1.66765961193E-04
4.17302730273E+09,+9.02404218399E-05,+1.65501074929E-04
4.17312731273E+09,+8.98155502147E-05,+1.64538187115E-04
4.17322732273E+09,+9.10875486051E-05,+1.62478489379E-04
4.17332733273E+09,+9.08226803505E-05,+1.62742790947E-04
4.17342734273E+09,+9.03104751565E-05,+1.61491954165E-04
4.17352735274E+09,+9.01176135153E-05,+1.60925507642E-04
4.17362736274E+09,+9.02738764215E-05,+1.60713018789E-04
4.17372737274E+09,+8.90039717457E-05,+1.59962377315E-04
4.17382738274E+09,+8.88618278660E-05,+1.60228694380E-04
4.17392739274E+09,+8.93147548302E-05,+1.59937038819E-04
4.17402740274E+09,+8.89900656743E-05,+1.59953820321E-04
4.17412741274E+09,+8.83009667863E-05,+1.60121368062E-04
4.17422742274E+09,+8.85444820147E-05,+1.61084835814E-04
4.17432743274E+09,+8.93907270067E-05,+1.61516217943E-04
4.17442744274E+09,+8.87275777992E-05,+1.61918776567E-04
4.17452745275E+09,+8.87890401899E-05,+1.62010271889E-04
4.17462746275E+09,+9.06179070394E-05,+1.61780335743E-04
4.17472747275E+09,+9.07920758335E-05,+1.61886580695E-04
4.17482748275E+09,+8.96846022182E-05,+1.62181724701E-04
4.17492749275E+09,+9.20008126203E-05,+1.62255583576E-04
4.17502750275E+09,+9.30540345497E-05,+1.63143599432E-04
4.17512751275E+09,+9.27764947227E-05,+1.61859429273E-04
4.17522752275E+09,+9.38954196359E-05,+1.63142618478E-04
4.17532753275E+09,+9.56846762508E-05,+1.63098066955E-04
4.17542754275E+09,+9.71465044610E-05,+1.61490890405E-04
4.17552755276E+09,+9.54374272387E-05,+1.61529305156E-04
4.17562756276E+09,+9.82310972421E-05,+1.61676345964E-04
4.17572757276E+09,+9.90788319073E-05,+1.60647321059E-04
4.17582758276E+09,+9.88742187128E-05,+1.60067735865E-04
4.17592759276E+09,+9.94818872033E-05,+1.59138397426E-04
4.17602760276E+09,+1.00577454719E-04,+1.59592657489E-04
4.17612761276E+09,+1.00360305881E-04,+1.58589173021E-04
4.17622762276E+09,+1.00177951318E-04,+1.57364836392E-04
4.17632763276E+09,+1.00907995099E-04,+1.57398368300E-04
4.17642764276E+09,+1.02008725080E-04,+1.56231160091E-04
4.17652765277E+09,+1.00798745091E-04,+1.55522934447E-04
4.17662766277E+09,+1.01320038053E-04,+1.56268097429E-04
4.17672767277E+09,+1.01769535346E-04,+1.55419863576E-04
4.17682768277E+09,+1.01059479269E-04,+1.55289409149E-04
4.17692769277E+09,+1.00723126668E-04,+1.55106769066E-04
4.17702770277E+09,+1.01911486983E-04,+1.56463298331E-04
4.17712771277E+09,+1.02529898718E-04,+1.54701147740E-04
4.17722772277E+09,+1.01392607957E-04,+1.54603018558E-04
4.17732773277E+09,+1.02406170435E-04,+1.53969474055E-04
4.17742774277E+09,+1.03003800220E-04,+1.54569845486E-04
4.17752775278E+09,+1.02330961656E-04,+1.53921820977E-04
4.17762776278E+09,+1.03135985675E-04,+1.54852836961E-04
4.17772777278E+09,+1.04749054161E-04,+1.54874553458E-04
4.17782778278E+09,+1.04863247718E-04,+1.54786605016E-04
4.17792779278E+09,+1.04267593698E-04,+1.53928930560E-04
4.17802780278E+09,+1.05433381342E-04,+1.53842934717E-04
4.17812781278E+09,+1.07407827883E-04,+1.54135989114E-04
4.17822782278E+09,+1.06551012078E-04,+1.53501636182E-04
4.17832783278E+09,+1.06473597575E-04,+1.53103693728E-04
4.17842784278E+09,+1.08130450093E-04,+1.52874126463E-04
4.17852785279E+09,+1.08391539619E-04,+1.52962411134E-04
4.17862786279E+09,+1.08633294298E-04,+1.51428903014E-04
4.17872787279E+09,+1.09194052757E-04,+1.50884584839E-04
4.17882788279E+09,+1.10033549534E-04,+1.51903041670E-04
4.17892789279E+09,+1.09746712258E-04,+1.51091545993E-04
4.17902790279E+09,+1.09056800605E-04,+1.50561265543E-04
4.17912791279E+09,+1.11222833926E-04,+1.50421396154E-04
4.17922792279E+09,+1.11099219532E-04,+1.50619370598E-04
4.17932793279E+09,+1.10407065653E-04,+1.49770551303E-04
4.17942794279E+09,+1.10971942662E-04,+1.49441919370E-04
4.17952795280E+09,+1.12282644575E-04,+1.49306270658E-04
4.17962796280E+09,+1.11305509281E-04,+1.48522957366E-04
4.17972797280E+09,+1.11710557890E-04,+1.48515135687E-04
4.17982798280E+09,+1.12210589728E-04,+1.47876286928E-04
4.17992799280E+09,+1.13138160104E-04,+1.47931614953E-04
4.18002800280E+09,+1.12506700159E-04,+1.47286658118E-04
4.18012801280E+09,+1.13779466849E-04,+1.47009965534E-04
4.18022802280E+09,+1.14156507924E-04,+1.46343304246E-04
4.18032803280E+09,+1.14919594760E-04,+1.46369210376E-04
4.18042804280E+09,+1.14457674476E-04,+1.45802150654E-04
4.18052805281E+09,+1.15452116844E-04,+1.46832674929E-04
4.18062806281E+09,+1.16127913622E-04,+1.47250479069E-04
4.18072807281E+09,+1.15081320432E-04,+1.45394105507E-04
4.18082808281E+09,+1.15852151274E-04,+1.45389089126E-04
4.18092809281E+09,+1.16571081724E-04,+1.44319506035E-04
4.18102810281E+09,+1.17137186111E-04,+1.44264694822E-04
4.18112811281E+09,+1.17510856515E-04,+1.43680628361E-04
4.18122812281E+09,+1.17774717907E-04,+1.43133690273E-04
4.18132813281E+09,+1.18547088060E-04,+1.43169666371E-04
4.18142814281E+09,+1.17775937224E-04,+1.43324324461E-04
4.18152815282E+09,+1.18352791375E-04,+1.42563910318E-04
4.18162816282E+09,+1.18975726740E-04,+1.42644401027E-04
4.18172817282E+09,+1.18299777910E-04,+1.41453615342E-04
4.18182818282E+09,+1.17585866668E-04,+1.40982975525E-04
4.18192819282E+09,+1.19796414799E-04,+1.41791362904E-04
4.18202820282E+09,+1.20404952727E-04,+1.40967268406E-04
4.18212821282E+09,+1.18555587280E-04,+1.40474602133E-04
4.18222822282E+09,+1.20469958138E-04,+1.40471675307E-04
4.18232823282E+09,+1.20615307088E-04,+1.40362103786E-04
4.18242824282E+09,+1.20283666127E-04,+1.41051852679E-04
4.18252825283E+09,+1.20895817971E-04,+1.39290140736E-04
4.18262826283E+09,+1.22464588071E-04,+1.38990532080E-04
4.18272827283E+09,+1.22107178529E-04,+1.40193200508E-04
4.18282828283E+09,+1.22004316425E-04,+1.39617543319E-04
4.18292829283E+09,+1.22465077008E-04,+1.39022822016E-04
4.18302830283E+09,+1.24031221470E-04,+1.38967614001E-04
4.18312831283E+09,+1.23615193704E-04,+1.38851448417E-04
4.18322832283E+09,+1.23839105456E-04,+1.37866353214E-04
4.18332833283E+09,+1.24782092790E-04,+1.37695095449E-04
4.18342834283E+09,+1.24900264946E-04,+1.37660353800E-04
4.18352835284E+09,+1.24728563285E-04,+1.36335271289E-04
4.18362836284E+09,+1.25722016278E-04,+1.36342796715E-04
4.18372837284E+09,+1.25731806739E-04,+1.35453764634E-04
4.18382838284E+09,+1.25437633588E-04,+1.34459018473E-04
4.18392839284E+09,+1.25882495005E-04,+1.34430772741E-04
4.18402840284E+09,+1.26703508209E-04,+1.33710481528E-04
4.18412841284E+09,+1.26267051809E-04,+1.33044069842E-04
4.18422842284E+09,+1.26230376778E-04,+1.33040251451E-04
4.18432843284E+09,+1.26492620268E-04,+1.32251238000E-04
4.18442844284E+09,+1.26572407382E-04,+1.32465072402E-04
4.18452845285E+09,+1.25189167162E-04,+1.32312005883E-04
4.18462846285E+09,+1.25766552966E-04,+1.31694503214E-04
4.18472847285E+09,+1.26009202419E-04,+1.32473794117E-04
4.18482848285E+09,+1.26455037883E-04,+1.32719239211E-04
4.18492849285E+09,+1.25212478702E-04,+1.31891913072E-04
4.18502850285E+09,+1.26251657585E-04,+1.32199550036E-04
4.18512851285E+09,+1.26648716883E-04,+1.32617020111E-04
4.18522852285E+09,+1.26286292613E-04,+1.31981089901E-04
4.18532853285E+09,+1.26304275919E-04,+1.32080044519E-04
4.18542854285E+09,+1.27818264302E-04,+1.33077390615E-04
4.18552855286E+09,+1.28636039893E-04,+1.32347963625E-04
4.18562856286E+09,+1.28060870061E-04,+1.32387792337E-04
4.18572857286E+09,+1.29823870933E-04,+1.32514252918E-04
4.18582858286E+09,+1.30443144376E-04,+1.32026830681E-04
4.18592859286E+09,+1.30661544489E-04,+1.31964950621E-04
4.18602860286E+09,+1.31360311618E-04,+1.31794752115E-04
4.18612861286E+09,+1.33136828588E-04,+1.31502950649E-04
4.18622862286E+09,+1.33467774718E-04,+1.30741364269E-04
4.18632863286E+09,+1.32861763612E-04,+1.29929176757E-04
4.18642864286E+09,+1.35682336969E-04,+1.29138879801E-04
4.18652865287E+09,+1.35692810967E-04,+1.27620934840E-04
4.18662866287E+09,+1.35683851177E-04,+1.27557096297E-04
4.18672867287E+09,+1.35803554364E-04,+1.26537898502E-04
4.18682868287E+09,+1.37254159987E-04,+1.26122582765E-04
4.18692869287E+09,+1.36014013642E-04,+1.24322453008E-04
4.18702870287E+09,+1.35612724169E-04,+1.23606822802E-04
4.18712871287E+09,+1.36524587152E-04,+1.22697719740E-04
4.18722872287E+09,+1.35926704469E-04,+1.21634862400E-04
4.18732873287E+09,+1.34999011539E-04,+1.21189063016E-04
4.18742874287E+09,+1.33639002893E-04,+1.21689969610E-04
4.18752875288E+09,+1.34366958025E-04,+1.20891161342E-04
4.18762876288E+09,+1.32988587585E-04,+1.20394866452E-04
4.18772877288E+09,+1.31416206254E-04,+1.20119353663E-04
4.18782878288E+09,+1.31735391203E-04,+1.21134978743E-04
4.18792879288E+09,+1.31888039152E-04,+1.21263227555E-04
4.18802880288E+09,+1.30725966567E-04,+1.21618719036E-04
4.18812881288E+09,+1.30262158566E-04,+1.22260044992E-04
4.18822882288E+09,+1.31676119225E-04,+1.23057240160E-04
4.18832883288E+09,+1.30920741931E-04,+1.23799415890E-04
4.18842884288E+09,+1.31376049669E-04,+1.25208293253E-04
4.18852885289E+09,+1.32858293106E-04,+1.25238102077E-04
4.18862886289E+09,+1.34529898241E-04,+1.25879364133E-04
4.18872887289E+09,+1.33996755017E-04,+1.25791885513E-04
4.18882888289E+09,+1.35957730832E-04,+1.26538200835E-04
4.18892889289E+09,+1.37471718936E-04,+1.26973731096E-04
4.18902890289E+09,+1.38748220197E-04,+1.26957283311E-04
4.18912891289E+09,+1.40078088789E-04,+1.27087689214E-04
4.18922892289E+09,+1.42972148708E-04,+1.26044895644E-04
4.18932893289E+09,+1.44329455576E-04,+1.25641062643E-04
4.18942894289E+09,+1.43853502538E-04,+1.24434335746E-04
4.18952895290E+09,+1.45159109793E-04,+1.23300149976E-04
4.18962896290E+09,+1.47345131158E-04,+1.21509776583E-04
4.18972897290E+09,+1.48311018752E-04,+1.20306051768E-04
4.18982898290E+09,+1.47179405995E-04,+1.17993774775E-04
4.18992899290E+09,+1.48666927150E-04,+1.16636303860E-04
4.19002900290E+09,+1.49164023894E-04,+1.14946235032E-04
4.19012901290E+09,+1.47632378578E-04,+1.12777114977E-04
4.19022902290E+09,+1.47920699609E-04,+1.11383761269E-04
4.19032903290E+09,+1.47371579990E-04,+1.10136870457E-04
4.19042904290E+09,+1.45170922921E-04,+1.09019142617E-04
4.19052905291E+09,+1.43919084059E-04,+1.07763189450E-04
4.19062906291E+09,+1.42787628803E-04,+1.07630582286E-04
4.19072907291E+09,+1.42074232717E-04,+1.07471739654E-04
4.19082908291E+09,+1.39585737717E-04,+1.06905581671E-04
4.19092909291E+09,+1.39082936721E-04,+1.07295186789E-04
4.19102910291E+09,+1.38348132074E-04,+1.07282626148E-04
4.19112911291E+09,+1.36635958021E-04,+1.08865493463E-04
4.19122912291E+09,+1.35694556989E-04,+1.10167799998E-04
4.19132913291E+09,+1.35185787044E-04,+1.11808308670E-04
4.19142914291E+09,+1.35409486637E-04,+1.13193321562E-04
4.19152915292E+09,+1.34697794685E-04,+1.14611523726E-04
4.19162916292E+09,+1.35796587348E-04,+1.16580681264E-04
4.19172917292E+09,+1.38146076305E-04,+1.17916361584E-04
4.19182918292E+09,+1.38398368956E-04,+1.18859966248E-04
4.19192919292E+09,+1.39361419156E-04,+1.19616097507E-04
4.19202920292E+09,+1.43028700390E-04,+1.20082600197E-04
4.19212921292E+09,+1.44178883215E-04,+1.20773978436E-04
4.19222922292E+09,+1.46511042171E-04,+1.21409375184E-04
4.19232923292E+09,+1.48664783338E-04,+1.21454551450E-04
4.19242924292E+09,+1.52134943374E-04,+1.21315456909E-04
4.19252925293E+09,+1.53803783104E-04,+1.19765814903E-04
4.19262926293E+09,+1.55351430887E-04,+1.18089986438E-04
4.19272927293E+09,+1.57707945643E-04,+1.16338568618E-04
4.19282928293E+09,+1.59754806810E-04,+1.14577071182E-04
4.19292929293E+09,+1.59690465307E-04,+1.11751695036E-04
4.19302930293E+09,+1.61277550229E-04,+1.08879079032E-04
4.19312931293E+09,+1.62392341976E-04,+1.06411285667E-04
4.19322932293E+09,+1.62046429389E-04,+1.04459924363E-04
4.19332933293E+09,+1.60630635796E-04,+1.00629984606E-04
4.19342934293E+09,+1.60559536107E-04,+9.89396698198E-05
4.19352935294E+09,+1.59420146996E-04,+9.66328601421E-05
4.19362936294E+09,+1.56408210943E-04,+9.46858834951E-05
4.19372937294E+09,+1.55407798080E-04,+9.30723261692E-05
4.19382938294E+09,+1.53138705462E-04,+9.20501151780E-05
4.19392939294E+09,+1.50397334538E-04,+9.14290734952E-05
4.19402940294E+09,+1.48157023451E-04,+9.12706761950E-05
4.19412941294E+09,+1.46919189284E-04,+9.17291566541E-05
4.19422942294E+09,+1.44685295007E-04,+9.24376834566E-05
4.19432943294E+09,+1.41565499780E-04,+9.36507453860E-05
4.19442944294E+09,+1.40714756838E-04,+9.60209434735E-05
4.19452945295E+09,+1.39605821695E-04,+9.74040338645E-05
4.19462946295E+09,+1.38173253105E-04,+1.00316609999E-04
4.19472947295E+09,+1.38061610035E-04,+1.02244197094E-04
4.19482948295E+09,+1.40093282471E-04,+1.05326338017E-04
4.19492949295E+09,+1.40120089357E-04,+1.06987716336E-04
4.19502950295E+09,+1.40414266872E-04,+1.09895654552E-04
4.19512951295E+09,+1.42974249487E-04,+1.11165042117E-04
4.19522952295E+09,+1.46972946335E-04,+1.13589720766E-04
4.19532953295E+09,+1.48703447094E-04,+1.14027070754E-04
4.19542954295E+09,+1.51681396412E-04,+1.15138198333E-04
4.19552955296E+09,+1.55792157506E-04,+1.16058116171E-04
4.19562956296E+09,+1.59581275433E-04,+1.15573238747E-04
4.19572957296E+09,+1.61280715036E-04,+1.13132083972E-04
4.19582958296E+09,+1.64924171378E-04,+1.12350992862E-04
4.19592959296E+09,+1.67983813867E-04,+1.09707695143E-04
4.19602960296E+09,+1.68996358153E-04,+1.06755317843E-04
4.19612961296E+09,+1.70822203657E-04,+1.03433069338E-04
4.19622962296E+09,+1.74073344017E-04,+1.00823062586E-04
4.19632963296E+09,+1.74556300237E-04,+9.68828861330E-05
4.19642964296E+09,+1.73056106470E-04,+9.38024673839E-05
4.19652965297E+09,+1.73969713314E-04,+9.02103798109E-05
4.19662966297E+09,+1.72666673961E-04,+8.64829856397E-05
4.19672967297E+09,+1.70082499626E-04,+8.33038056723E-05
4.19682968297E+09,+1.68206876333E-04,+8.07401786666E-05
4.19692969297E+09,+1.66526037170E-04,+7.79965626074E-05
4.19702970297E+09,+1.63379379938E-04,+7.68807004477E-05
4.19712971297E+09,+1.58885221881E-04,+7.52151781606E-05
4.19722972297E+09,+1.57133192166E-04,+7.49718957385E-05
4.19732973297E+09,+1.53781656084E-04,+7.46331656543E-05
4.19742974297E+09,+1.49754048325E-04,+7.67495799933E-05
4.19752975298E+09,+1.47234689449E-04,+7.83953347021E-05
4.19762976298E+09,+1.45138414058E-04,+8.03733106163E-05
4.19772977298E+09,+1.43017182846E-04,+8.33098442915E-05
4.19782978298E+09,+1.40748585266E-04,+8.56243351444E-05
4.19792979298E+09,+1.41610278598E-04,+8.86881576140E-05
4.19802980298E+09,+1.42144509545E-04,+9.25466389506E-05
4.19812981298E+09,+1.41815881569E-04,+9.61030097408E-05
4.19822982298E+09,+1.43646167090E-04,+9.89554094420E-05
4.19832983298E+09,+1.46780885253E-04,+1.00997508502E-04
4.19842984298E+09,+1.47580586545E-04,+1.03819179004E-04
4.19852985299E+09,+1.50755187947E-04,+1.06056144914E-04
4.19862986299E+09,+1.55264656370E-04,+1.07450210999E-04
4.19872987299E+09,+1.59960307289E-04,+1.07751488171E-04
4.19882988299E+09,+1.62865748343E-04,+1.08160153551E-04
4.19892989299E+09,+1.66838773874E-04,+1.07602924004E-04
4.19902990299E+09,+1.71475832870E-04,+1.05243829962E-04
4.19912991299E+09,+1.74342226791E-04,+1.03523155816E-04
4.19922992299E+09,+1.77149950572E-04,+1.00659061247E-04
4.19932993299E+09,+1.80176122700E-04,+9.72315903289E-05
4.19942994299E+09,+1.82897843582E-04,+9.33420482861E-05
4.19952995300E+09,+1.83186370660E-04,+8.91968686914E-05
4.19962996300E+09,+1.84816081584E-04,+8.41736800327E-05
4.19972997300E+09,+1.85201270919E-04,+8.07895650854E-05
4.19982998300E+09,+1.83223940446E-04,+7.53777628073E-05
4.19992999300E+09,+1.82182138556E-04,+7.24432426393E-05
4.20003000300E+09,+1.79770026429E-04,+6.82977676075E-05
4.20013001300E+09,+1.76844750969E-04,+6.53991709500E-05
4.20023002300E+09,+1.73236159679E-04,+6.32167482963E-05
4.20033003300E+09,+1.69857058489E-04,+6.15468052082E-05
4.20043004300E+09,+1.67276902929E-04,+5.99208110830E-05
4.20053005301E+09,+1.61086487780E-04,+6.00342497411E-05
4.20063006301E+09,+1.57523855844E-04,+6.14309883994E-05
4.20073007301E+09,+1.54977939528E-04,+6.18540251505E-05
4.20083008301E+09,+1.51306767650E-04,+6.48200999961E-05
4.20093009301E+09,+1.47749525567E-04,+6.71972490645E-05
4.20103010301E+09,+1.46916291714E-04,+7.05055829094E-05
4.20113011301E+09,+1.45805096319E-04,+7.36758501074E-05
4.20123012301E+09,+1.44226244349E-04,+7.76426167161E-05
4.20133013301E+09,+1.44861252974E-04,+8.16432428579E-05
4.20143014301E+09,+1.47553464694E-04,+8.50620193239E-05
4.20153015302E+09,+1.47932745308E-04,+8.91952825806E-05
4.20163016302E+09,+1.50675664479E-04,+9.22293416179E-05
4.20173017302E+09,+1.53983459494E-04,+9.47191631326E-05
4.20183018302E+09,+1.58575829091E-04,+9.65935810047E-05
4.20193019302E+09,+1.61159014258E-04,+9.80097303012E-05
4.20203020302E+09,+1.65296605813E-04,+9.88235356974E-05
4.20213021302E+09,+1.71028784792E-04,+9.75814368425E-05
4.20223022302E+09,+1.75003002972E-04,+9.66643831563E-05
4.20233023302E+09,+1.78290804818E-04,+9.49516217408E-05
4.20243024302E+09,+1.82798014408E-04,+9.23397156759E-05
4.20253025303E+09,+1.86447580511E-04,+8.95652831424E-05
4.20263026303E+09,+1.89074858101E-04,+8.52847270337E-05
4.20273027303E+09,+1.90432422696E-04,+8.06314702405E-05
4.20283028303E+09,+1.93050443007E-04,+7.59922823314E-05
4.20293029303E+09,+1.92928369258E-04,+7.18465899920E-05
4.20303030303E+09,+1.91736445640E-04,+6.65421848724E-05
4.20313031303E+09,+1.91340384561E-04,+6.22498147356E-05
4.20323032303E+09,+1.89287957291E-04,+5.80846016444E-05
4.20333033303E+09,+1.86289286611E-04,+5.45513887156E-05
4.20343034303E+09,+1.82049377868E-04,+5.13693942537E-05
4.20353035304E+09,+1.79459774116E-04,+4.78646855028E-05
4.20363036304E+09,+1.75574151345E-04,+4.74048926947E-05
4.20373037304E+09,+1.70378264927E-04,+4.69570661810E-05
4.20383038304E+09,+1.66388947375E-04,+4.61188477611E-05
4.20393039304E+09,+1.63628749181E-04,+4.67463256752E-05
4.20403040304E+09,+1.58506501338E-04,+4.93484162415E-05
4.20413041304E+09,+1.56381119660E-04,+5.09175990492E-05
4.20423042304E+09,+1.53471383231E-04,+5.40772070672E-05
4.20433043304E+09,+1.51342572472E-04,+5.82766888196E-05
4.20443044304E+09,+1.50017916532E-04,+6.20766401893E-05
4.20453045305E+09,+1.50190131636E-04,+6.64425055216E-05
4.20463046305E+09,+1.50985395804E-04,+6.96288320490E-05
4.20473047305E+09,+1.51523888101E-04,+7.37348647859E-05
4.20483048305E+09,+1.53801069098E-04,+7.77231889334E-05
4.20493049305E+09,+1.56521032875E-04,+8.02826002353E-05
4.20503050305E+09,+1.60360885507E-04,+8.28179220272E-05
4.20513051305E+09,+1.63854699433E-04,+8.45392583678E-05
4.20523052305E+09,+1.68706670766E-04,+8.59549002521E-05
4.20533053305E+09,+1.73464068767E-04,+8.61271717444E-05
4.20543054305E+09,+1.77273236329E-04,+8.54976513607E-05
4.20553055306E+09,+1.81273610699E-04,+8.46046204482E-05
4.20563056306E+09,+1.86377556379E-04,+8.18545620042E-05
4.20573057306E+09,+1.89425799523E-04,+7.90756820003E-05
4.20583058306E+09,+1.92186246119E-04,+7.49580012373E-05
4.20593059306E+09,+1.95680970457E-04,+7.15506035076E-05
4.20603060306E+09,+1.96933712338E-04,+6.71242340852E-05
4.20613061306E+09,+1.96982389048E-04,+6.26706718617E-05
4.20623062306E+09,+1.97580461136E-04,+5.79325037128E-05
4.20633063306E+09,+1.97514776370E-04,+5.22700272580E-05
4.20643064306E+09,+1.95518912445E-04,+4.78522359438E-05
4.20653065307E+09,+1.92717606355E-04,+4.52497847151E-05
4.20663066307E+09,+1.89825863747E-04,+4.19012252593E-05
4.20673067307E+09,+1.88646603032E-04,+3.77257690574E-05
4.20683068307E+09,+1.82916513881E-04,+3.63001328518E-05
4.20693069307E+09,+1.79354588023E-04,+3.49629202860E-05
4.20703070307E+09,+1.75706517204E-04,+3.42302980347E-05
4.20713071307E+09,+1.71409563272E-04,+3.45403242548E-05
4.20723072307E+09,+1.67411657464E-04,+3.64761465099E-05
4.20733073307E+09,+1.64541815885E-04,+3.73332907629E-05
4.20743074307E+09,+1.61513808556E-04,+3.98555174106E-05
4.20753075308E+09,+1.58634072895E-04,+4.24672689354E-05
4.20763076308E+09,+1.56623654089E-04,+4.57276723246E-05
4.20773077308E+09,+1.57103825908E-04,+4.97233583161E-05
4.20783078308E+09,+1.56272516718E-04,+5.30070808900E-05
4.20793079308E+09,+1.57062034618E-04,+5.71731294138E-05
4.20803080308E+09,+1.58354263375E-04,+5.98268089026E-05
4.20813081308E+09,+1.60265331180E-04,+6.30280617002E-05
4.20823082308E+09,+1.63041850451E-04,+6.67967111203E-05
4.20833083308E+09,+1.66144550592E-04,+6.85630071302E-05
4.20843084308E+09,+1.71410693140E-04,+6.91641318182E-05
4.20853085309E+09,+1.74497592244E-04,+7.02204285194E-05
4.20863086309E+09,+1.77380049115E-04,+6.95514614144E-05
4.20873087309E+09,+1.82010308128E-04,+6.88817896440E-05
4.20883088309E+09,+1.86579086219E-04,+6.81922891030E-05
4.20893089309E+09,+1.89374348467E-04,+6.60884825443E-05
4.20903090309E+09,+1.93039390054E-04,+6.30318879410E-05
4.20913091309E+09,+1.96757633057E-04,+5.91211424435E-05
4.20923092309E+09,+1.97119689953E-04,+5.62145785318E-05
4.20933093309E+09,+1.97970516540E-04,+5.14226646717E-05
4.20943094309E+09,+1.99581333473E-04,+4.68737216629E-05
4.20953095310E+09,+1.99979056330E-04,+4.32008590250E-05
4.20963096310E+09,+1.97756206653E-04,+3.95865498015E-05
4.20973097310E+09,+1.96407169742E-04,+3.50000897640E-05
4.20983098310E+09,+1.94854700536E-04,+3.16589866489E-05
4.20993099310E+09,+1.91370744208E-04,+2.91386098106E-05
4.21003100310E+09,+1.87858415895E-04,+2.73288194359E-05
4.21013101310E+09,+1.85510746584E-04,+2.44924064119E-05
4.21023102310E+09,+1.82415820445E-04,+2.42878085556E-05
4.21033103310E+09,+1.78240881373E-04,+2.46701680040E-05
4.21043104310E+09,+1.74959658406E-04,+2.48748398667E-05
4.21053105311E+09,+1.72597995075E-04,+2.54754371102E-05
4.21063106311E+09,+1.69210292831E-04,+2.74747040513E-05
4.21073107311E+09,+1.66689716225E-04,+2.91970657236E-05
4.21083108311E+09,+1.65416989551E-04,+3.18282702505E-05
4.21093109311E+09,+1.64269136400E-04,+3.47222131237E-05
4.21103110311E+09,+1.62783181058E-04,+3.80933269955E-05
4.21113111311E+09,+1.63265283341E-04,+4.07147088389E-05
4.21123112311E+09,+1.65423446913E-04,+4.33687287644E-05
4.21133113311E+09,+1.65868658515E-04,+4.56156434547E-05
4.21143114311E+09,+1.67590119941E-04,+4.86125286796E-05
4.21153115312E+09,+1.71222602698E-04,+4.98349612822E-05
4.21163116312E+09,+1.74159864245E-04,+5.15980751344E-05
4.21173117312E+09,+1.75853604149E-04,+5.26740305811E-05
4.21183118312E+09,+1.78844300025E-04,+5.24227344726E-05
4.21193119312E+09,+1.83253841381E-04,+5.13047567295E-05
4.21203120312E+09,+1.85204247346E-04,+5.12594289408E-05
4.21213121312E+09,+1.87125934340E-04,+4.97797215026E-05
4.21223122312E+09,+1.91892561620E-04,+4.75931783574E-05
4.21233123312E+09,+1.93973824773E-04,+4.38862052649E-05
4.21243124312E+09,+1.94566588163E-04,+4.20544931953E-05
4.21253125313E+09,+1.96839654430E-04,+3.84109493164E-05
4.21263126313E+09,+1.97893272248E-04,+3.49822994587E-05
4.21273127313E+09,+1.96812788623E-04,+3.20106881316E-05
4.21283128313E+09,+1.96767213436E-04,+2.85930855460E-05
4.21293129313E+09,+1.96520403188E-04,+2.56551955825E-05
4.21303130313E+09,+1.95030663699E-04,+2.27788227558E-05
4.21313131313E+09,+1.92755351429E-04,+2.02057305543E-05
4.21323132313E+09,+1.90939871209E-04,+1.84566227545E-05
4.21333133313E+09,+1.88990960258E-04,+1.61457775514E-05
4.21343134313E+09,+1.85400217329E-04,+1.55179875945E-05
4.21353135314E+09,+1.83565130495E-04,+1.53082615569E-05
4.21363136314E+09,+1.81869200735E-04,+1.42591706711E-05
4.21373137314E+09,+1.78569068266E-04,+1.41821704650E-05
4.21383138314E+09,+1.76043972855E-04,+1.64631564661E-05
4.21393139314E+09,+1.74373613020E-04,+1.77794495885E-05
4.21403140314E+09,+1.73310776937E-04,+1.83319751658E-05
4.21413141314E+09,+1.71517573715E-04,+2.08483494628E-05
4.21423142314E+09,+1.71065235094E-04,+2.30034406825E-05
4.21433143314E+09,+1.71089679738E-04,+2.41096708333E-05
