Stimulus(s),S21(Real)
3.04388438844E-07,-1.65295524810E-04
3.04396439644E-07,-1.45484256661E-04
3.04404440444E-07,-1.18739497325E-04
3.04412441244E-07,-8.63440373898E-05
3.04420442044E-07,-4.98495773284E-05
3.04428442844E-07,-1.10024020116E-05
3.04436443644E-07,+2.83401814842E-05
3.04444444444E-07,+6.62986441345E-05
3.04452445245E-07,+1.01061027573E-04
3.04460446045E-07,+1.30969439245E-04
3.04468446845E-07,+1.54599121179E-04
3.04476447645E-07,+1.70826321384E-04
3.04484448445E-07,+1.78881734731E-04
3.04492449245E-07,+1.78386971952E-04
3.04500450045E-07,+1.69372328098E-04
3.04508450845E-07,+1.52275016380E-04
3.04516451645E-07,+1.27917967057E-04
3.04524452445E-07,+9.74702193003E-05
3.04532453245E-07,+6.23908123348E-05
3.04540454045E-07,+2.43588688630E-05
3.04548454845E-07,-1.48067788368E-05
3.04556455646E-07,-5.32345728828E-05
3.04564456446E-07,-8.90896638765E-05
3.04572457246E-07,-1.20661521398E-04
3.04580458046E-07,-1.46445537675E-04
3.04588458846E-07,-1.65214731415E-04
3.04596459646E-07,-1.76078134702E-04
3.04604460446E-07,-1.78523084668E-04
3.04612461246E-07,-1.72439412591E-04
3.04620462046E-07,-1.58124389336E-04
3.04628462846E-07,-1.36268206108E-04
3.04636463646E-07,-1.07920699375E-04
3.04644464446E-07,-7.44409241208E-05
3.04652465247E-07,-3.74319975394E-05
3.04660466047E-07,+1.33566309122E-06
3.04668466847E-07,+4.00090327449E-05
3.04676467647E-07,+7.67410497288E-05
3.04684468447E-07,+1.09778831987E-04
3.04692469247E-07,+1.37547325410E-04
3.04700470047E-07,+1.58724392440E-04
3.04708470847E-07,+1.72303761303E-04
3.04716471647E-07,+1.77642838809E-04
3.04724472447E-07,+1.74493115039E-04
3.04732473247E-07,+1.63011721488E-04
3.04740474047E-07,+1.43753605561E-04
3.04748474847E-07,+1.17644710524E-04
3.04756475648E-07,+8.59374569958E-05
3.04764476448E-07,+5.01506663165E-05
3.04772477248E-07,+1.19968075405E-05
3.04780478048E-07,-2.66999470176E-05
3.04788478848E-07,-6.40909365383E-05
3.04796479648E-07,-9.83913269897E-05
3.04804480448E-07,-1.27965307946E-04
3.04812481248E-07,-1.51404104224E-04
3.04820482048E-07,-1.67593082031E-04
3.04828482848E-07,-1.75764753170E-04
3.04836483648E-07,-1.75535156892E-04
3.04844484448E-07,-1.66921894938E-04
3.04852485249E-07,-1.50342972952E-04
3.04860486049E-07,-1.26596518831E-04
3.04868486849E-07,-9.68223618983E-05
3.04876487649E-07,-6.24473223282E-05
3.04884488449E-07,-2.51168368431E-05
3.04892489249E-07,+1.33838028249E-05
3.04900490049E-07,+5.12148286832E-05
3.04908490849E-07,+8.65699093824E-05
3.04916491649E-07,+1.17762396426E-04
3.04924492449E-07,+1.43305785787E-04
3.04932493249E-07,+1.61984556579E-04
3.04940494049E-07,+1.72912011109E-04
3.04948494849E-07,+1.75572364110E-04
3.04956495650E-07,+1.69845083472E-04
3.04964496450E-07,+1.56010334007E-04
3.04972497250E-07,+1.34735279276E-04
3.04980498050E-07,+1.07041910899E-04
3.04988498850E-07,+7.42579565353E-05
3.04996499650E-07,+3.79532246134E-05
3.05004500450E-07,-1.35562393615E-07
3.05012501250E-07,-3.81878470160E-05
3.05020502050E-07,-7.43862539813E-05
3.05028502850E-07,-1.07003386453E-04
3.05036503650E-07,-1.34484256073E-04
3.05044504450E-07,-1.55520413399E-04
3.05052505251E-07,-1.69112244836E-04
3.05060506051E-07,-1.74616470141E-04
3.05068506851E-07,-1.71776583781E-04
3.05076507651E-07,-1.60734799768E-04
3.05084508451E-07,-1.42024944198E-04
3.05092509251E-07,-1.16546650025E-04
3.05100510051E-07,-8.55221013890E-05
3.05108510851E-07,-5.04374071834E-05
3.05116511651E-07,-1.29714160634E-05
3.05124512451E-07,+2.50846174019E-05
3.05132513251E-07,+6.19126714601E-05
3.05140514051E-07,+9.57548065250E-05
3.05148514851E-07,+1.24997076311E-04
3.05156515652E-07,+1.48246495534E-04
3.05164516452E-07,+1.64397393770E-04
3.05172517252E-07,+1.72683994848E-04
3.05180518052E-07,+1.72716721567E-04
3.05188518852E-07,+1.64500504723E-04
3.05196519652E-07,+1.48434236290E-04
3.05204520452E-07,+1.25291407793E-04
3.05212521252E-07,+9.61828734510E-05
3.05220522052E-07,+6.25035306454E-05
3.05228522852E-07,+2.58654768992E-05
3.05236523652E-07,-1.19791535855E-05
3.05244524452E-07,-4.92219804448E-05
3.05252525253E-07,-8.40847877664E-05
3.05260526053E-07,-1.14904425879E-04
3.05268526853E-07,-1.40212150731E-04
3.05276527653E-07,-1.58803616130E-04
3.05284528453E-07,-1.69796183515E-04
3.05292529253E-07,-1.72670822267E-04
3.05300530053E-07,-1.67296611634E-04
3.05308530853E-07,-1.53936687865E-04
3.05316531653E-07,-1.33235367157E-04
3.05324532453E-07,-1.06187074271E-04
3.05332533253E-07,-7.40885750924E-05
3.05340534053E-07,-3.84768075646E-05
3.05348534853E-07,-1.05529144089E-06
3.05356535654E-07,+3.63873596374E-05
3.05364536454E-07,+7.20629258235E-05
3.05372537254E-07,+1.04268982660E-04
3.05380538054E-07,+1.31470138077E-04
3.05388538854E-07,+1.52371228386E-04
3.05396539654E-07,+1.65978983950E-04
3.05404540454E-07,+1.71649228619E-04
3.05412541254E-07,+1.69117370188E-04
3.05420542054E-07,+1.58510738901E-04
3.05428542854E-07,+1.40342199026E-04
3.05436543654E-07,+1.15485353343E-04
3.05444544454E-07,+8.51325391711E-05
3.05452545255E-07,+5.07376354808E-05
3.05460546055E-07,+1.39464243835E-05
3.05468546855E-07,-2.34821574819E-05
3.05476547655E-07,-5.97601097142E-05
3.05484548455E-07,-9.31557809523E-05
3.05492549255E-07,-1.22076523633E-04
3.05500550055E-07,-1.45144645540E-04
3.05508550855E-07,-1.61263036212E-04
3.05516551655E-07,-1.69667342212E-04
3.05524552455E-07,-1.69962210101E-04
3.05532553255E-07,-1.62139878772E-04
3.05540554055E-07,-1.46580247083E-04
3.05548554855E-07,-1.24032428086E-04
3.05556555656E-07,-9.55786852709E-05
3.05564556456E-07,-6.25824868982E-05
3.05572557256E-07,-2.66231716063E-05
3.05580558056E-07,+1.05796440979E-05
3.05588558856E-07,+4.72482984173E-05
3.05596559656E-07,+8.16320246010E-05
3.05604560456E-07,+1.12090540497E-04
3.05612561256E-07,+1.37172296471E-04
3.05620562056E-07,+1.55683649054E-04
3.05628562856E-07,+1.66745663972E-04
3.05636563656E-07,+1.69835845520E-04
3.05644564456E-07,+1.64812811274E-04
3.05652565257E-07,+1.51922747071E-04
3.05660566057E-07,+1.31787348241E-04
3.05668566857E-07,+1.05373837427E-04
3.05676567657E-07,+7.39485047935E-05
3.05684568457E-07,+3.90160022108E-05
3.05692569257E-07,+2.24730157201E-06
3.05700570057E-07,-3.46002335235E-05
3.05708570857E-07,-6.97668395474E-05
3.05716571657E-07,-1.01574394043E-04
3.05724572457E-07,-1.28506492395E-04
3.05732573257E-07,-1.49280739347E-04
3.05740574057E-07,-1.62909809036E-04
3.05748574857E-07,-1.68748366320E-04
3.05756575658E-07,-1.66523619688E-04
3.05764576458E-07,-1.56348059404E-04
3.05772577258E-07,-1.38713786437E-04
3.05780578058E-07,-1.14468717321E-04
3.05788578858E-07,-8.47758153755E-05
3.05796579658E-07,-5.10573083857E-05
3.05804580458E-07,-1.49265683234E-05
3.05812581258E-07,+2.18890842381E-05
3.05820582058E-07,+5.76309574750E-05
3.05828582858E-07,+9.05929997702E-05
3.05836583658E-07,+1.19203232192E-04
3.05844584458E-07,+1.42098715192E-04
3.05852585259E-07,+1.58190474493E-04
3.05860586059E-07,+1.66715293431E-04
3.05868586859E-07,+1.67271908585E-04
3.05876587659E-07,+1.59839892255E-04
3.05884588459E-07,+1.44780333483E-04
3.05892589259E-07,+1.22818299168E-04
3.05900590059E-07,+9.50079269700E-05
3.05908590859E-07,+6.26818304044E-05
3.05916591659E-07,+2.73872444322E-05
3.05924592459E-07,-9.18802885732E-06
3.05932593259E-07,-4.52963301292E-05
3.05940594059E-07,-7.92136488264E-05
3.05948594859E-07,-1.09321935363E-04
3.05956595660E-07,-1.34186289608E-04
3.05964596460E-07,-1.52623343504E-04
3.05972597260E-07,-1.63757579015E-04
3.05980598060E-07,-1.67062901277E-04
3.05988598860E-07,-1.62387492998E-04
3.05996599660E-07,-1.49960776099E-04
3.06004600460E-07,-1.30382161929E-04
3.06012601260E-07,-1.04592141324E-04
3.06020602060E-07,-7.38271087009E-05
3.06028602860E-07,-3.95600900878E-05
3.06036603660E-07,-3.43021644012E-06
3.06044604460E-07,+3.28356810901E-05
3.06052605261E-07,+6.75056036866E-05
3.06060606061E-07,+9.89251007025E-05
3.06068606861E-07,+1.25596218583E-04
3.06076607661E-07,+1.46248915584E-04
3.06084608461E-07,+1.59901537688E-04
3.06092609261E-07,+1.65907476103E-04
3.06100610061E-07,+1.63985788844E-04
3.06108610861E-07,+1.54234336370E-04
3.06116611661E-07,+1.37124817429E-04
3.06124612461E-07,+1.13479956032E-04
3.06132613261E-07,+8.44339427098E-05
3.06140614061E-07,+5.13780319907E-05
3.06148614861E-07,+1.58939054791E-05
3.06156615662E-07,-2.03220078557E-05
3.06164616462E-07,-5.55396331723E-05
3.06172617262E-07,-8.80778958819E-05
3.06180618062E-07,-1.16384964458E-04
3.06188618862E-07,-1.39112259775E-04
3.06196619662E-07,-1.55178701423E-04
3.06204620462E-07,-1.63822130389E-04
3.06212621262E-07,-1.64635462198E-04
3.06220622062E-07,-1.57585855708E-04
3.06228622862E-07,-1.43015995108E-04
3.06236623662E-07,-1.21627437583E-04
3.06244624462E-07,-9.44468355492E-05
3.06252625263E-07,-6.27766596347E-05
3.06260626063E-07,-2.81327874420E-05
3.06268626863E-07,+7.82805139660E-06
3.06276627663E-07,+4.33875012504E-05
3.06284628463E-07,+7.68476890485E-05
3.06292629263E-07,+1.06612292032E-04
3.06300630063E-07,+1.31262694063E-04
3.06308630863E-07,+1.49625597337E-04
3.06316631663E-07,+1.60828867173E-04
3.06324632463E-07,+1.64342951934E-04
3.06332633263E-07,+1.60005911013E-04
3.06340634063E-07,+1.48030868126E-04
3.06348634863E-07,+1.28995547351E-04
3.06356635664E-07,+1.03814405240E-04
3.06364636464E-07,+7.36947031056E-05
3.06372637264E-07,+4.00786294832E-05
3.06380638064E-07,+4.57424738749E-06
3.06388638864E-07,-3.11214274687E-05
3.06396639664E-07,-6.53035380233E-05
3.06404640464E-07,-9.63408100265E-05
3.06412641264E-07,-1.22753400261E-04
3.06420642064E-07,-1.43283453781E-04
3.06428642864E-07,-1.56955006145E-04
3.06436643664E-07,-1.63120377980E-04
3.06444644464E-07,-1.61490856497E-04
3.06452645265E-07,-1.52150210594E-04
3.06460646065E-07,-1.35550407123E-04
3.06468646865E-07,-1.12489746387E-04
3.06476647665E-07,-8.40744743448E-05
3.06484648465E-07,-5.16657173283E-05
3.06492649265E-07,-1.68142846128E-05
3.06500650065E-07,+1.88135383352E-05
3.06508650865E-07,+5.35156552131E-05
3.06516651665E-07,+8.56354741104E-05
3.06524652465E-07,+1.13640987963E-04
3.06532653265E-07,+1.36197845238E-04
3.06540654065E-07,+1.52232925722E-04
3.06548654865E-07,+1.60985392345E-04
3.06556655666E-07,+1.62042790390E-04
3.06564656466E-07,+1.55360481352E-04
3.06572657266E-07,+1.41263495916E-04
3.06580658066E-07,+1.20430730808E-04
3.06588658866E-07,+9.38622575904E-05
3.06596659666E-07,+6.28313173989E-05
3.06604660466E-07,+2.88233058163E-05
3.06612661266E-07,-6.53532831705E-06
3.06620662066E-07,-4.15548668775E-05
3.06628662866E-07,-7.45630693288E-05
3.06636663666E-07,-1.03985023896E-04
3.06644664466E-07,-1.28418290121E-04
3.06652665267E-07,-1.46699747636E-04
3.06660666067E-07,-1.57960964746E-04
3.06668666867E-07,-1.61669451150E-04
3.06676667667E-07,-1.57653835188E-04
3.06684668467E-07,-1.46111775290E-04
3.06692669267E-07,-1.27600240768E-04
3.06700670067E-07,-1.03008639382E-04
3.06708670867E-07,-7.35160880063E-05
3.06716671667E-07,-4.05348790624E-05
3.06724672467E-07,-5.64285311403E-06
3.06732673267E-07,+2.94920841472E-05
3.06740674067E-07,+6.31916895580E-05
3.06748674867E-07,+9.38475437868E-05
3.06756675668E-07,+1.19997817434E-04
3.06764676468E-07,+1.40396978105E-04
3.06772677268E-07,+1.54075114508E-04
3.06780678068E-07,+1.60384052027E-04
3.06788678868E-07,+1.59028067161E-04
3.06796679668E-07,+1.50077745449E-04
3.06804680468E-07,+1.33966333663E-04
3.06812681268E-07,+1.11468773622E-04
3.06820682068E-07,+8.36644319886E-05
3.06828682868E-07,+5.18853183565E-05
3.06836683668E-07,+1.76522756831E-05
3.06844684468E-07,-1.73978002677E-05
3.06852685269E-07,-5.15902296261E-05
3.06860686069E-07,-8.32925628944E-05
3.06868686869E-07,-1.10992518250E-04
3.06876687669E-07,-1.33370120783E-04
3.06884688469E-07,-1.49360602497E-04
3.06892689269E-07,-1.58205065732E-04
3.06900690069E-07,-1.59486499388E-04
3.06908690869E-07,-1.53149438682E-04
3.06916691669E-07,-1.39502341695E-04
3.06924692469E-07,-1.19202582135E-04
3.06932693269E-07,-9.32247881307E-05
3.06940694069E-07,-6.28140517554E-05
3.06948694869E-07,-2.94262554705E-05
3.06956695670E-07,+5.34162465913E-06
3.06964696470E-07,+3.98279025205E-05
3.06972697270E-07,+7.23855989233E-05
3.06980698070E-07,+1.01461096468E-04
3.06988698870E-07,+1.25668276029E-04
3.06996699670E-07,+1.43854597174E-04
3.07004700470E-07,+1.55155972293E-04
3.07012701270E-07,+1.59037821785E-04
3.07020702070E-07,+1.55320359684E-04
3.07028702870E-07,+1.44186913750E-04
3.07036703670E-07,+1.26174895325E-04
3.07044704470E-07,+1.02149863246E-04
3.07052705271E-07,+7.32639332972E-05
3.07060706071E-07,+4.09005314759E-05
3.07068706871E-07,+6.60814016487E-06
3.07076707671E-07,-2.79737899395E-05
3.07084708471E-07,-6.11932174299E-05
3.07092709271E-07,-9.14644303695E-05
3.07100710071E-07,-1.17343738971E-04
3.07108710871E-07,-1.37598327666E-04
3.07116711671E-07,-1.51264982896E-04
3.07124712471E-07,-1.57695899002E-04
3.07132713271E-07,-1.56589383897E-04
3.07140714071E-07,-1.48004009116E-04
3.07148714871E-07,-1.32355540725E-04
3.07156715672E-07,-1.10396810564E-04
3.07164716472E-07,-8.31815020550E-05
3.07172717272E-07,-5.20135924550E-05
3.07180718072E-07,-1.83848772535E-05
3.07188718872E-07,+1.60964300822E-05
3.07196719672E-07,+4.97826057520E-05
3.07204720472E-07,+8.10651528593E-05
3.07212721272E-07,+1.08451605788E-04
3.07220722072E-07,+1.30636734394E-04
3.07228722872E-07,+1.46564750941E-04
3.07236723672E-07,+1.55479554990E-04
3.07244724472E-07,+1.56960625104E-04
3.07252725273E-07,+1.50942853609E-04
3.07260726073E-07,+1.37719388941E-04
3.07268726873E-07,+1.17927362513E-04
3.07276727673E-07,+9.25171947101E-05
3.07284728473E-07,+6.27069585029E-05
3.07292729273E-07,+2.99239918594E-05
3.07300730073E-07,-4.26344239770E-06
3.07308730873E-07,-3.82211772890E-05
3.07316731673E-07,-7.03272542490E-05
3.07324732473E-07,-9.90493938649E-05
3.07332733273E-07,-1.23018124519E-04
3.07340734073E-07,-1.41092078850E-04
3.07348734873E-07,-1.52412344689E-04
3.07356735674E-07,-1.56443282316E-04
3.07364736474E-07,-1.52997868323E-04
3.07372737274E-07,-1.42246366967E-04
3.07380738074E-07,-1.24707927263E-04
3.07388738874E-07,-1.01225520005E-04
3.07396739674E-07,-7.29254244462E-05
3.07404740474E-07,-4.11632115666E-05
3.07412741274E-07,-7.45881445609E-06
3.07420742074E-07,+2.65762042639E-05
3.07428742874E-07,+5.93157076164E-05
3.07436743674E-07,+8.91966777802E-05
3.07444744474E-07,+1.14793835928E-04
3.07452745275E-07,+1.34887625987E-04
3.07460746075E-07,+1.48522319586E-04
3.07468746875E-07,+1.55051473807E-04
3.07476747675E-07,+1.54168579619E-04
3.07484748475E-07,+1.45921447918E-04
3.07492749275E-07,+1.30709658130E-04
3.07500750075E-07,+1.09265203929E-04
3.07508750875E-07,+8.26172732777E-05
3.07516751675E-07,+5.20428572126E-05
3.07524752475E-07,+1.90055575567E-05
3.07532753275E-07,-1.49144742652E-05
3.07540754075E-07,-4.80961136286E-05
3.07548754875E-07,-7.89547396704E-05
3.07556755676E-07,-1.06017910054E-04
3.07564756476E-07,-1.27995619647E-04
3.07572757276E-07,-1.43841790667E-04
3.07580758076E-07,-1.52804063250E-04
3.07588758876E-07,-1.54459516550E-04
3.07596759676E-07,-1.48734624353E-04
3.07604760476E-07,-1.35908503698E-04
3.07612761276E-07,-1.16599313824E-04
3.07620762076E-07,-9.17344678616E-05
3.07628762876E-07,-6.25060925442E-05
3.07636763676E-07,-3.03138749025E-05
3.07644764476E-07,+3.30196411340E-06
3.07652765277E-07,+3.67343594916E-05
3.07660766077E-07,+6.83862299630E-05
3.07668766877E-07,+9.67467709383E-05
3.07676767677E-07,+1.20463568063E-04
3.07684768477E-07,+1.38407089278E-04
3.07692769277E-07,+1.49724479962E-04
3.07700770077E-07,+1.53880099098E-04
3.07708770877E-07,+1.50680869776E-04
3.07716771677E-07,+1.40285244293E-04
3.07724772477E-07,+1.23195367849E-04
3.07732773277E-07,+1.00232827858E-04
3.07740774077E-07,+7.24991598022E-05
3.07748774877E-07,+4.13230080066E-05
3.07756775678E-07,+8.19647581269E-06
3.07764776478E-07,-2.52962857199E-05
3.07772777278E-07,-5.75548329506E-05
3.07780778078E-07,-8.70389060151E-05
3.07788778878E-07,-1.12341972040E-04
3.07796779678E-07,-1.32258323732E-04
3.07804780478E-07,-1.45840532398E-04
3.07812781278E-07,-1.52444517692E-04
3.07820782078E-07,-1.51760090079E-04
3.07828782878E-07,-1.43825517711E-04
3.07836783678E-07,-1.29025433758E-04
3.07844784478E-07,-1.08072196723E-04
3.07852785279E-07,-8.19716067743E-05
3.07860786079E-07,-5.19746278906E-05
3.07868786879E-07,-1.95174329988E-05
3.07876787679E-07,+1.38473545416E-05
3.07884788479E-07,+4.65249312820E-05
3.07892789279E-07,+7.69545431530E-05
3.07900790079E-07,+1.03684030419E-04
3.07908790879E-07,+1.25439127699E-04
3.07916791679E-07,+1.41184211902E-04
3.07924792479E-07,+1.50171602040E-04
3.07932793279E-07,+1.51977064022E-04
3.07940794079E-07,+1.46519834435E-04
3.07948794879E-07,+1.34066218260E-04
3.07956795680E-07,+1.15216601016E-04
3.07964796480E-07,+9.08765084115E-05
3.07972797280E-07,+6.22131083159E-05
3.07980798080E-07,+3.05992443948E-05
3.07988798880E-07,-2.45231508610E-06
3.07996799680E-07,-3.53612642655E-05
3.08004800480E-07,-6.65553187870E-05
3.08012801280E-07,-9.45453343209E-05
3.08020802080E-07,-1.17996395605E-04
3.08028802880E-07,-1.35791482336E-04
3.08036803680E-07,-1.47084675482E-04
3.08044804480E-07,-1.51341369663E-04
3.08052805281E-07,-1.48363579996E-04
3.08060806081E-07,-1.38299145497E-04
3.08068806881E-07,-1.21634401445E-04
3.08076807681E-07,-9.91706833559E-05
3.08084808481E-07,-7.19857974841E-05
3.08092809281E-07,-4.13823102563E-05
3.08100810081E-07,-8.82513746734E-06
3.08108810881E-07,+2.41285765135E-05
3.08116811681E-07,+5.59039331326E-05
3.08124812481E-07,+8.49835457446E-05
3.08132813281E-07,+1.09980000374E-04
3.08140814081E-07,+1.29702050874E-04
3.08148814881E-07,+1.43211390211E-04
3.08156815682E-07,+1.49867292298E-04
3.08164816482E-07,+1.49357000429E-04
3.08172817282E-07,+1.41710421054E-04
3.08180818082E-07,+1.27298432675E-04
3.08188818882E-07,+1.06814903100E-04
3.08196819682E-07,+8.12432867101E-05
3.08204820482E-07,+5.18094095685E-05
3.08212821282E-07,+1.99227089858E-05
3.08220822082E-07,-1.28912558433E-05
3.08228822882E-07,-4.50637905502E-05
3.08236823682E-07,-7.50580578135E-05
3.08244824482E-07,-1.01442490068E-04
3.08252825283E-07,-1.22959115865E-04
3.08260826083E-07,-1.38583538760E-04
3.08268826883E-07,-1.47573708962E-04
3.08276827683E-07,-1.49505165677E-04
3.08284828483E-07,-1.44291076380E-04
3.08292829283E-07,-1.32186126969E-04
3.08300830083E-07,-1.13774089220E-04
3.08308830883E-07,-8.99396720586E-05
3.08316831683E-07,-6.18260137558E-05
3.08324832483E-07,-3.07798572802E-05
3.08332833283E-07,+1.71296192356E-06
3.08340834083E-07,+3.40986255097E-05
3.08348834883E-07,+6.48296360251E-05
3.08356835684E-07,+9.24387617201E-05
3.08364836484E-07,+1.15609089036E-04
3.08372837284E-07,+1.33236838107E-04
3.08380838084E-07,+1.44483945016E-04
3.08388838884E-07,+1.48817905811E-04
3.08396839684E-07,+1.46036987981E-04
3.08404840484E-07,+1.36279615735E-04
3.08412841284E-07,+1.20017492703E-04
3.08420842084E-07,+9.80328031267E-05
3.08428842884E-07,+7.13805932508E-05
3.08436843684E-07,+4.13381419882E-05
3.08444844484E-07,+9.34375033684E-06
3.08452845285E-07,-2.30721171640E-05
3.08460846085E-07,-5.43600423892E-05
3.08468846885E-07,-8.30257130118E-05
3.08476847685E-07,-1.07701291407E-04
3.08484848485E-07,-1.27210684446E-04
3.08492849285E-07,-1.40625599632E-04
3.08500850085E-07,-1.47309715728E-04
3.08508850885E-07,-1.46948866075E-04
3.08516851685E-07,-1.39565802876E-04
3.08524852485E-07,-1.25518848705E-04
3.08532853285E-07,-1.05484512040E-04
3.08540854085E-07,-8.04249099963E-05
3.08548854885E-07,-5.15415668119E-05
3.08556855686E-07,-2.02178065976E-05
3.08564856486E-07,+1.20474977537E-05
3.08572857286E-07,+4.37116466131E-05
3.08580858086E-07,+7.32618746944E-05
3.08588858886E-07,+9.92876244288E-05
3.08596859686E-07,+1.20547878699E-04
3.08604860486E-07,+1.36030338774E-04
3.08612861286E-07,+1.44999625499E-04
3.08620862086E-07,+1.47032208547E-04
3.08628862886E-07,+1.42036404639E-04
3.08636863686E-07,+1.30256500488E-04
3.08644864486E-07,+1.12260815688E-04
3.08652865287E-07,+8.89142884818E-05
3.08660866087E-07,+6.13369065858E-05
3.08668866887E-07,+3.08499807599E-05
3.08676867687E-07,-1.08716168851E-06
3.08684868487E-07,-3.29470303965E-05
3.08692869287E-07,-6.32070287902E-05
3.08700870087E-07,-9.04222201192E-05
3.08708870887E-07,-1.13294325111E-04
3.08716871687E-07,-1.30733656472E-04
3.08724872487E-07,-1.41911035591E-04
3.08732873287E-07,-1.46297217878E-04
3.08740874087E-07,-1.43687952136E-04
3.08748874887E-07,-1.34213487398E-04
3.08756875688E-07,-1.18332084977E-04
3.08764876488E-07,-9.68078582513E-05
3.08772877288E-07,-7.06740115729E-05
3.08780878088E-07,-4.11832466772E-05
3.08788878888E-07,-9.74771698517E-06
3.08796879688E-07,+2.21285921102E-05
3.08804880488E-07,+5.29218190946E-05
3.08812881288E-07,+8.11610757069E-05
3.08820882088E-07,+1.05498707192E-04
3.08828882888E-07,+1.24774607248E-04
3.08836883688E-07,+1.38071518273E-04
3.08844884488E-07,+1.44758680772E-04
3.08852885289E-07,+1.44521754738E-04
3.08860886089E-07,+1.37377593601E-04
3.08868886889E-07,+1.23673176468E-04
3.08876887689E-07,+1.04068762116E-04
3.08884888489E-07,+7.95060823286E-05
3.08892889289E-07,+5.11631066333E-05
3.08900890089E-07,+2.03975511439E-05
3.08908890889E-07,-1.13181594424E-05
3.08916891689E-07,-4.24673612558E-05
3.08924892489E-07,-7.15616794475E-05
3.08932893289E-07,-9.72121467837E-05
3.08940894089E-07,-1.18195514353E-04
3.08948894889E-07,-1.33512588589E-04
3.08956895690E-07,-1.42435812427E-04
3.08964896490E-07,-1.44543824747E-04
3.08972897290E-07,-1.39741356468E-04
3.08980898090E-07,-1.28263523853E-04
3.08988898890E-07,-1.10664326177E-04
3.08996899690E-07,-8.77899100684E-05
3.09004900490E-07,-6.07378905688E-05
3.09012901290E-07,-3.08046844616E-05
3.09020902090E-07,+5.76617138320E-07
3.09028902890E-07,+3.19048596680E-05
3.09036903690E-07,+6.16826346630E-05
3.09044904490E-07,+8.84878528465E-05
3.09052905291E-07,+1.11041659669E-04
3.09060906091E-07,+1.28269449758E-04
3.09068906891E-07,+1.39352069185E-04
3.09076907691E-07,+1.43764765833E-04
3.09084908491E-07,+1.41302035743E-04
3.09092909291E-07,+1.32087188988E-04
3.09100910091E-07,+1.16566190039E-04
3.09108910891E-07,+9.54860796392E-05
3.09116911691E-07,+6.98590220166E-05
3.09124912491E-07,+4.09137075912E-05
3.09132913291E-07,+1.00364444023E-05
3.09140914091E-07,-2.12952374712E-05
3.09148914891E-07,-5.15832885722E-05
3.09156915692E-07,-7.93807665318E-05
3.09164916492E-07,-1.03360961610E-04
3.09172917292E-07,-1.22380718880E-04
3.09180918092E-07,-1.35534934700E-04
3.09188918892E-07,-1.42199629438E-04
3.09196919692E-07,-1.42061546627E-04
3.09204920492E-07,-1.35132874462E-04
3.09212921292E-07,-1.21750397909E-04
3.09220922092E-07,-1.02559134542E-04
3.09228922892E-07,-7.84812489595E-05
3.09236923692E-07,-5.06717437187E-05
3.09244924492E-07,-2.04630557107E-05
3.09252925293E-07,+1.06987844663E-05
3.09260926093E-07,+4.13233713735E-05
3.09268926893E-07,+6.99472084428E-05
3.09276927693E-07,+9.52036471079E-05
3.09284928493E-07,+1.15888138969E-04
3.09292929293E-07,+1.31015685384E-04
3.09300930093E-07,+1.39867744423E-04
3.09308930893E-07,+1.42026361346E-04
3.09316931693E-07,+1.37393901399E-04
3.09324932493E-07,+1.26197453327E-04
3.09332933293E-07,+1.08977705641E-04
3.09340934093E-07,+8.65628401125E-05
3.09348934893E-07,+6.00287028471E-05
3.09356935694E-07,+3.06471682696E-05
3.09364936494E-07,-1.74825730530E-07
3.09372937294E-07,-3.09626492854E-05
3.09380938094E-07,-6.02445325606E-05
3.09388938894E-07,-8.66219227754E-05
3.09396939694E-07,-1.08836282803E-04
3.09404940494E-07,-1.25829140801E-04
3.09412941294E-07,-1.36792525608E-04
3.09420942094E-07,-1.41207384628E-04
3.09428942894E-07,-1.38868157444E-04
3.09436943694E-07,-1.29892341804E-04
3.09444944494E-07,-1.14714607040E-04
3.09452945295E-07,-9.40657491603E-05
3.09460946095E-07,-6.89375062967E-05
3.09468946895E-07,-4.05349283541E-05
3.09476947695E-07,-1.02185883451E-05
3.09484948495E-07,+2.05605933438E-05
3.09492949295E-07,+5.03307896275E-05
3.09500950095E-07,+7.76696488968E-05
3.09508950895E-07,+1.01272252990E-04
3.09516951695E-07,+1.20013403961E-04
3.09524952495E-07,+1.33001266482E-04
3.09532953295E-07,+1.39619808477E-04
3.09540954095E-07,+1.39558020283E-04
3.09548954895E-07,+1.32824526433E-04
3.09556955696E-07,+1.19746903707E-04
3.09564956496E-07,+1.00955750876E-04
3.09572957296E-07,+7.73542845476E-05
3.09580958096E-07,+5.00749269038E-05
3.09588958896E-07,+2.04249718129E-05
3.09596959696E-07,-1.01760637690E-05
3.09604960496E-07,-4.02644008427E-05
3.09612961296E-07,-6.84020181156E-05
3.09620962096E-07,-9.32453810202E-05
3.09628962896E-07,-1.13609595092E-04
3.09636963696E-07,-1.28524920336E-04
3.09644964496E-07,-1.37282951017E-04
3.09652965297E-07,-1.39470261718E-04
3.09660966097E-07,-1.34987921601E-04
3.09668966897E-07,-1.24055955860E-04
3.09676967697E-07,-1.07202553821E-04
3.09684968497E-07,-8.52385526170E-05
3.09692969297E-07,-5.92184289456E-05
3.09700970097E-07,-3.03896754271E-05
