Stimulus(s),S21(Real)
2.71073107311E-07,+1.34440450010E-08
2.71081108111E-07,+1.42324969214E-08
2.71089108911E-07,+1.43313886520E-08
2.71097109711E-07,+1.37306804974E-08
2.71105110511E-07,+1.24543417236E-08
2.71113111311E-07,+1.05595691913E-08
2.71121112111E-07,+8.13437115351E-09
2.71129112911E-07,+5.29360879997E-09
2.71137113711E-07,+2.17366579842E-09
2.71145114511E-07,-1.07401306329E-09
2.71153115312E-07,-4.29021270770E-09
2.71161116112E-07,-7.31572010673E-09
2.71169116912E-07,-9.99920007576E-09
2.71177117712E-07,-1.22047847107E-08
2.71185118512E-07,-1.38189942223E-08
2.71193119312E-07,-1.47566338615E-08
2.71201120112E-07,-1.49653569801E-08
2.71209120912E-07,-1.44286461212E-08
2.71217121712E-07,-1.31670395824E-08
2.71225122512E-07,-1.12375165572E-08
2.71233123312E-07,-8.73104557367E-09
2.71241124112E-07,-5.76839393945E-09
2.71249124912E-07,-2.49438553464E-09
2.71257125713E-07,+9.29124101595E-10
2.71265126513E-07,+4.33121719470E-09
2.71273127313E-07,+7.54043638307E-09
2.71281128113E-07,+1.03934353855E-08
2.71289128913E-07,+1.27433198206E-08
2.71297129713E-07,+1.44672499311E-08
2.71305130513E-07,+1.54729087358E-08
2.71313131313E-07,+1.57034917755E-08
2.71321132113E-07,+1.51409457520E-08
2.71329132913E-07,+1.38072695674E-08
2.71337133713E-07,+1.17637883336E-08
2.71345134513E-07,+9.10841394148E-09
2.71353135314E-07,+5.97100950464E-09
2.71361136114E-07,+2.50707401977E-09
2.71369136914E-07,-1.10994728814E-09
2.71377137714E-07,-4.69734704104E-09
2.71385138514E-07,-8.07239864749E-09
2.71393139314E-07,-1.10616888064E-08
2.71401140114E-07,-1.35100604953E-08
2.71409140914E-07,-1.52887023523E-08
2.71417141714E-07,-1.63019596321E-08
2.71425142514E-07,-1.64925037159E-08
2.71433143314E-07,-1.58445784951E-08
2.71441144114E-07,-1.43851387981E-08
2.71449144914E-07,-1.21828034884E-08
2.71457145715E-07,-9.34465840713E-09
2.71465146515E-07,-6.01105612387E-09
2.71473147315E-07,-2.34866463559E-09
2.71481148115E-07,+1.45788988144E-09
2.71489148915E-07,+5.21536536904E-09
2.71497149715E-07,+8.73175587490E-09
2.71505150515E-07,+1.18261477596E-08
2.71513151315E-07,+1.43380706917E-08
2.71521152115E-07,+1.61358565952E-08
2.71529152915E-07,+1.71235678980E-08
2.71537153715E-07,+1.72461278516E-08
2.71545154515E-07,+1.64923767738E-08
2.71553155316E-07,+1.48958841557E-08
2.71561156116E-07,+1.25334621981E-08
2.71569156916E-07,+9.52144548048E-09
2.71577157716E-07,+6.00991789457E-09
2.71585158516E-07,+2.17517554075E-09
2.71593159316E-07,-1.78919268903E-09
2.71601160116E-07,-5.68215160015E-09
2.71609160916E-07,-9.30548796372E-09
2.71617161716E-07,-1.24739714063E-08
2.71625162516E-07,-1.50248824525E-08
2.71633163316E-07,-1.68264133964E-08
2.71641164116E-07,-1.77845047408E-08
2.71649164916E-07,-1.78477599982E-08
2.71657165717E-07,-1.70101805599E-08
2.71665166517E-07,-1.53115749564E-08
2.71673167317E-07,-1.28356172642E-08
2.71681168117E-07,-9.70565135886E-09
2.71689168917E-07,-6.07845476599E-09
2.71697169717E-07,-2.13628186718E-09
2.71705170517E-07,+1.92240438353E-09
2.71713171317E-07,+5.89303500061E-09
2.71721172117E-07,+9.57535133979E-09
2.71729172917E-07,+1.27835988300E-08
2.71737173717E-07,+1.53559735213E-08
2.71745174517E-07,+1.71628361523E-08
2.71753175318E-07,+1.81132729147E-08
2.71761176118E-07,+1.81596683677E-08
2.71769176918E-07,+1.73000594768E-08
2.71777177718E-07,+1.55781550297E-08
2.71785178518E-07,+1.30810256756E-08
2.71793179318E-07,+9.93459015509E-09
2.71801180118E-07,+6.29713666060E-09
2.71809180918E-07,+2.35121877135E-09
2.71817181718E-07,-1.70565216725E-09
2.71825182518E-07,-5.67103622575E-09
2.71833183318E-07,-9.34779885527E-09
2.71841184118E-07,-1.25540250978E-08
2.71849184918E-07,-1.51321090136E-08
2.71857185719E-07,-1.69565588931E-08
2.71865186519E-07,-1.79401279390E-08
2.71873187319E-07,-1.80379689787E-08
2.71881188119E-07,-1.72496155883E-08
2.71889188919E-07,-1.56187052615E-08
2.71897189719E-07,-1.32304769203E-08
2.71905190519E-07,-1.02071890387E-08
2.71913191319E-07,-6.70170999939E-09
2.71921192119E-07,-2.88962361320E-09
2.71929192919E-07,+1.03973461789E-09
2.71937193719E-07,+4.89284451623E-09
2.71945194519E-07,+8.48167978829E-09
2.71953195320E-07,+1.16330063326E-08
2.71961196120E-07,+1.41968338339E-08
2.71969196920E-07,+1.60536032735E-08
2.71977197720E-07,+1.71197629701E-08
2.71985198520E-07,+1.73514727109E-08
2.71993199320E-07,+1.67462746896E-08
2.72001200120E-07,+1.53426759683E-08
2.72009200920E-07,+1.32176944353E-08
2.72017201720E-07,+1.04825231139E-08
2.72025202520E-07,+7.27656091288E-09
2.72033203320E-07,+3.76013681568E-09
2.72041204120E-07,+1.06315208168E-10
2.72049204920E-07,-3.50779026983E-09
2.72057205721E-07,-6.90974998615E-09
2.72065206521E-07,-9.94016049493E-09
2.72073207321E-07,-1.24601859840E-08
2.72081208121E-07,-1.43579383169E-08
2.72089208921E-07,-1.55534014345E-08
2.72097209721E-07,-1.60016859433E-08
2.72105210521E-07,-1.56944889423E-08
2.72113211321E-07,-1.46597276784E-08
2.72121212121E-07,-1.29594085044E-08
2.72129212921E-07,-1.06858800404E-08
2.72137213721E-07,-7.95669699023E-09
2.72145214521E-07,-4.90838498733E-09
2.72153215322E-07,-1.68944415721E-09
2.72161216122E-07,+1.54704218941E-09
2.72169216922E-07,+4.65081815416E-09
2.72177217722E-07,+7.48151985656E-09
2.72185218522E-07,+9.91505739342E-09
2.72193219322E-07,+1.18490223956E-08
2.72201220122E-07,+1.32068877447E-08
2.72209220922E-07,+1.39408342511E-08
2.72217221722E-07,+1.40331133777E-08
2.72225222522E-07,+1.34959313367E-08
2.72233223322E-07,+1.23699140269E-08
2.72241224122E-07,+1.07212805573E-08
2.72249224922E-07,+8.63791215253E-09
2.72257225723E-07,+6.22455036286E-09
2.72265226523E-07,+3.59739171968E-09
2.72273227323E-07,+8.78364144735E-10
2.72281228123E-07,-1.81062675773E-09
2.72289228923E-07,-4.35320537686E-09
2.72297229723E-07,-6.64353704814E-09
2.72305230523E-07,-8.59062854317E-09
2.72313231323E-07,-1.01217502799E-08
2.72321232123E-07,-1.11848644444E-08
2.72329232923E-07,-1.17499982404E-08
2.72337233723E-07,-1.18095564274E-08
2.72345234523E-07,-1.13776192788E-08
2.72353235324E-07,-1.04883184766E-08
2.72361236124E-07,-9.19342212875E-09
2.72369236924E-07,-7.55928947200E-09
2.72377237724E-07,-5.66337493386E-09
2.72385238524E-07,-3.59046974343E-09
2.72393239324E-07,-1.42886750704E-09
2.72401240124E-07,+7.33371044594E-10
2.72409240924E-07,+2.81189821875E-09
2.72417241724E-07,+4.72917415275E-09
2.72425242524E-07,+6.41707597858E-09
2.72433243324E-07,+7.81895341504E-09
2.72441244124E-07,+8.89109539215E-09
2.72449244924E-07,+9.60360318198E-09
2.72457245725E-07,+9.94069306639E-09
2.72465246525E-07,+9.90047451038E-09
2.72473247325E-07,+9.49426726769E-09
2.72481248125E-07,+8.74553237401E-09
2.72489248925E-07,+7.68849760153E-09
2.72497249725E-07,+6.36655807350E-09
2.72505250525E-07,+4.83052814600E-09
2.72513251325E-07,+3.13681239941E-09
2.72521252125E-07,+1.34555287991E-09
2.72529252925E-07,-4.81202116118E-10
2.72537253725E-07,-2.28127414267E-09
2.72545254525E-07,-3.99405246973E-09
2.72553255326E-07,-5.56209886453E-09
2.72561256126E-07,-6.93264988558E-09
2.72569256926E-07,-8.05900959666E-09
2.72577257726E-07,-8.90182482306E-09
2.72585258526E-07,-9.43023155351E-09
2.72593259326E-07,-9.62285550862E-09
2.72601260126E-07,-9.46864315043E-09
2.72609260926E-07,-8.96749256941E-09
2.72617261726E-07,-8.13064787442E-09
2.72625262526E-07,-6.98081704114E-09
2.72633263326E-07,-5.55197261032E-09
2.72641264126E-07,-3.88879792824E-09
2.72649264926E-07,-2.04574924878E-09
2.72657265727E-07,-8.57160846420E-11
2.72665266527E-07,+1.92172156162E-09
2.72673267327E-07,+3.90242067832E-09
2.72681268127E-07,+5.78014672572E-09
2.72689268927E-07,+7.47932487816E-09
2.72697269727E-07,+8.92798356637E-09
2.72705270527E-07,+1.00607816090E-08
2.72713271327E-07,+1.08219926204E-08
2.72721272127E-07,+1.11683080082E-08
2.72729272927E-07,+1.10713141000E-08
2.72737273727E-07,+1.05195007972E-08
2.72745274527E-07,+9.51966928120E-09
2.72753275328E-07,+8.09762483708E-09
2.72761276128E-07,+6.29806743311E-09
2.72769276928E-07,+4.18362639591E-09
2.72777277728E-07,+1.83302494286E-09
2.72785278528E-07,-6.61596388811E-10
2.72793279328E-07,-3.19812344476E-09
2.72801280128E-07,-5.66856118726E-09
2.72809280928E-07,-7.96361658566E-09
2.72817281728E-07,-9.97757787682E-09
2.72825282528E-07,-1.16132696669E-08
2.72833283328E-07,-1.27868467411E-08
2.72841284128E-07,-1.34321844715E-08
2.72849284928E-07,-1.35046312574E-08
2.72857285729E-07,-1.29839087532E-08
2.72865286529E-07,-1.18759782476E-08
2.72873287329E-07,-1.02137352981E-08
2.72881288129E-07,-8.05644773127E-09
2.72889288929E-07,-5.48791195878E-09
2.72897289729E-07,-2.61336631420E-09
2.72905290529E-07,+4.44735472957E-10
2.72913291329E-07,+3.55192588056E-09
2.72921292129E-07,+6.56767996457E-09
2.72929292929E-07,+9.35185997151E-09
2.72937293729E-07,+1.17713475525E-08
2.72945294529E-07,+1.37065431401E-08
2.72953295330E-07,+1.50574080931E-08
2.72961296130E-07,+1.57487378223E-08
2.72969296930E-07,+1.57343831343E-08
2.72977297730E-07,+1.50001814458E-08
2.72985298530E-07,+1.35654174559E-08
2.72993299330E-07,+1.14827016696E-08
2.73001300130E-07,+8.83623155558E-09
2.73009300930E-07,+5.73848032162E-09
2.73017301730E-07,+2.32543823055E-09
2.73025302530E-07,-1.24939308892E-09
2.73033303330E-07,-4.82198577002E-09
2.73041304130E-07,-8.22542767465E-09
2.73049304930E-07,-1.12978587474E-08
2.73057305731E-07,-1.38903170025E-08
2.73065306531E-07,-1.58741061409E-08
2.73073307331E-07,-1.71473131297E-08
2.73081308131E-07,-1.76401395306E-08
2.73089308931E-07,-1.73187634504E-08
2.73097309731E-07,-1.61875173045E-08
2.73105310531E-07,-1.42892468725E-08
2.73113311331E-07,-1.17038054985E-08
2.73121312131E-07,-8.54472933355E-09
2.73129312931E-07,-4.95423062148E-09
2.73137313731E-07,-1.09673152915E-09
2.73145314531E-07,+2.84876349967E-09
2.73153315332E-07,+6.69709738855E-09
2.73161316132E-07,+1.02657883619E-08
2.73169316932E-07,+1.33838279367E-08
2.73177317732E-07,+1.59000173847E-08
2.73185318532E-07,+1.76904292753E-08
2.73193319332E-07,+1.86646197525E-08
2.73201320132E-07,+1.87702753177E-08
2.73209320932E-07,+1.79960523153E-08
2.73217321732E-07,+1.63724544465E-08
2.73225322532E-07,+1.39706891760E-08
2.73233323332E-07,+1.08995431138E-08
2.73241324132E-07,+7.30041439433E-09
2.73249324932E-07,+3.34073181497E-09
2.73257325733E-07,-7.93928593112E-10
2.73265326533E-07,-4.90865291601E-09
2.73273327333E-07,-8.80850032278E-09
2.73281328133E-07,-1.23078644586E-08
2.73289328933E-07,-1.52394293916E-08
2.73297329733E-07,-1.74622820894E-08
2.73305330533E-07,-1.88687829489E-08
2.73313331333E-07,-1.93898552652E-08
2.73321332133E-07,-1.89984307953E-08
2.73329332933E-07,-1.77108780039E-08
2.73337333733E-07,-1.55863377627E-08
2.73345334533E-07,-1.27239933605E-08
2.73353335334E-07,-9.25840262136E-09
2.73361336134E-07,-5.35311473193E-09
2.73369336934E-07,-1.19287836220E-09
2.73377337734E-07,+3.02518332089E-09
2.73385338534E-07,+7.10100449748E-09
2.73393339334E-07,+1.08411593480E-08
2.73401340134E-07,+1.40681319743E-08
2.73409340934E-07,+1.66288252039E-08
2.73417341734E-07,+1.84018969214E-08
2.73425342534E-07,+1.93035696423E-08
2.73433343334E-07,+1.92916333053E-08
2.73441344134E-07,+1.83674490580E-08
2.73449344934E-07,+1.65758588327E-08
2.73457345735E-07,+1.40030069729E-08
2.73465346535E-07,+1.07721811494E-08
2.73473347335E-07,+7.03787535750E-09
2.73481348135E-07,+2.97836329162E-09
2.73489348935E-07,-1.21285826848E-09
2.73497349735E-07,-5.33634267783E-09
2.73505350535E-07,-9.19623625046E-09
2.73513351335E-07,-1.26096317509E-08
2.73521352135E-07,-1.54152838567E-08
2.73529352935E-07,-1.74812697406E-08
2.73537353735E-07,-1.87112297318E-08
2.73545354535E-07,-1.90488922240E-08
2.73553355336E-07,-1.84806701960E-08
2.73561356136E-07,-1.70362098262E-08
2.73569356936E-07,-1.47868702138E-08
2.73577357736E-07,-1.18422124006E-08
2.73585358536E-07,-8.34467096777E-09
2.73593359336E-07,-4.46266792095E-09
2.73601360136E-07,-3.82502280088E-10
2.73609360936E-07,+3.70059370965E-09
2.73617361736E-07,+7.59180220784E-09
2.73625362536E-07,+1.11060237231E-08
2.73633363336E-07,+1.40766932698E-08
2.73641364136E-07,+1.63636892005E-08
2.73649364936E-07,+1.78599596467E-08
2.73657365737E-07,+1.84965536646E-08
2.73665366537E-07,+1.82458210303E-08
2.73673367337E-07,+1.71226324515E-08
2.73681368137E-07,+1.51835665667E-08
2.73689368937E-07,+1.25241069774E-08
2.73697369737E-07,+9.27398711257E-09
2.73705370537E-07,+5.59090851134E-09
2.73713371337E-07,+1.65293497247E-09
2.73721372137E-07,-2.35007260231E-09
2.73729372937E-07,-6.22557088625E-09
2.73737373737E-07,-9.78756306429E-09
2.73745374537E-07,-1.28655019320E-08
2.73753375338E-07,-1.53124430585E-08
2.73761376138E-07,-1.70120599621E-08
2.73769376938E-07,-1.78841876078E-08
2.73777377738E-07,-1.78886306478E-08
2.73785378538E-07,-1.70270553650E-08
2.73793379338E-07,-1.53428753698E-08
2.73801380138E-07,-1.29191364507E-08
2.73809380938E-07,-9.87450110847E-09
2.73817381738E-07,-6.35752374308E-09
2.73825382538E-07,-2.53948895092E-09
2.73833383338E-07,+1.39384591037E-09
2.73841384138E-07,+5.25121007768E-09
2.73849384938E-07,+8.84505273926E-09
2.73857385739E-07,+1.20006085648E-08
2.73865386539E-07,+1.45643605788E-08
2.73873387339E-07,+1.64114931837E-08
2.73881388139E-07,+1.74519751894E-08
2.73889388939E-07,+1.76349770139E-08
2.73897389739E-07,+1.69514048382E-08
2.73905390539E-07,+1.54344237694E-08
2.73913391339E-07,+1.31579378313E-08
2.73921392139E-07,+1.02330923665E-08
2.73929392939E-07,+6.80295957909E-09
2.73937393739E-07,+3.03565595340E-09
2.73945394539E-07,-8.83783071478E-10
2.73953395340E-07,-4.76238422474E-09
2.73961396140E-07,-8.40864292336E-09
2.73969396940E-07,-1.16419016563E-08
2.73977397740E-07,-1.43012451514E-08
2.73985398540E-07,-1.62534775298E-08
2.73993399340E-07,-1.73997880086E-08
2.74001400140E-07,-1.76807723285E-08
2.74009400940E-07,-1.70795542628E-08
2.74017401740E-07,-1.56228417447E-08
2.74025402540E-07,-1.33798511488E-08
2.74033403340E-07,-1.04591363899E-08
2.74041404140E-07,-7.00346186348E-09
2.74049404940E-07,-3.18295485764E-09
2.74057405741E-07,+8.13140769509E-10
2.74065406541E-07,+4.78571646114E-09
2.74073407341E-07,+8.53561018539E-09
2.74081408141E-07,+1.18734989983E-08
2.74089408941E-07,+1.46293861081E-08
2.74097409741E-07,+1.66612104984E-08
2.74105410541E-07,+1.78621453566E-08
2.74113411341E-07,+1.81662114755E-08
2.74121412141E-07,+1.75519108093E-08
2.74129412941E-07,+1.60436798518E-08
2.74137413741E-07,+1.37110680410E-08
2.74145414541E-07,+1.06656579419E-08
2.74153415342E-07,+7.05585610879E-09
2.74161416142E-07,+3.05979075970E-09
2.74169416942E-07,-1.12335065880E-09
2.74177417742E-07,-5.28312923524E-09
2.74185418542E-07,-9.20833069662E-09
2.74193419342E-07,-1.26975935474E-08
2.74201420142E-07,-1.55696587981E-08
2.74209420942E-07,-1.76727229561E-08
2.74217421742E-07,-1.88924141276E-08
2.74225422542E-07,-1.91579738051E-08
2.74233423342E-07,-1.84463114193E-08
2.74241424142E-07,-1.67837011479E-08
2.74249424942E-07,-1.42450059146E-08
2.74257425743E-07,-1.09504364118E-08
2.74265426543E-07,-7.05997726476E-09
2.74273427343E-07,-2.76573190438E-09
2.74281428143E-07,+1.71745377323E-09
2.74289428943E-07,+6.16263694140E-09
2.74297429743E-07,+1.03421701000E-08
2.74305430543E-07,+1.40392725070E-08
2.74313431343E-07,+1.70591962276E-08
2.74321432143E-07,+1.92394145990E-08
2.74329432943E-07,+2.04583024779E-08
2.74337433743E-07,+2.06418467583E-08
2.74345434543E-07,+1.97680192549E-08
2.74353435344E-07,+1.78685577551E-08
2.74361436144E-07,+1.50280293908E-08
2.74369436944E-07,+1.13801871448E-08
2.74377437744E-07,+7.10176846189E-09
2.74385438544E-07,+2.40401753228E-09
2.74393439344E-07,-2.47766698476E-09
2.74401440144E-07,-7.29545558700E-09
2.74409440944E-07,-1.18016024763E-08
2.74417441744E-07,-1.57611219428E-08
2.74425442544E-07,-1.89639803401E-08
2.74433443344E-07,-2.12361731002E-08
2.74441444144E-07,-2.24491044836E-08
2.74449444944E-07,-2.25267665740E-08
2.74457445745E-07,-2.14503198321E-08
2.74465446545E-07,-1.92598052587E-08
2.74473447345E-07,-1.60528616743E-08
2.74481448145E-07,-1.19804736168E-08
2.74489448945E-07,-7.23992820623E-09
2.74497449745E-07,-2.06530516652E-09
2.74505450545E-07,+3.28404461418E-09
2.74513451345E-07,+8.53646701500E-09
2.74521452145E-07,+1.34217721312E-08
2.74529452945E-07,+1.76851044675E-08
2.74537453745E-07,+2.11002045356E-08
2.74545454545E-07,+2.34813724276E-08
2.74553455346E-07,+2.46935017044E-08
2.74561456146E-07,+2.46596430624E-08
2.74569456946E-07,+2.33656774716E-08
2.74577457746E-07,+2.08618219830E-08
2.74585458546E-07,+1.72608510714E-08
2.74593459346E-07,+1.27330841545E-08
2.74601460146E-07,+7.49835723815E-09
2.74609460946E-07,+1.81535480279E-09
2.74617461746E-07,-4.03118124006E-09
2.74625462546E-07,-9.74473294192E-09
2.74633463346E-07,-1.50320610107E-08
2.74641464146E-07,-1.96182673222E-08
2.74649464946E-07,-2.32610903346E-08
2.74657465747E-07,-2.57636890143E-08
2.74665466547E-07,-2.69852402573E-08
2.74673467347E-07,-2.68487798824E-08
2.74681468147E-07,-2.53458530360E-08
2.74689468947E-07,-2.25376996096E-08
2.74697469747E-07,-1.85528759930E-08
2.74705470547E-07,-1.35813972530E-08
2.74713471347E-07,-7.86566421420E-09
2.74721472147E-07,-1.68860854626E-09
2.74729472947E-07,+4.64036303487E-09
2.74737473747E-07,+1.08009248862E-08
2.74745474547E-07,+1.64781038669E-08
2.74753475348E-07,+2.13784363922E-08
2.74761476148E-07,+2.52451792319E-08
2.74769476948E-07,+2.78717829871E-08
2.74777477748E-07,+2.91129193010E-08
2.74785478548E-07,+2.88924724204E-08
2.74793479348E-07,+2.72080568652E-08
2.74801480148E-07,+2.41317981336E-08
2.74809480948E-07,+1.98073036864E-08
2.74817481748E-07,+1.44429471904E-08
2.74825482548E-07,+8.30178002718E-09
2.74833483348E-07,+1.68856046586E-09
2.74841484148E-07,-5.06545663911E-09
2.74849484948E-07,-1.16192063112E-08
2.74857485749E-07,-1.76391308257E-08
2.74865486549E-07,-2.28162438700E-08
2.74873487349E-07,-2.68820638856E-08
2.74881488149E-07,-2.96225908924E-08
2.74889488949E-07,-3.08895960293E-08
2.74897489749E-07,-3.06086263635E-08
2.74905490549E-07,-2.87832925875E-08
2.74913491349E-07,-2.54955956862E-08
2.74921492149E-07,-2.09022508967E-08
2.74929492949E-07,-1.52271729105E-08
2.74937493749E-07,-8.75048465310E-09
2.74945494549E-07,-1.79459279610E-09
2.74953495350E-07,+5.29197303546E-09
2.74961496150E-07,+1.21521417261E-08
2.74969496950E-07,+1.84384099440E-08
2.74977497750E-07,+2.38305547982E-08
2.74985498550E-07,+2.80520413883E-08
2.74993499350E-07,+3.08842795891E-08
2.75001500150E-07,+3.21779911069E-08
2.75009500950E-07,+3.18610930485E-08
2.75017501750E-07,+2.99426806247E-08
2.75025502550E-07,+2.65128901523E-08
2.75033503350E-07,+2.17386340488E-08
2.75041504150E-07,+1.58554111965E-08
2.75049504950E-07,+9.15559795391E-09
2.75057505751E-07,+1.97380675368E-09
2.75065506551E-07,-5.32994877780E-09
2.75073507351E-07,-1.23884288513E-08
2.75081508151E-07,-1.88457585562E-08
2.75089508951E-07,-2.43754873038E-08
2.75097509751E-07,-2.86971942353E-08
2.75105510551E-07,-3.15907897648E-08
2.75113511351E-07,-3.29077797957E-08
2.75121512151E-07,-3.25789133575E-08
2.75129512951E-07,-3.06178185449E-08
2.75137513751E-07,-2.71204362526E-08
2.75145514551E-07,-2.22602757856E-08
2.75153515352E-07,-1.62797299142E-08
2.75161516152E-07,-9.47788838231E-09
2.75169516952E-07,-2.19546788766E-09
2.75177517752E-07,+5.20237608193E-09
2.75185518552E-07,+1.23444819969E-08
2.75193519352E-07,+1.88724226422E-08
2.75201520152E-07,+2.44586006634E-08
2.75209520952E-07,+2.88227801818E-08
2.75217521752E-07,+3.17462156335E-08
2.75225522552E-07,+3.30826620750E-08
2.75233523352E-07,+3.27657107134E-08
2.75241524152E-07,+3.08120811428E-08
2.75249524952E-07,+2.73207080144E-08
2.75257525753E-07,+2.24676740490E-08
2.75265526553E-07,+1.64972524125E-08
2.75273527353E-07,+9.70951874159E-09
2.75281528153E-07,+2.44516644378E-09
2.75289528953E-07,-4.93170047177E-09
2.75297529753E-07,-1.20519219647E-08
2.75305530553E-07,-1.85598528909E-08
2.75313531353E-07,-2.41312108165E-08
2.75321532153E-07,-2.84893006413E-08
2.75329532953E-07,-3.14188009722E-08
2.75337533753E-07,-3.27764233343E-08
2.75345534553E-07,-3.24979159615E-08
2.75353535354E-07,-3.06010707754E-08
2.75361536154E-07,-2.71845955709E-08
2.75369536954E-07,-2.24229229860E-08
2.75377537754E-07,-1.65572328335E-08
2.75385538554E-07,-9.88315442465E-09
2.75393539354E-07,-2.73578103924E-09
2.75401540154E-07,+4.52723857562E-09
2.75409540954E-07,+1.15436734260E-08
2.75417541754E-07,+1.79648404463E-08
2.75425542554E-07,+2.34729804692E-08
2.75433543354E-07,+2.77970114468E-08
2.75441544154E-07,+3.07258765493E-08
2.75449544954E-07,+3.21188298792E-08
2.75457545755E-07,+3.19121599921E-08
2.75465546555E-07,+3.01220330544E-08
2.75473547355E-07,+2.68433339582E-08
2.75481548155E-07,+2.22445850445E-08
2.75489548955E-07,+1.65592180725E-08
2.75497549755E-07,+1.00736559012E-08
2.75505550555E-07,+3.11281703476E-09
2.75513551355E-07,-3.97621897037E-09
2.75521552155E-07,-1.08415602322E-08
2.75529552955E-07,-1.71439953053E-08
2.75537553755E-07,-2.25737586138E-08
2.75545554555E-07,-2.68657394382E-08
2.75553555356E-07,-2.98123886379E-08
2.75561556156E-07,-3.12736971033E-08
2.75569556956E-07,-3.11837699635E-08
2.75577557756E-07,-2.95536930756E-08
2.75585558556E-07,-2.64705744902E-08
2.75593559356E-07,-2.20928340290E-08
2.75601560156E-07,-1.66419993186E-08
2.75609560956E-07,-1.03914374592E-08
2.75617561756E-07,-3.65259961201E-09
2.75625562556E-07,+3.24052592859E-09
2.75633563356E-07,+9.94797373887E-09
2.75641564156E-07,+1.61405521664E-08
2.75649564956E-07,+2.15159601248E-08
2.75657565757E-07,+2.58134825802E-08
2.75665566557E-07,+2.88265537035E-08
2.75673567357E-07,+3.04125870256E-08
2.75681568157E-07,+3.04996107648E-08
2.75689568957E-07,+2.90894066384E-08
2.75697569757E-07,+2.62570238800E-08
2.75705570557E-07,+2.21467182425E-08
2.75713571357E-07,+1.69645397085E-08
2.75721572157E-07,+1.09679540328E-08
2.75729572957E-07,+4.45302438012E-09
2.75737573757E-07,-2.26020646106E-09
2.75745574557E-07,-8.84341074136E-09
2.75753575358E-07,-1.49759784747E-08
2.75761576158E-07,-2.03605507793E-08
2.75769576958E-07,-2.47373354042E-08
2.75777577758E-07,-2.78965208626E-08
2.75785578558E-07,-2.96882027650E-08
2.75793579358E-07,-3.00293604231E-08
2.75801580158E-07,-2.89075672969E-08
2.75809580958E-07,-2.63812781944E-08
2.75817581758E-07,-2.25767015387E-08
2.75825582558E-07,-1.76814285159E-08
2.75833583358E-07,-1.19351447571E-08
2.75841584158E-07,-5.61788715716E-09
2.75849584958E-07,+9.63577827964E-10
2.75857585759E-07,+7.49059269322E-09
2.75865586559E-07,+1.36479492279E-08
2.75873587359E-07,+1.91389967685E-08
2.75881588159E-07,+2.36998003454E-08
2.75889588959E-07,+2.71116803979E-08
2.75897589759E-07,+2.92115465399E-08
2.75905590559E-07,+2.98995457041E-08
2.75913591359E-07,+2.91436745893E-08
2.75921592159E-07,+2.69811514331E-08
2.75929592959E-07,+2.35164958227E-08
2.75937593759E-07,+1.89164203261E-08
2.75945594559E-07,+1.34017869482E-08
2.75953595360E-07,+7.23701791117E-09
2.75961596160E-07,+7.17467813422E-10
2.75969596960E-07,-5.84464248264E-09
2.75977597760E-07,-1.21350649692E-08
2.75985598560E-07,-1.78524376437E-08
2.75993599360E-07,-2.27225715596E-08
2.76001600160E-07,-2.65114429185E-08
2.76009600960E-07,-2.90362834268E-08
2.76017601760E-07,-3.01742520443E-08
2.76025602560E-07,-2.98682847304E-08
2.76033603360E-07,-2.81298505621E-08
2.76041604160E-07,-2.50384865719E-08
2.76049604960E-07,-2.07381332254E-08
2.76057605761E-07,-1.54304407914E-08
2.76065606561E-07,-9.36535720475E-09
2.76073607361E-07,-2.82943399575E-09
2.76081608161E-07,+3.86760723679E-09
2.76089608961E-07,+1.04074243076E-08
2.76097609761E-07,+1.64780439179E-08
2.76105610561E-07,+2.17885936355E-08
2.76113611361E-07,+2.60830893374E-08
2.76121612161E-07,+2.91526330283E-08
2.76129612961E-07,+3.08454476018E-08
2.76137613761E-07,+3.10742732516E-08
2.76145614561E-07,+2.98207705285E-08
2.76153615362E-07,+2.71367120578E-08
2.76161616162E-07,+2.31418925467E-08
2.76169616962E-07,+1.80188382557E-08
2.76177617762E-07,+1.20045457100E-08
2.76185618562E-07,+5.37961830533E-09
2.76193619362E-07,-1.54470775896E-09
2.76201620162E-07,-8.44105582348E-09
2.76209620962E-07,-1.49812525976E-08
2.76217621762E-07,-2.08518124621E-08
2.76225622562E-07,-2.57688394630E-08
2.76233623362E-07,-2.94916456967E-08
2.76241624162E-07,-3.18344388575E-08
2.76249624962E-07,-3.26755162014E-08
2.76257625763E-07,-3.19635134969E-08
2.76265626563E-07,-2.97203908427E-08
2.76273627363E-07,-2.60409866334E-08
2.76281628163E-07,-2.10891297253E-08
2.76289628963E-07,-1.50904607739E-08
2.76297629763E-07,-8.32226935490E-09
2.76305630563E-07,-1.10079655915E-09
2.76313631363E-07,+6.23342353299E-09
2.76321632163E-07,+1.33315117390E-08
2.76329632963E-07,+1.98527412105E-08
2.76337633763E-07,+2.54808104028E-08
2.76345634563E-07,+2.99391193073E-08
2.76353635364E-07,+3.30043147652E-08
2.76361636164E-07,+3.45174438435E-08
2.76369636964E-07,+3.43921595610E-08
2.76377637764E-07,+3.26195562044E-08
2.76385638564E-07,+2.92693662010E-08
