Stimulus(Hz),S11(dB)
1.18359868599E+08,-4.02613448483E-01
1.18449868499E+08,-3.83356243118E-01
1.18539868399E+08,-3.90845508773E-01
1.18629868299E+08,-4.07083698162E-01
1.18719868199E+08,-3.93033151045E-01
1.18809868099E+08,-3.83444415465E-01
1.18899867999E+08,-4.02546643513E-01
1.18989867899E+08,-4.03443597836E-01
1.19079867799E+08,-3.84160296148E-01
1.19169867699E+08,-3.92780625955E-01
1.19259867599E+08,-4.08075257129E-01
1.19349867499E+08,-3.93417645751E-01
1.19439867399E+08,-3.84598380774E-01
1.19529867299E+08,-4.03795597544E-01
1.19619867199E+08,-4.03825265654E-01
1.19709867099E+08,-3.85025651710E-01
1.19799866999E+08,-3.93787237155E-01
1.19889866899E+08,-4.08819744430E-01
1.19979866799E+08,-3.93655039046E-01
1.20069866699E+08,-3.85362206336E-01
1.20159866599E+08,-4.04585882410E-01
1.20249866499E+08,-4.03818081422E-01
1.20339866399E+08,-3.85119514628E-01
1.20429866299E+08,-3.94485155003E-01
1.20519866199E+08,-4.08555066853E-01
1.20609866099E+08,-3.93169427021E-01
1.20699865999E+08,-3.85836601882E-01
1.20789865899E+08,-4.04843856507E-01
1.20879865799E+08,-4.03125828095E-01
1.20969865699E+08,-3.84905212518E-01
1.21059865599E+08,-3.94667861138E-01
1.21149865499E+08,-4.08116344574E-01
1.21239865399E+08,-3.92081078813E-01
1.21329865299E+08,-3.85763745741E-01
1.21419865199E+08,-4.04734996784E-01
1.21509865099E+08,-4.02286343876E-01
1.21599864999E+08,-3.84054248185E-01
1.21689864899E+08,-3.94623803161E-01
1.21779864799E+08,-4.07406210571E-01
1.21869864699E+08,-3.90922844760E-01
1.21959864599E+08,-3.85137550339E-01
1.22049864499E+08,-4.04255321107E-01
1.22139864399E+08,-4.00810501792E-01
1.22229864299E+08,-3.83169580918E-01
1.22319864199E+08,-3.94434575465E-01
1.22409864099E+08,-4.06680395632E-01
1.22499863999E+08,-3.89654676012E-01
1.22589863899E+08,-3.84986981651E-01
1.22679863799E+08,-4.03883402917E-01
1.22769863699E+08,-3.99561543354E-01
1.22859863599E+08,-3.82301463888E-01
1.22949863499E+08,-3.94328888056E-01
1.23039863399E+08,-4.05522062768E-01
1.23129863299E+08,-3.88316197874E-01
1.23219863199E+08,-3.84432322641E-01
1.23309863099E+08,-4.03243891473E-01
1.23399862999E+08,-3.98327841563E-01
1.23489862899E+08,-3.81222556867E-01
1.23579862799E+08,-3.93871652906E-01
1.23669862699E+08,-4.04304074733E-01
1.23759862599E+08,-3.86767695172E-01
1.23849862499E+08,-3.83709790463E-01
1.23939862399E+08,-4.02335406014E-01
1.24029862299E+08,-3.96461964719E-01
1.24119862199E+08,-3.79778490756E-01
1.24209862099E+08,-3.92791735530E-01
1.24299861999E+08,-4.02847663654E-01
1.24389861899E+08,-3.84866259047E-01
1.24479861799E+08,-3.82601374914E-01
1.24569861699E+08,-4.00849830380E-01
1.24659861599E+08,-3.94096841393E-01
1.24749861499E+08,-3.78211865906E-01
1.24839861399E+08,-3.92019829664E-01
1.24929861299E+08,-4.00910817956E-01
1.25019861199E+08,-3.82623355362E-01
1.25109861099E+08,-3.81144248704E-01
1.25199860999E+08,-3.99787216263E-01
1.25289860899E+08,-3.92330750345E-01
1.25379860799E+08,-3.76623368963E-01
1.25469860699E+08,-3.91113193755E-01
1.25559860599E+08,-3.99540499951E-01
1.25649860499E+08,-3.81198945702E-01
1.25739860399E+08,-3.80435622276E-01
1.25829860299E+08,-3.98841509271E-01
1.25919860199E+08,-3.90710476381E-01
1.26009860099E+08,-3.75391474943E-01
1.26099859999E+08,-3.90528982983E-01
1.26189859899E+08,-3.98246089979E-01
1.26279859799E+08,-3.79603641331E-01
1.26369859699E+08,-3.79920760729E-01
1.26459859599E+08,-3.98236503538E-01
1.26549859499E+08,-3.89425211272E-01
1.26639859399E+08,-3.74822725117E-01
1.26729859299E+08,-3.90716496212E-01
1.26819859199E+08,-3.97700236797E-01
1.26909859099E+08,-3.78902540850E-01
1.26999858999E+08,-3.80471713192E-01
1.27089858899E+08,-3.98396444410E-01
1.27179858799E+08,-3.89036774015E-01
1.27269858699E+08,-3.75183525157E-01
1.27359858599E+08,-3.91267104407E-01
1.27449858499E+08,-3.97834603880E-01
1.27539858399E+08,-3.78903832604E-01
1.27629858299E+08,-3.81318125715E-01
1.27719858199E+08,-3.99331110474E-01
1.27809858099E+08,-3.89233885803E-01
1.27899857999E+08,-3.75531592266E-01
1.27989857899E+08,-3.92533538416E-01
1.28079857799E+08,-3.98202681948E-01
1.28169857699E+08,-3.79401495692E-01
1.28259857599E+08,-3.82464539749E-01
1.28349857499E+08,-4.00540039158E-01
1.28439857399E+08,-3.89862512950E-01
1.28529857299E+08,-3.76866047434E-01
1.28619857199E+08,-3.94131169147E-01
1.28709857099E+08,-3.99079948518E-01
1.28799856999E+08,-3.80156399478E-01
1.28889856899E+08,-3.84280833594E-01
1.28979856799E+08,-4.01750938301E-01
1.29069856699E+08,-3.90523189612E-01
1.29159856599E+08,-3.78308269799E-01
1.29249856499E+08,-3.96075010070E-01
1.29339856399E+08,-4.00187765662E-01
1.29429856299E+08,-3.81216414805E-01
1.29519856199E+08,-3.86260378444E-01
1.29609856099E+08,-4.03372620547E-01
1.29699855999E+08,-3.91304530273E-01
1.29789855899E+08,-3.79860187810E-01
1.29879855799E+08,-3.98419670003E-01
1.29969855699E+08,-4.01734749082E-01
1.30059855599E+08,-3.82567200401E-01
1.30149855499E+08,-3.88510006686E-01
1.30239855399E+08,-4.05470281128E-01
1.30329855299E+08,-3.92515576114E-01
1.30419855199E+08,-3.81672451951E-01
1.30509855099E+08,-4.00780839770E-01
1.30599854999E+08,-4.03207866776E-01
1.30689854899E+08,-3.84056276970E-01
1.30779854799E+08,-3.91045384830E-01
1.30869854699E+08,-4.07838387605E-01
1.30959854599E+08,-3.94255336019E-01
1.31049854499E+08,-3.84185397870E-01
1.31139854399E+08,-4.03318138228E-01
1.31229854299E+08,-4.05025503288E-01
1.31319854199E+08,-3.85898120067E-01
1.31409854099E+08,-3.93725820052E-01
1.31499853999E+08,-4.09964568530E-01
1.31589853899E+08,-3.95683867190E-01
1.31679853799E+08,-3.86395195275E-01
1.31769853699E+08,-4.05919894393E-01
1.31859853599E+08,-4.06867690817E-01
1.31949853499E+08,-3.87707278957E-01
1.32039853399E+08,-3.96440601602E-01
1.32129853299E+08,-4.12102911886E-01
1.32219853199E+08,-3.97386617697E-01
1.32309853099E+08,-3.88866713903E-01
1.32399852999E+08,-4.08666932632E-01
1.32489852899E+08,-4.08709885648E-01
1.32579852799E+08,-3.89464037316E-01
1.32669852699E+08,-3.99170458205E-01
1.32759852599E+08,-4.14547873977E-01
1.32849852499E+08,-3.98878064662E-01
1.32939852399E+08,-3.91477387883E-01
1.33029852299E+08,-4.11703923262E-01
1.33119852199E+08,-4.10707496835E-01
1.33209852099E+08,-3.91609490047E-01
1.33299851999E+08,-4.02201010747E-01
1.33389851899E+08,-4.17077928747E-01
1.33479851799E+08,-4.01050069142E-01
1.33569851699E+08,-3.94289150158E-01
1.33659851599E+08,-4.14797626593E-01
1.33749851499E+08,-4.12986586957E-01
1.33839851399E+08,-3.94319412345E-01
1.33929851299E+08,-4.05534598746E-01
1.34019851199E+08,-4.20100527338E-01
1.34109851099E+08,-4.03648975645E-01
1.34199850999E+08,-3.97606519991E-01
1.34289850899E+08,-4.18311056349E-01
1.34379850799E+08,-4.15653924784E-01
1.34469850699E+08,-3.97058479697E-01
1.34559850599E+08,-4.09332901931E-01
1.34649850499E+08,-4.23260335355E-01
1.34739850399E+08,-4.05973317513E-01
1.34829850299E+08,-4.00934577551E-01
1.34919850199E+08,-4.21701453272E-01
1.35009850099E+08,-4.18326025645E-01
1.35099849998E+08,-4.00089358491E-01
1.35189849898E+08,-4.13132140801E-01
1.35279849798E+08,-4.26553717283E-01
1.35369849698E+08,-4.08675257329E-01
1.35459849598E+08,-4.04503394363E-01
1.35549849498E+08,-4.25642773013E-01
1.35639849398E+08,-4.21470170983E-01
1.35729849298E+08,-4.03092229193E-01
1.35819849198E+08,-4.17425222166E-01
1.35909849098E+08,-4.29700036462E-01
1.35999848998E+08,-4.11524898016E-01
1.36089848898E+08,-4.08278519872E-01
1.36179848798E+08,-4.29800869000E-01
1.36269848698E+08,-4.24560404672E-01
1.36359848598E+08,-4.06588178695E-01
1.36449848498E+08,-4.21480205916E-01
1.36539848398E+08,-4.33442875135E-01
1.36629848298E+08,-4.14766362437E-01
1.36719848198E+08,-4.12494442959E-01
1.36809848098E+08,-4.33650355204E-01
1.36899847998E+08,-4.27838476806E-01
1.36989847898E+08,-4.10347455981E-01
1.37079847798E+08,-4.25920951172E-01
1.37169847698E+08,-4.37045927905E-01
1.37259847598E+08,-4.17997533784E-01
1.37349847498E+08,-4.16324484832E-01
1.37439847398E+08,-4.37643399188E-01
1.37529847298E+08,-4.30773143484E-01
1.37619847198E+08,-4.13616509872E-01
1.37709847098E+08,-4.30217207118E-01
1.37799846998E+08,-4.40372654293E-01
1.37889846898E+08,-4.20834616273E-01
1.37979846798E+08,-4.20032778605E-01
1.38069846698E+08,-4.41273444976E-01
1.38159846598E+08,-4.33220992481E-01
1.38249846498E+08,-4.16879681464E-01
1.38339846398E+08,-4.33694114943E-01
1.38429846298E+08,-4.43305491068E-01
1.38519846198E+08,-4.23663342607E-01
1.38609846098E+08,-4.23412571716E-01
1.38699845998E+08,-4.44460050408E-01
1.38789845898E+08,-4.35900054605E-01
1.38879845798E+08,-4.19413942548E-01
1.38969845698E+08,-4.36771572128E-01
1.39059845598E+08,-4.45623981175E-01
1.39149845498E+08,-4.25139454702E-01
1.39239845398E+08,-4.26602115709E-01
1.39329845298E+08,-4.46919001364E-01
1.39419845198E+08,-4.37291794185E-01
1.39509845098E+08,-4.21860017327E-01
1.39599844998E+08,-4.39341738761E-01
1.39689844898E+08,-4.47407930213E-01
1.39779844798E+08,-4.26693141758E-01
1.39869844698E+08,-4.28822840461E-01
1.39959844598E+08,-4.49155358183E-01
1.40049844498E+08,-4.38423749842E-01
1.40139844398E+08,-4.23278703159E-01
1.40229844298E+08,-4.41829364428E-01
1.40319844198E+08,-4.48649012827E-01
1.40409844098E+08,-4.27708066040E-01
1.40499843998E+08,-4.30801898978E-01
1.40589843898E+08,-4.50856083386E-01
1.40679843798E+08,-4.39417999691E-01
1.40769843698E+08,-4.24883292363E-01
1.40859843598E+08,-4.43790982179E-01
1.40949843498E+08,-4.49745592300E-01
1.41039843398E+08,-4.28891143335E-01
1.41129843298E+08,-4.32743944050E-01
1.41219843198E+08,-4.52438931895E-01
1.41309843098E+08,-4.40349417079E-01
1.41399842998E+08,-4.26569209023E-01
1.41489842898E+08,-4.45586057316E-01
1.41579842798E+08,-4.50866544109E-01
1.41669842698E+08,-4.29928760339E-01
1.41759842598E+08,-4.34841529278E-01
1.41849842498E+08,-4.53853559194E-01
1.41939842398E+08,-4.40811852926E-01
1.42029842298E+08,-4.27865021421E-01
1.42119842198E+08,-4.47591172723E-01
1.42209842098E+08,-4.51511891861E-01
1.42299841998E+08,-4.30787187397E-01
1.42389841898E+08,-4.36756688341E-01
1.42479841798E+08,-4.55645304310E-01
1.42569841698E+08,-4.41759394933E-01
1.42659841598E+08,-4.29496215269E-01
1.42749841498E+08,-4.49489339640E-01
1.42839841398E+08,-4.53048162153E-01
1.42929841298E+08,-4.31700985192E-01
1.43019841198E+08,-4.38901252855E-01
1.43109841098E+08,-4.57093212397E-01
1.43199840998E+08,-4.42750647004E-01
1.43289840898E+08,-4.31296978145E-01
1.43379840798E+08,-4.51823603082E-01
1.43469840698E+08,-4.54334293629E-01
1.43559840598E+08,-4.33449374339E-01
1.43649840498E+08,-4.41098945029E-01
1.43739840398E+08,-4.59145676656E-01
1.43829840298E+08,-4.44222392810E-01
1.43919840198E+08,-4.33505291316E-01
1.44009840098E+08,-4.54265502481E-01
1.44099839998E+08,-4.55957056136E-01
1.44189839898E+08,-4.35095838593E-01
1.44279839798E+08,-4.43740095429E-01
1.44369839698E+08,-4.61346936605E-01
1.44459839598E+08,-4.45463303845E-01
1.44549839498E+08,-4.35846768563E-01
1.44639839398E+08,-4.57086757208E-01
1.44729839298E+08,-4.57533003180E-01
1.44819839198E+08,-4.36863329620E-01
1.44909839098E+08,-4.46579745137E-01
1.44999838998E+08,-4.63370337710E-01
1.45089838898E+08,-4.46906224610E-01
1.45179838798E+08,-4.38032392603E-01
1.45269838698E+08,-4.59693637317E-01
1.45359838598E+08,-4.59062292258E-01
1.45449838498E+08,-4.38217293512E-01
1.45539838398E+08,-4.48955121770E-01
1.45629838298E+08,-4.65583229911E-01
1.45719838198E+08,-4.48354562541E-01
1.45809838098E+08,-4.40104725823E-01
1.45899837998E+08,-4.62037747540E-01
1.45989837898E+08,-4.60761463637E-01
1.46079837798E+08,-4.40392724062E-01
1.46169837698E+08,-4.51859625250E-01
1.46259837598E+08,-4.67636014463E-01
1.46349837498E+08,-4.50095508719E-01
1.46439837398E+08,-4.42932884956E-01
1.46529837298E+08,-4.64798231420E-01
1.46619837198E+08,-4.62415330542E-01
1.46709837098E+08,-4.42091857607E-01
1.46799836998E+08,-4.54892630082E-01
1.46889836898E+08,-4.69972102059E-01
1.46979836798E+08,-4.51374976330E-01
1.47069836698E+08,-4.45311804146E-01
1.47159836598E+08,-4.67442995587E-01
1.47249836498E+08,-4.64195453540E-01
1.47339836398E+08,-4.44141353941E-01
1.47429836298E+08,-4.57497022060E-01
1.47519836198E+08,-4.72176050334E-01
1.47609836098E+08,-4.53238333120E-01
1.47699835998E+08,-4.47882039828E-01
1.47789835898E+08,-4.70496545077E-01
1.47879835798E+08,-4.66156747653E-01
1.47969835698E+08,-4.46304722828E-01
1.48059835598E+08,-4.60559833097E-01
1.48149835498E+08,-4.74592670043E-01
1.48239835398E+08,-4.54849502942E-01
1.48329835298E+08,-4.50944694138E-01
1.48419835198E+08,-4.73165673200E-01
1.48509835098E+08,-4.68172330027E-01
1.48599834998E+08,-4.48961482250E-01
1.48689834898E+08,-4.64082895634E-01
1.48779834798E+08,-4.76878481262E-01
1.48869834698E+08,-4.57171262876E-01
1.48959834598E+08,-4.54148935420E-01
1.49049834498E+08,-4.76397050141E-01
1.49139834398E+08,-4.70561863557E-01
1.49229834298E+08,-4.51284985899E-01
1.49319834198E+08,-4.67490766340E-01
1.49409834098E+08,-4.79868478000E-01
1.49499833998E+08,-4.59412222791E-01
1.49589833898E+08,-4.57313326189E-01
1.49679833798E+08,-4.79933734320E-01
1.49769833698E+08,-4.72753026151E-01
1.49859833598E+08,-4.54195962975E-01
1.49949833498E+08,-4.71216958938E-01
1.50039833398E+08,-4.82583572207E-01
1.50129833298E+08,-4.62151559635E-01
1.50219833198E+08,-4.60826132706E-01
1.50309833098E+08,-4.83431098851E-01
1.50399832998E+08,-4.75463219795E-01
1.50489832898E+08,-4.57375887554E-01
1.50579832798E+08,-4.74834823523E-01
1.50669832698E+08,-4.85936513850E-01
1.50759832598E+08,-4.64626624054E-01
1.50849832498E+08,-4.64541219547E-01
1.50939832398E+08,-4.86909143870E-01
1.51029832298E+08,-4.78079948609E-01
1.51119832198E+08,-4.60653657068E-01
1.51209832098E+08,-4.78939563259E-01
1.51299831998E+08,-4.88718722387E-01
1.51389831898E+08,-4.67347299015E-01
1.51479831798E+08,-4.68302669389E-01
1.51569831698E+08,-4.90564333947E-01
1.51659831598E+08,-4.80854803462E-01
1.51749831498E+08,-4.63895820076E-01
1.51839831398E+08,-4.83100323261E-01
1.51929831298E+08,-4.91849377400E-01
1.52019831198E+08,-4.69497287239E-01
1.52109831098E+08,-4.71686264945E-01
1.52199830998E+08,-4.94162084530E-01
1.52289830898E+08,-4.83476444535E-01
1.52379830798E+08,-4.66735631833E-01
1.52469830698E+08,-4.86314605575E-01
1.52559830598E+08,-4.94619064749E-01
1.52649830498E+08,-4.72576169721E-01
1.52739830398E+08,-4.75491965374E-01
1.52829830298E+08,-4.97425551243E-01
1.52919830198E+08,-4.85462109557E-01
1.53009830098E+08,-4.69891653843E-01
1.53099829998E+08,-4.90199602269E-01
1.53189829898E+08,-4.97300972935E-01
1.53279829798E+08,-4.74700765286E-01
1.53369829698E+08,-4.79064040658E-01
1.53459829598E+08,-5.00540322973E-01
1.53549829498E+08,-4.87636966562E-01
1.53639829398E+08,-4.72604911132E-01
1.53729829298E+08,-4.93905271991E-01
1.53819829198E+08,-5.00105627566E-01
1.53909829098E+08,-4.77311427799E-01
1.53999828998E+08,-4.82511094746E-01
1.54089828898E+08,-5.03897053121E-01
1.54179828798E+08,-4.90459375412E-01
1.54269828698E+08,-4.75652364551E-01
1.54359828598E+08,-4.97265633629E-01
1.54449828498E+08,-5.02688238038E-01
1.54539828398E+08,-4.79855505398E-01
1.54629828298E+08,-4.85891906321E-01
1.54719828198E+08,-5.06991039885E-01
1.54809828098E+08,-4.92554045668E-01
1.54899827998E+08,-4.78957943993E-01
1.54989827898E+08,-5.00605927256E-01
1.55079827798E+08,-5.05027534454E-01
1.55169827698E+08,-4.82334263102E-01
1.55259827598E+08,-4.89217516919E-01
1.55349827498E+08,-5.09730029378E-01
1.55439827398E+08,-4.94602429516E-01
1.55529827298E+08,-4.81840113971E-01
1.55619827198E+08,-5.04301679047E-01
1.55709827098E+08,-5.07498284517E-01
1.55799826998E+08,-4.84716215061E-01
1.55889826898E+08,-4.93020536159E-01
1.55979826798E+08,-5.12613613350E-01
1.56069826698E+08,-4.96615688476E-01
1.56159826598E+08,-4.84735600882E-01
1.56249826498E+08,-5.07658863402E-01
1.56339826398E+08,-5.09723393534E-01
1.56429826298E+08,-4.86743551615E-01
1.56519826198E+08,-4.96140150243E-01
1.56609826098E+08,-5.15455490760E-01
1.56699825998E+08,-4.98792899711E-01
1.56789825898E+08,-4.87740475581E-01
1.56879825798E+08,-5.10689892043E-01
1.56969825698E+08,-5.11963038008E-01
1.57059825598E+08,-4.89304041600E-01
1.57149825498E+08,-4.99465774774E-01
1.57239825398E+08,-5.18074200371E-01
1.57329825298E+08,-5.00473943577E-01
1.57419825198E+08,-4.90422934493E-01
1.57509825098E+08,-5.13876194202E-01
1.57599824998E+08,-5.13619213629E-01
1.57689824898E+08,-4.91091269325E-01
1.57779824798E+08,-5.02342277186E-01
1.57869824698E+08,-5.20320354860E-01
1.57959824598E+08,-5.01814732737E-01
1.58049824498E+08,-4.92844822092E-01
1.58139824398E+08,-5.16298796611E-01
1.58229824298E+08,-5.15358826523E-01
1.58319824198E+08,-4.92565680646E-01
1.58409824098E+08,-5.04903156072E-01
1.58499823998E+08,-5.22327096847E-01
1.58589823898E+08,-5.03073625298E-01
1.58679823798E+08,-4.94671580425E-01
1.58769823698E+08,-5.18627212092E-01
1.58859823598E+08,-5.16285763696E-01
1.58949823498E+08,-4.94336096270E-01
1.59039823398E+08,-5.07145092759E-01
1.59129823298E+08,-5.23902582637E-01
1.59219823198E+08,-5.04131322698E-01
1.59309823098E+08,-4.96986103140E-01
1.59399822998E+08,-5.20642386224E-01
1.59489822898E+08,-5.17420581994E-01
1.59579822798E+08,-4.95496512681E-01
1.59669822698E+08,-5.09463811001E-01
1.59759822598E+08,-5.25205262986E-01
1.59849822498E+08,-5.04707014459E-01
1.59939822398E+08,-4.98528174675E-01
1.60029822298E+08,-5.22458450841E-01
1.60119822198E+08,-5.18215388798E-01
1.60209822098E+08,-4.96468704636E-01
1.60299821998E+08,-5.11526487010E-01
1.60389821898E+08,-5.26255067158E-01
1.60479821798E+08,-5.05709618116E-01
1.60569821698E+08,-5.00186025777E-01
1.60659821598E+08,-5.23916888338E-01
1.60749821498E+08,-5.19129258666E-01
1.60839821398E+08,-4.97730340914E-01
1.60929821298E+08,-5.13209898861E-01
1.61019821198E+08,-5.27357681328E-01
1.61109821098E+08,-5.06223110699E-01
1.61199820998E+08,-5.01867264883E-01
1.61289820898E+08,-5.25648856642E-01
1.61379820798E+08,-5.19703170750E-01
1.61469820698E+08,-4.98843842820E-01
1.61559820598E+08,-5.15030618158E-01
1.61649820498E+08,-5.28387861672E-01
1.61739820398E+08,-5.06848142963E-01
1.61829820298E+08,-5.03585787968E-01
1.61919820198E+08,-5.27321196457E-01
1.62009820098E+08,-5.20316964287E-01
1.62099819998E+08,-4.99856115375E-01
1.62189819898E+08,-5.17071276982E-01
1.62279819798E+08,-5.29571095180E-01
1.62369819698E+08,-5.07527479759E-01
1.62459819598E+08,-5.05267248690E-01
1.62549819498E+08,-5.29151956277E-01
1.62639819398E+08,-5.21005502422E-01
1.62729819298E+08,-5.01368154779E-01
1.62819819198E+08,-5.19482563416E-01
1.62909819098E+08,-5.31123368684E-01
1.62999818998E+08,-5.08561077472E-01
1.63089818898E+08,-5.07825003595E-01
1.63179818798E+08,-5.31283844504E-01
1.63269818698E+08,-5.22038597822E-01
1.63359818598E+08,-5.02842867113E-01
1.63449818498E+08,-5.21782109285E-01
1.63539818398E+08,-5.32580173048E-01
1.63629818298E+08,-5.09631007552E-01
1.63719818198E+08,-5.10071879478E-01
1.63809818098E+08,-5.33512411036E-01
1.63899817998E+08,-5.23210266898E-01
1.63989817898E+08,-5.04484330150E-01
1.64079817798E+08,-5.24312636928E-01
1.64169817698E+08,-5.34219722733E-01
1.64259817598E+08,-5.10990617369E-01
1.64349817498E+08,-5.12192132168E-01
1.64439817398E+08,-5.35787339538E-01
1.64529817298E+08,-5.24501038050E-01
1.64619817198E+08,-5.06451650569E-01
1.64709817098E+08,-5.27080042295E-01
1.64799816998E+08,-5.36135938005E-01
1.64889816898E+08,-5.12701150853E-01
1.64979816798E+08,-5.14996232788E-01
1.65069816698E+08,-5.38156523817E-01
1.65159816598E+08,-5.26025932205E-01
1.65249816498E+08,-5.09050798751E-01
1.65339816398E+08,-5.30020000483E-01
1.65429816298E+08,-5.37748504270E-01
1.65519816198E+08,-5.14558097221E-01
1.65609816098E+08,-5.18110565244E-01
1.65699815998E+08,-5.40647712229E-01
1.65789815898E+08,-5.27971333654E-01
1.65879815798E+08,-5.11504699877E-01
1.65969815698E+08,-5.33154999723E-01
1.66059815598E+08,-5.40275148161E-01
1.66149815498E+08,-5.16243390209E-01
1.66239815398E+08,-5.21139893237E-01
1.66329815298E+08,-5.44050199163E-01
1.66419815198E+08,-5.29598638581E-01
1.66509815098E+08,-5.14053459188E-01
1.66599814998E+08,-5.36686993655E-01
1.66689814898E+08,-5.42565210643E-01
1.66779814798E+08,-5.18448319789E-01
1.66869814698E+08,-5.24544875783E-01
1.66959814598E+08,-5.46555925745E-01
1.67049814498E+08,-5.32073109964E-01
1.67139814398E+08,-5.17019762709E-01
1.67229814298E+08,-5.40022824296E-01
1.67319814198E+08,-5.45149319314E-01
1.67409814098E+08,-5.20925946987E-01
1.67499813998E+08,-5.27833962606E-01
1.67589813898E+08,-5.49758181076E-01
1.67679813798E+08,-5.33914114629E-01
1.67769813698E+08,-5.20178199390E-01
1.67859813598E+08,-5.43578654194E-01
1.67949813498E+08,-5.47073863654E-01
1.68039813398E+08,-5.23251666913E-01
1.68129813298E+08,-5.31578736429E-01
1.68219813198E+08,-5.52665755658E-01
1.68309813098E+08,-5.35926267465E-01
1.68399812998E+08,-5.23155816451E-01
1.68489812898E+08,-5.47065355303E-01
1.68579812798E+08,-5.49779311463E-01
1.68669812698E+08,-5.25365622451E-01
1.68759812598E+08,-5.35025362120E-01
1.68849812498E+08,-5.55645825278E-01
1.68939812398E+08,-5.38123562444E-01
1.69029812298E+08,-5.26045070448E-01
1.69119812198E+08,-5.50678647717E-01
1.69209812098E+08,-5.51894925065E-01
1.69299811998E+08,-5.27941616991E-01
1.69389811898E+08,-5.38292957889E-01
1.69479811798E+08,-5.58331188503E-01
1.69569811698E+08,-5.40196008383E-01
1.69659811598E+08,-5.28793163968E-01
1.69749811498E+08,-5.53550972794E-01
1.69839811398E+08,-5.53796097837E-01
1.69929811298E+08,-5.30115886867E-01
1.70019811198E+08,-5.41271179819E-01
1.70109811098E+08,-5.60824173286E-01
1.70199810998E+08,-5.41516377483E-01
1.70289810898E+08,-5.31473187392E-01
1.70379810798E+08,-5.56181001469E-01
1.70469810698E+08,-5.55642230337E-01
1.70559810598E+08,-5.31888567817E-01
1.70649810498E+08,-5.44574767669E-01
1.70739810398E+08,-5.62828995183E-01
1.70829810298E+08,-5.42888876006E-01
1.70919810198E+08,-5.33843615620E-01
1.71009810098E+08,-5.58867806634E-01
1.71099809998E+08,-5.57180819493E-01
1.71189809898E+08,-5.33352292945E-01
1.71279809798E+08,-5.46841270601E-01
1.71369809698E+08,-5.64508715642E-01
1.71459809598E+08,-5.44042436804E-01
1.71549809498E+08,-5.35862465402E-01
1.71639809398E+08,-5.61063823963E-01
1.71729809298E+08,-5.58025986560E-01
1.71819809198E+08,-5.34822676105E-01
1.71909809098E+08,-5.49086923385E-01
1.71999808998E+08,-5.66008019036E-01
1.72089808898E+08,-5.44884543566E-01
1.72179808798E+08,-5.38015831435E-01
1.72269808698E+08,-5.62969106079E-01
1.72359808598E+08,-5.59213080148E-01
1.72449808498E+08,-5.35762407545E-01
1.72539808398E+08,-5.51650080804E-01
1.72629808298E+08,-5.67802388285E-01
1.72719808198E+08,-5.45531120322E-01
1.72809808098E+08,-5.39880901413E-01
1.72899807998E+08,-5.65292291746E-01
1.72989807898E+08,-5.60135164399E-01
1.73079807798E+08,-5.37323798353E-01
1.73169807698E+08,-5.54015635336E-01
1.73259807598E+08,-5.69029397791E-01
1.73349807498E+08,-5.46786929093E-01
1.73439807398E+08,-5.41758703208E-01
1.73529807298E+08,-5.67358479807E-01
1.73619807198E+08,-5.61027617899E-01
1.73709807098E+08,-5.38984433157E-01
1.73799806998E+08,-5.55887497873E-01
1.73889806898E+08,-5.70715343611E-01
1.73979806798E+08,-5.47531874404E-01
1.74069806698E+08,-5.44095808553E-01
1.74159806598E+08,-5.69491021532E-01
1.74249806498E+08,-5.61949793848E-01
1.74339806398E+08,-5.40318850072E-01
1.74429806298E+08,-5.58751703138E-01
1.74519806198E+08,-5.72189083757E-01
1.74609806098E+08,-5.48792322770E-01
1.74699805998E+08,-5.46486812689E-01
1.74789805898E+08,-5.71695933962E-01
1.74879805798E+08,-5.63067609470E-01
1.74969805698E+08,-5.42095081962E-01
1.75059805598E+08,-5.61457784203E-01
1.75149805498E+08,-5.73788645462E-01
1.75239805398E+08,-5.49863401863E-01
1.75329805298E+08,-5.48557141313E-01
1.75419805198E+08,-5.73872943434E-01
1.75509805098E+08,-5.64189282600E-01
1.75599804998E+08,-5.43828478587E-01
1.75689804898E+08,-5.63534706716E-01
1.75779804798E+08,-5.75371957527E-01
1.75869804698E+08,-5.51228717763E-01
1.75959804598E+08,-5.51051172884E-01
1.76049804498E+08,-5.75942590301E-01
1.76139804398E+08,-5.65436480922E-01
1.76229804298E+08,-5.45623233451E-01
1.76319804198E+08,-5.66344755263E-01
1.76409804098E+08,-5.76672988095E-01
1.76499803998E+08,-5.52198761241E-01
1.76589803898E+08,-5.53588365190E-01
1.76679803798E+08,-5.78230855345E-01
1.76769803698E+08,-5.66278644209E-01
1.76859803598E+08,-5.47445319965E-01
1.76949803498E+08,-5.68905634208E-01
1.77039803398E+08,-5.78144439751E-01
1.77129803298E+08,-5.53019084385E-01
1.77219803198E+08,-5.55933716203E-01
1.77309803098E+08,-5.80292754220E-01
1.77399802998E+08,-5.67469419659E-01
1.77489802898E+08,-5.48983941646E-01
1.77579802798E+08,-5.71621902905E-01
1.77669802698E+08,-5.80077593121E-01
1.77759802598E+08,-5.54695953798E-01
1.77849802498E+08,-5.58406568527E-01
1.77939802398E+08,-5.82719746459E-01
1.78029802298E+08,-5.68805385736E-01
1.78119802198E+08,-5.51291988041E-01
