Stimulus(s),S21(dB)
4.68546854685E-07,-1.60990960688E+02
4.68646864686E-07,-1.61091425099E+02
4.68746874687E-07,-1.61193332274E+02
4.68846884688E-07,-1.61306281569E+02
4.68946894689E-07,-1.61444882938E+02
4.69046904690E-07,-1.61615535737E+02
4.69146914691E-07,-1.61806781144E+02
4.69246924692E-07,-1.61987815622E+02
4.69346934693E-07,-1.62118761541E+02
4.69446944694E-07,-1.62172048154E+02
4.69546954695E-07,-1.62154095983E+02
4.69646964696E-07,-1.62111056835E+02
4.69746974697E-07,-1.62114616506E+02
4.69846984698E-07,-1.62240843516E+02
4.69946994699E-07,-1.62555151143E+02
4.70047004700E-07,-1.63104367225E+02
4.70147014701E-07,-1.63907290023E+02
4.70247024702E-07,-1.64929273090E+02
4.70347034703E-07,-1.66024627141E+02
4.70447044704E-07,-1.66874026482E+02
4.70547054705E-07,-1.67102632816E+02
4.70647064706E-07,-1.66669218803E+02
4.70747074707E-07,-1.65931982836E+02
4.70847084708E-07,-1.65265031506E+02
4.70947094709E-07,-1.64876369889E+02
4.71047104710E-07,-1.64859591533E+02
4.71147114711E-07,-1.65265517072E+02
4.71247124712E-07,-1.66143938444E+02
4.71347134713E-07,-1.67570318799E+02
4.71447144714E-07,-1.69673732482E+02
4.71547154715E-07,-1.72664333568E+02
4.71647164716E-07,-1.76629621133E+02
4.71747174717E-07,-1.79064667381E+02
4.71847184718E-07,-1.76281390614E+02
4.71947194719E-07,-1.72927190499E+02
4.72047204720E-07,-1.70361700452E+02
4.72147214721E-07,-1.68316066893E+02
4.72247224722E-07,-1.66559334921E+02
4.72347234723E-07,-1.64989110902E+02
4.72447244724E-07,-1.63586478410E+02
4.72547254725E-07,-1.62369267874E+02
4.72647264726E-07,-1.61362034776E+02
4.72747274727E-07,-1.60583549559E+02
4.72847284728E-07,-1.60044648089E+02
4.72947294729E-07,-1.59749773042E+02
4.73047304730E-07,-1.59698694782E+02
4.73147314731E-07,-1.59887065245E+02
4.73247324732E-07,-1.60305290879E+02
4.73347334733E-07,-1.60935370201E+02
4.73447344734E-07,-1.61745541221E+02
4.73547354735E-07,-1.62683761268E+02
4.73647364736E-07,-1.63674382579E+02
4.73747374737E-07,-1.64627006350E+02
4.73847384738E-07,-1.65463834968E+02
4.73947394739E-07,-1.66151002114E+02
4.74047404740E-07,-1.66699850357E+02
4.74147414741E-07,-1.67127874054E+02
4.74247424742E-07,-1.67415039596E+02
4.74347434743E-07,-1.67502244128E+02
4.74447444744E-07,-1.67348080934E+02
4.74547454745E-07,-1.66995973800E+02
4.74647464746E-07,-1.66574417116E+02
4.74747474747E-07,-1.66237002001E+02
4.74847484748E-07,-1.66114764831E+02
4.74947494749E-07,-1.66308863920E+02
4.75047504750E-07,-1.66905979085E+02
4.75147514751E-07,-1.67999012197E+02
4.75247524752E-07,-1.69703193449E+02
4.75347534753E-07,-1.72124855658E+02
4.75447544754E-07,-1.74968977443E+02
4.75547554755E-07,-1.76067601132E+02
4.75647564756E-07,-1.74039718627E+02
4.75747574757E-07,-1.71598150941E+02
4.75847584758E-07,-1.69858981514E+02
4.75947594759E-07,-1.68839213130E+02
4.76047604760E-07,-1.68436559912E+02
4.76147614761E-07,-1.68574727989E+02
4.76247624762E-07,-1.69201366447E+02
4.76347634763E-07,-1.70261451201E+02
4.76447644764E-07,-1.71645214955E+02
4.76547654765E-07,-1.73091352828E+02
4.76647664766E-07,-1.74106216005E+02
4.76747674767E-07,-1.74184685365E+02
4.76847684768E-07,-1.73265207253E+02
4.76947694769E-07,-1.71625844929E+02
4.77047704770E-07,-1.69547141738E+02
4.77147714771E-07,-1.67279246885E+02
4.77247724772E-07,-1.65037977023E+02
4.77347734773E-07,-1.62966011889E+02
4.77447744774E-07,-1.61133109774E+02
4.77547754775E-07,-1.59561612010E+02
4.77647764776E-07,-1.58249343803E+02
4.77747774777E-07,-1.57183096833E+02
4.77847784778E-07,-1.56345131557E+02
4.77947794779E-07,-1.55715785048E+02
4.78047804780E-07,-1.55274129089E+02
4.78147814781E-07,-1.54997746882E+02
4.78247824782E-07,-1.54862271545E+02
4.78347834783E-07,-1.54841197483E+02
4.78447844784E-07,-1.54906456829E+02
4.78547854785E-07,-1.55030146307E+02
4.78647864786E-07,-1.55187395987E+02
4.78747874787E-07,-1.55359669944E+02
4.78847884788E-07,-1.55537163116E+02
4.78947894789E-07,-1.55719049240E+02
4.79047904790E-07,-1.55911345275E+02
4.79147914791E-07,-1.56123402152E+02
4.79247924792E-07,-1.56364564009E+02
4.79347934793E-07,-1.56642125703E+02
4.79447944794E-07,-1.56960864103E+02
4.79547954795E-07,-1.57323662435E+02
4.79647964796E-07,-1.57732290328E+02
4.79747974797E-07,-1.58187251652E+02
4.79847984798E-07,-1.58685778866E+02
4.79947994799E-07,-1.59217608187E+02
4.80048004800E-07,-1.59759335723E+02
4.80148014801E-07,-1.60270385338E+02
4.80248024802E-07,-1.60696713915E+02
4.80348034803E-07,-1.60988577799E+02
4.80448044804E-07,-1.61128727055E+02
4.80548054805E-07,-1.61151257214E+02
4.80648064806E-07,-1.61133772634E+02
4.80748074807E-07,-1.61171548858E+02
4.80848084808E-07,-1.61356292367E+02
4.80948094809E-07,-1.61770260060E+02
4.81048104810E-07,-1.62493219503E+02
4.81148114811E-07,-1.63618706208E+02
4.81248124812E-07,-1.65283766639E+02
4.81348134813E-07,-1.67735522669E+02
4.81448144814E-07,-1.71530065459E+02
4.81548154815E-07,-1.78335837650E+02
4.81648164816E-07,-1.82781116397E+02
4.81748174817E-07,-1.74390792678E+02
4.81848184818E-07,-1.70223285337E+02
4.81948194819E-07,-1.67834781101E+02
4.82048204820E-07,-1.66387365807E+02
4.82148214821E-07,-1.65542160261E+02
4.82248224822E-07,-1.65120092900E+02
4.82348234823E-07,-1.65001343449E+02
4.82448244824E-07,-1.65084305830E+02
4.82548254825E-07,-1.65263814431E+02
4.82648264826E-07,-1.65420234140E+02
4.82748274827E-07,-1.65424609831E+02
4.82848284828E-07,-1.65169033012E+02
4.82948294829E-07,-1.64612530257E+02
4.83048304830E-07,-1.63802209730E+02
4.83148314831E-07,-1.62844525826E+02
4.83248324832E-07,-1.61855949902E+02
4.83348334833E-07,-1.60932019853E+02
4.83448344834E-07,-1.60140849847E+02
4.83548354835E-07,-1.59528743313E+02
4.83648364836E-07,-1.59128089330E+02
4.83748374837E-07,-1.58963893142E+02
4.83848384838E-07,-1.59058393188E+02
4.83948394839E-07,-1.59433884273E+02
4.84048404840E-07,-1.60113159732E+02
4.84148414841E-07,-1.61114448438E+02
4.84248424842E-07,-1.62430307217E+02
4.84348434843E-07,-1.63961650262E+02
4.84448444844E-07,-1.65370018064E+02
4.84548454845E-07,-1.66021035461E+02
4.84648464846E-07,-1.65583781423E+02
4.84748474847E-07,-1.64536409304E+02
4.84848484848E-07,-1.63469217312E+02
4.84948494849E-07,-1.62647896972E+02
4.85048504850E-07,-1.62129415335E+02
4.85148514851E-07,-1.61887058401E+02
4.85248524852E-07,-1.61855746374E+02
4.85348534853E-07,-1.61942101960E+02
4.85448544854E-07,-1.62031850105E+02
4.85548554855E-07,-1.62015171564E+02
4.85648564856E-07,-1.61829737775E+02
4.85748574857E-07,-1.61487647378E+02
4.85848584858E-07,-1.61055909788E+02
4.85948594859E-07,-1.60610818942E+02
4.86048604860E-07,-1.60205744576E+02
4.86148614861E-07,-1.59863389753E+02
4.86248624862E-07,-1.59582408499E+02
4.86348634863E-07,-1.59348668151E+02
4.86448644864E-07,-1.59146636253E+02
4.86548654865E-07,-1.58968322166E+02
4.86648664866E-07,-1.58817480296E+02
4.86748674867E-07,-1.58708157720E+02
4.86848684868E-07,-1.58659111129E+02
4.86948694869E-07,-1.58687021716E+02
4.87048704870E-07,-1.58800857015E+02
4.87148714871E-07,-1.58998392194E+02
4.87248724872E-07,-1.59265304082E+02
4.87348734873E-07,-1.59577623301E+02
4.87448744874E-07,-1.59908619754E+02
4.87548754875E-07,-1.60239786694E+02
4.87648764876E-07,-1.60572171464E+02
4.87748774877E-07,-1.60932061747E+02
4.87848784878E-07,-1.61368049493E+02
4.87948794879E-07,-1.61942846822E+02
4.88048804880E-07,-1.62726274525E+02
4.88148814881E-07,-1.63793707659E+02
4.88248824882E-07,-1.65231035766E+02
4.88348834883E-07,-1.67145796676E+02
4.88448844884E-07,-1.69681343432E+02
4.88548854885E-07,-1.72998923355E+02
4.88648864886E-07,-1.76922174760E+02
4.88748874887E-07,-1.79237334632E+02
4.88848884888E-07,-1.78209249836E+02
4.88948894889E-07,-1.76989624577E+02
4.89048904890E-07,-1.76968008268E+02
4.89148914891E-07,-1.78494292074E+02
4.89248924892E-07,-1.82313318745E+02
4.89348934893E-07,-1.87532993019E+02
4.89448944894E-07,-1.81112673171E+02
4.89548954895E-07,-1.75835085185E+02
4.89648964896E-07,-1.72678668608E+02
4.89748974897E-07,-1.70756484181E+02
4.89848984898E-07,-1.69706452218E+02
4.89948994899E-07,-1.69377324261E+02
4.90049004900E-07,-1.69714635880E+02
4.90149014901E-07,-1.70696187322E+02
4.90249024902E-07,-1.72186461158E+02
4.90349034903E-07,-1.73451273601E+02
4.90449044904E-07,-1.72959864122E+02
4.90549054905E-07,-1.70831993374E+02
4.90649064906E-07,-1.68557217262E+02
4.90749074907E-07,-1.66737322490E+02
4.90849084908E-07,-1.65432261020E+02
4.90949094909E-07,-1.64589747706E+02
4.91049104910E-07,-1.64151164453E+02
4.91149114911E-07,-1.64066513722E+02
4.91249124912E-07,-1.64290259362E+02
4.91349134913E-07,-1.64772203067E+02
4.91449144914E-07,-1.65445128231E+02
4.91549154915E-07,-1.66209556379E+02
4.91649164916E-07,-1.66920021476E+02
4.91749174917E-07,-1.67387458780E+02
4.91849184918E-07,-1.67421381072E+02
4.91949194919E-07,-1.66913935617E+02
4.92049204920E-07,-1.65904292091E+02
4.92149214921E-07,-1.64551426649E+02
4.92249224922E-07,-1.63044844665E+02
4.92349234923E-07,-1.61537787397E+02
4.92449244924E-07,-1.60129861273E+02
4.92549254925E-07,-1.58876766899E+02
4.92649264926E-07,-1.57805221202E+02
4.92749274927E-07,-1.56924609204E+02
4.92849284928E-07,-1.56234331084E+02
4.92949294929E-07,-1.55727912232E+02
4.93049304930E-07,-1.55395023519E+02
4.93149314931E-07,-1.55222208754E+02
4.93249324932E-07,-1.55192811978E+02
4.93349334933E-07,-1.55286425031E+02
4.93449344934E-07,-1.55478133751E+02
4.93549354935E-07,-1.55737922721E+02
4.93649364936E-07,-1.56030788370E+02
4.93749374937E-07,-1.56318322007E+02
4.93849384938E-07,-1.56562504185E+02
4.93949394939E-07,-1.56731790597E+02
4.94049404940E-07,-1.56808109761E+02
4.94149414941E-07,-1.56791944159E+02
4.94249424942E-07,-1.56702851213E+02
4.94349434943E-07,-1.56575131488E+02
4.94449444944E-07,-1.56451002215E+02
4.94549454945E-07,-1.56374333743E+02
4.94649464946E-07,-1.56386745834E+02
4.94749474947E-07,-1.56526258610E+02
4.94849484948E-07,-1.56827862338E+02
4.94949494949E-07,-1.57325325708E+02
4.95049504950E-07,-1.58053902143E+02
4.95149514951E-07,-1.59054064982E+02
4.95249524952E-07,-1.60377037614E+02
4.95349534953E-07,-1.62094071644E+02
4.95449544954E-07,-1.64314411728E+02
4.95549554955E-07,-1.67226231883E+02
4.95649564956E-07,-1.71212016061E+02
4.95749574957E-07,-1.77302614730E+02
4.95849584958E-07,-1.90190990012E+02
4.95949594959E-07,-1.83634631487E+02
4.96049604960E-07,-1.78328628911E+02
4.96149614961E-07,-1.75920358142E+02
4.96249624962E-07,-1.74156123269E+02
4.96349634963E-07,-1.72222014043E+02
4.96449644964E-07,-1.70076628106E+02
4.96549654965E-07,-1.68004056829E+02
4.96649664966E-07,-1.66207112987E+02
4.96749674967E-07,-1.64752435459E+02
4.96849684968E-07,-1.63634844993E+02
4.96949694969E-07,-1.62821158925E+02
4.97049704970E-07,-1.62267414229E+02
4.97149714971E-07,-1.61923586051E+02
4.97249724972E-07,-1.61734526026E+02
4.97349734973E-07,-1.61641837307E+02
4.97449744974E-07,-1.61589127483E+02
4.97549754975E-07,-1.61530039694E+02
4.97649764976E-07,-1.61434558718E+02
4.97749774977E-07,-1.61288025022E+02
4.97849784978E-07,-1.61082156499E+02
4.97949794979E-07,-1.60804508064E+02
4.98049804980E-07,-1.60435326207E+02
4.98149814981E-07,-1.59956269579E+02
4.98249824982E-07,-1.59366113622E+02
4.98349834983E-07,-1.58690950624E+02
4.98449844984E-07,-1.57980034663E+02
4.98549854985E-07,-1.57291335968E+02
4.98649864986E-07,-1.56677725818E+02
4.98749874987E-07,-1.56180012728E+02
4.98849884988E-07,-1.55826097805E+02
4.98949894989E-07,-1.55632991462E+02
4.99049904990E-07,-1.55609173766E+02
4.99149914991E-07,-1.55756054557E+02
4.99249924992E-07,-1.56068015407E+02
4.99349934993E-07,-1.56530734880E+02
4.99449944994E-07,-1.57117574671E+02
4.99549954995E-07,-1.57784291468E+02
4.99649964996E-07,-1.58464151221E+02
4.99749974997E-07,-1.59069346763E+02
4.99849984998E-07,-1.59507612706E+02
4.99949994999E-07,-1.59715255641E+02
5.00050005001E-07,-1.59686298138E+02
5.00150015002E-07,-1.59470616035E+02
5.00250025003E-07,-1.59143939099E+02
5.00350035004E-07,-1.58777943664E+02
5.00450045005E-07,-1.58426807235E+02
5.00550055006E-07,-1.58126463249E+02
5.00650065007E-07,-1.57897839501E+02
5.00750075008E-07,-1.57749205037E+02
5.00850085009E-07,-1.57676486018E+02
5.00950095010E-07,-1.57662302126E+02
5.01050105011E-07,-1.57675620200E+02
5.01150115012E-07,-1.57674973352E+02
5.01250125013E-07,-1.57618097695E+02
5.01350135014E-07,-1.57477204899E+02
5.01450145015E-07,-1.57252436061E+02
5.01550155016E-07,-1.56973870157E+02
5.01650165017E-07,-1.56690599574E+02
5.01750175018E-07,-1.56455306313E+02
5.01850185019E-07,-1.56313125573E+02
5.01950195020E-07,-1.56297139329E+02
5.02050205021E-07,-1.56428201938E+02
5.02150215022E-07,-1.56716176156E+02
5.02250225023E-07,-1.57160797253E+02
5.02350235024E-07,-1.57751540313E+02
5.02450245025E-07,-1.58466737474E+02
5.02550255026E-07,-1.59273027667E+02
5.02650265027E-07,-1.60126975322E+02
5.02750275028E-07,-1.60980352665E+02
5.02850285029E-07,-1.61787461902E+02
5.02950295030E-07,-1.62507716872E+02
5.03050305031E-07,-1.63096179432E+02
5.03150315032E-07,-1.63486738341E+02
5.03250325033E-07,-1.63593207046E+02
5.03350335034E-07,-1.63354774781E+02
5.03450345035E-07,-1.62798590720E+02
5.03550355036E-07,-1.62043184078E+02
5.03650365037E-07,-1.61235422736E+02
5.03750375038E-07,-1.60493400704E+02
5.03850385039E-07,-1.59890819183E+02
5.03950395040E-07,-1.59465657977E+02
5.04050405041E-07,-1.59232686631E+02
5.04150415042E-07,-1.59192317761E+02
5.04250425043E-07,-1.59335382312E+02
5.04350435044E-07,-1.59645177382E+02
5.04450445045E-07,-1.60098164491E+02
5.04550455046E-07,-1.60664436689E+02
5.04650465047E-07,-1.61308607466E+02
5.04750475048E-07,-1.61990658430E+02
5.04850485049E-07,-1.62664426820E+02
5.04950495050E-07,-1.63270514058E+02
5.05050505051E-07,-1.63724963905E+02
5.05150515052E-07,-1.63919134663E+02
5.05250525053E-07,-1.63757225367E+02
5.05350535054E-07,-1.63224322900E+02
5.05450545055E-07,-1.62412873682E+02
5.05550555056E-07,-1.61468943710E+02
5.05650565057E-07,-1.60522183681E+02
5.05750575058E-07,-1.59656622311E+02
5.05850585059E-07,-1.58914559252E+02
5.05950595060E-07,-1.58309372653E+02
5.06050605061E-07,-1.57835952852E+02
5.06150615062E-07,-1.57477191769E+02
5.06250625063E-07,-1.57207961815E+02
5.06350635064E-07,-1.56998245841E+02
5.06450645065E-07,-1.56816557138E+02
5.06550655066E-07,-1.56633965284E+02
5.06650665067E-07,-1.56428084575E+02
5.06750675068E-07,-1.56185773719E+02
5.06850685069E-07,-1.55903607313E+02
5.06950695070E-07,-1.55586293983E+02
5.07050705071E-07,-1.55244188681E+02
5.07150715072E-07,-1.54891087982E+02
5.07250725073E-07,-1.54542789684E+02
5.07350735074E-07,-1.54216194360E+02
5.07450745075E-07,-1.53928496523E+02
5.07550755076E-07,-1.53696181367E+02
5.07650765077E-07,-1.53533792575E+02
5.07750775078E-07,-1.53452548173E+02
5.07850785079E-07,-1.53458837469E+02
5.07950795080E-07,-1.53552540819E+02
5.08050805081E-07,-1.53725115042E+02
5.08150815082E-07,-1.53957625849E+02
5.08250825083E-07,-1.54219521753E+02
5.08350835084E-07,-1.54469877744E+02
5.08450845085E-07,-1.54663343420E+02
5.08550855086E-07,-1.54761405481E+02
5.08650865087E-07,-1.54745004476E+02
5.08750875088E-07,-1.54620771367E+02
5.08850885089E-07,-1.54416281915E+02
5.08950895090E-07,-1.54168073527E+02
5.09050905091E-07,-1.53910319048E+02
5.09150915092E-07,-1.53668844449E+02
5.09250925093E-07,-1.53460293902E+02
5.09350935094E-07,-1.53294103588E+02
5.09450945095E-07,-1.53175169406E+02
5.09550955096E-07,-1.53105979783E+02
5.09650965097E-07,-1.53087707126E+02
5.09750975098E-07,-1.53120216247E+02
5.09850985099E-07,-1.53201245378E+02
5.09950995100E-07,-1.53325211216E+02
5.10051005101E-07,-1.53482225138E+02
5.10151015102E-07,-1.53657995047E+02
5.10251025103E-07,-1.53835241894E+02
5.10351035104E-07,-1.53996868854E+02
5.10451045105E-07,-1.54130233704E+02
5.10551055106E-07,-1.54230828547E+02
5.10651065107E-07,-1.54303394763E+02
5.10751075108E-07,-1.54359636866E+02
5.10851085109E-07,-1.54413550501E+02
5.10951095110E-07,-1.54476476600E+02
5.11051105111E-07,-1.54553760017E+02
5.11151115112E-07,-1.54643990223E+02
5.11251125113E-07,-1.54740968805E+02
5.11351135114E-07,-1.54837833200E+02
5.11451145115E-07,-1.54931950973E+02
5.11551155116E-07,-1.55028551977E+02
5.11651165117E-07,-1.55141323397E+02
5.11751175118E-07,-1.55289553523E+02
5.11851185119E-07,-1.55492900893E+02
5.11951195120E-07,-1.55765323204E+02
5.12051205121E-07,-1.56109129952E+02
5.12151215122E-07,-1.56509624055E+02
5.12251225123E-07,-1.56931571838E+02
5.12351235124E-07,-1.57321141183E+02
5.12451245125E-07,-1.57618763026E+02
5.12551255126E-07,-1.57783519989E+02
5.12651265127E-07,-1.57816078237E+02
5.12751275128E-07,-1.57760971645E+02
5.12851285129E-07,-1.57686152581E+02
5.12951295130E-07,-1.57657586418E+02
5.13051305131E-07,-1.57723733605E+02
5.13151315132E-07,-1.57910543913E+02
5.13251325133E-07,-1.58220829956E+02
5.13351335134E-07,-1.58633059690E+02
5.13451345135E-07,-1.59098133264E+02
5.13551355136E-07,-1.59537078618E+02
5.13651365137E-07,-1.59848082260E+02
5.13751375138E-07,-1.59932588989E+02
5.13851385139E-07,-1.59735133547E+02
5.13951395140E-07,-1.59267084968E+02
5.14051405141E-07,-1.58592029219E+02
5.14151415142E-07,-1.57790699573E+02
5.14251425143E-07,-1.56935728525E+02
5.14351435144E-07,-1.56083888705E+02
5.14451445145E-07,-1.55277581867E+02
5.14551455146E-07,-1.54548127666E+02
5.14651465147E-07,-1.53918264921E+02
5.14751475148E-07,-1.53403766068E+02
5.14851485149E-07,-1.53014532557E+02
5.14951495150E-07,-1.52755369668E+02
5.15051505151E-07,-1.52626470302E+02
5.15151515152E-07,-1.52623581505E+02
5.15251525153E-07,-1.52737847112E+02
5.15351535154E-07,-1.52955383998E+02
5.15451545155E-07,-1.53256756775E+02
5.15551555156E-07,-1.53616673129E+02
5.15651565157E-07,-1.54004400405E+02
5.15751575158E-07,-1.54385487685E+02
5.15851585159E-07,-1.54725157047E+02
5.15951595160E-07,-1.54993053187E+02
5.16051605161E-07,-1.55168134138E+02
5.16151615162E-07,-1.55242028248E+02
5.16251625163E-07,-1.55219718691E+02
5.16351635164E-07,-1.55117605750E+02
5.16451645165E-07,-1.54959905912E+02
5.16551655166E-07,-1.54774511552E+02
5.16651665167E-07,-1.54589135933E+02
5.16751675168E-07,-1.54428199031E+02
5.16851685169E-07,-1.54310601421E+02
5.16951695170E-07,-1.54248300307E+02
5.17051705171E-07,-1.54245483924E+02
5.17151715172E-07,-1.54298175774E+02
5.17251725173E-07,-1.54394277011E+02
5.17351735174E-07,-1.54514308078E+02
5.17451745175E-07,-1.54633302728E+02
5.17551755176E-07,-1.54724214269E+02
5.17651765177E-07,-1.54762612810E+02
5.17751775178E-07,-1.54731524734E+02
5.17851785179E-07,-1.54624696982E+02
5.17951795180E-07,-1.54447107775E+02
5.18051805181E-07,-1.54212967973E+02
5.18151815182E-07,-1.53942564762E+02
5.18251825183E-07,-1.53659282951E+02
5.18351835184E-07,-1.53387384908E+02
5.18451845185E-07,-1.53150472822E+02
5.18551855186E-07,-1.52970347247E+02
5.18651865187E-07,-1.52866042923E+02
5.18751875188E-07,-1.52852905814E+02
5.18851885189E-07,-1.52941568903E+02
5.18951895190E-07,-1.53136618924E+02
5.19051905191E-07,-1.53434706078E+02
5.19151915192E-07,-1.53821960584E+02
5.19251925193E-07,-1.54271068689E+02
5.19351935194E-07,-1.54739524349E+02
5.19451945195E-07,-1.55172289658E+02
5.19551955196E-07,-1.55512559231E+02
5.19651965197E-07,-1.55719879135E+02
5.19751975198E-07,-1.55785807992E+02
5.19851985199E-07,-1.55734528985E+02
5.19951995200E-07,-1.55607584568E+02
5.20052005201E-07,-1.55444961210E+02
5.20152015202E-07,-1.55273720453E+02
5.20252025203E-07,-1.55106296360E+02
5.20352035204E-07,-1.54945074272E+02
5.20452045205E-07,-1.54789248417E+02
5.20552055206E-07,-1.54640877060E+02
5.20652065207E-07,-1.54508103530E+02
5.20752075208E-07,-1.54404886724E+02
5.20852085209E-07,-1.54348077954E+02
5.20952095210E-07,-1.54353476542E+02
5.21052105211E-07,-1.54432256318E+02
5.21152115212E-07,-1.54588412197E+02
5.21252125213E-07,-1.54817354993E+02
5.21352135214E-07,-1.55105777995E+02
5.21452145215E-07,-1.55433253074E+02
5.21552155216E-07,-1.55776188729E+02
5.21652165217E-07,-1.56114157918E+02
5.21752175218E-07,-1.56436980251E+02
5.21852185219E-07,-1.56749429991E+02
5.21952195220E-07,-1.57070981210E+02
5.22052205221E-07,-1.57430821800E+02
5.22152215222E-07,-1.57860931193E+02
5.22252225223E-07,-1.58390079192E+02
5.22352235224E-07,-1.59039785500E+02
5.22452245225E-07,-1.59821464949E+02
5.22552255226E-07,-1.60732973371E+02
5.22652265227E-07,-1.61752259974E+02
5.22752275228E-07,-1.62825843051E+02
5.22852285229E-07,-1.63852829249E+02
5.22952295230E-07,-1.64677995161E+02
5.23052305231E-07,-1.65129239939E+02
5.23152315232E-07,-1.65115531336E+02
5.23252325233E-07,-1.64698685365E+02
5.23352335234E-07,-1.64043079327E+02
5.23452345235E-07,-1.63313794121E+02
5.23552355236E-07,-1.62627160299E+02
5.23652365237E-07,-1.62052481609E+02
5.23752375238E-07,-1.61627777077E+02
5.23852385239E-07,-1.61372158711E+02
5.23952395240E-07,-1.61292533729E+02
5.24052405241E-07,-1.61386138456E+02
5.24152415242E-07,-1.61640263630E+02
5.24252425243E-07,-1.62029961772E+02
5.24352435244E-07,-1.62514482018E+02
5.24452445245E-07,-1.63033936131E+02
5.24552455246E-07,-1.63509186598E+02
5.24652465247E-07,-1.63849008623E+02
5.24752475248E-07,-1.63966676046E+02
5.24852485249E-07,-1.63802189302E+02
5.24952495250E-07,-1.63340692900E+02
5.25052505251E-07,-1.62617742743E+02
5.25152515252E-07,-1.61708002411E+02
5.25252525253E-07,-1.60702876032E+02
5.25352535254E-07,-1.59688719687E+02
5.25452545255E-07,-1.58734276904E+02
5.25552555256E-07,-1.57887868082E+02
5.25652565257E-07,-1.57180150978E+02
5.25752575258E-07,-1.56628440561E+02
5.25852585259E-07,-1.56240456405E+02
5.25952595260E-07,-1.56016798337E+02
5.26052605261E-07,-1.55952095487E+02
5.26152615262E-07,-1.56034941469E+02
5.26252625263E-07,-1.56246728726E+02
5.26352635264E-07,-1.56559546166E+02
5.26452645265E-07,-1.56933617870E+02
5.26552655266E-07,-1.57315576113E+02
5.26652665267E-07,-1.57640180778E+02
5.26752675268E-07,-1.57838856323E+02
5.26852685269E-07,-1.57855938895E+02
5.26952695270E-07,-1.57666515873E+02
5.27052705271E-07,-1.57284426158E+02
5.27152715272E-07,-1.56754687247E+02
5.27252725273E-07,-1.56136861739E+02
5.27352735274E-07,-1.55490113195E+02
5.27452745275E-07,-1.54865042996E+02
5.27552755276E-07,-1.54301332786E+02
5.27652765277E-07,-1.53828422009E+02
5.27752775278E-07,-1.53467179153E+02
5.27852785279E-07,-1.53231546807E+02
5.27952795280E-07,-1.53129741809E+02
5.28052805281E-07,-1.53164836212E+02
5.28152815282E-07,-1.53334606053E+02
5.28252825283E-07,-1.53630533001E+02
5.28352835284E-07,-1.54035883028E+02
5.28452845285E-07,-1.54523032755E+02
5.28552855286E-07,-1.55050942031E+02
5.28652865287E-07,-1.55565076793E+02
5.28752875288E-07,-1.56003463881E+02
5.28852885289E-07,-1.56311188927E+02
5.28952895290E-07,-1.56458800404E+02
5.29052905291E-07,-1.56452565466E+02
5.29152915292E-07,-1.56328208439E+02
5.29252925293E-07,-1.56133712520E+02
5.29352935294E-07,-1.55913644680E+02
5.29452945295E-07,-1.55701467707E+02
5.29552955296E-07,-1.55518490945E+02
5.29652965297E-07,-1.55375692766E+02
5.29752975298E-07,-1.55275849693E+02
5.29852985299E-07,-1.55215102127E+02
5.29952995300E-07,-1.55184151234E+02
5.30053005301E-07,-1.55169733935E+02
5.30153015302E-07,-1.55157004668E+02
5.30253025303E-07,-1.55132971931E+02
5.30353035304E-07,-1.55090285404E+02
5.30453045305E-07,-1.55029926114E+02
5.30553055306E-07,-1.54961440585E+02
5.30653065307E-07,-1.54900465564E+02
5.30753075308E-07,-1.54864606350E+02
5.30853085309E-07,-1.54869250381E+02
5.30953095310E-07,-1.54924482154E+02
5.31053105311E-07,-1.55033563582E+02
5.31153115312E-07,-1.55193023103E+02
5.31253125313E-07,-1.55394294372E+02
5.31353135314E-07,-1.55626736828E+02
5.31453145315E-07,-1.55881440885E+02
5.31553155316E-07,-1.56154512852E+02
5.31653165317E-07,-1.56448072039E+02
5.31753175318E-07,-1.56767546041E+02
5.31853185319E-07,-1.57114925534E+02
5.31953195320E-07,-1.57478827317E+02
5.32053205321E-07,-1.57823739711E+02
5.32153215322E-07,-1.58084450963E+02
5.32253225323E-07,-1.58177234221E+02
5.32353235324E-07,-1.58036144661E+02
5.32453245325E-07,-1.57656153150E+02
5.32553255326E-07,-1.57101688963E+02
5.32653265327E-07,-1.56471254127E+02
5.32753275328E-07,-1.55855460295E+02
5.32853285329E-07,-1.55317319073E+02
5.32953295330E-07,-1.54892073642E+02
5.33053305331E-07,-1.54594049022E+02
5.33153315332E-07,-1.54423245658E+02
5.33253325333E-07,-1.54369759055E+02
5.33353335334E-07,-1.54416330910E+02
5.33453345335E-07,-1.54539825610E+02
5.33553355336E-07,-1.54712363865E+02
5.33653365337E-07,-1.54902671284E+02
5.33753375338E-07,-1.55078012691E+02
5.33853385339E-07,-1.55206903533E+02
5.33953395340E-07,-1.55262608202E+02
5.34053405341E-07,-1.55227142004E+02
5.34153415342E-07,-1.55094952166E+02
5.34253425343E-07,-1.54874883449E+02
5.34353435344E-07,-1.54589163409E+02
5.34453445345E-07,-1.54269376762E+02
5.34553455346E-07,-1.53950914739E+02
5.34653465347E-07,-1.53667886026E+02
5.34753475348E-07,-1.53449732879E+02
5.34853485349E-07,-1.53319683952E+02
5.34953495350E-07,-1.53294489356E+02
