Stimulus(s),S21(dB)
1.43014301430E-07,-1.62541018775E+02
1.43114311431E-07,-1.63269356679E+02
1.43214321432E-07,-1.65187874685E+02
1.43314331433E-07,-1.68555624039E+02
1.43414341434E-07,-1.70178201257E+02
1.43514351435E-07,-1.65822443238E+02
1.43614361436E-07,-1.61840579737E+02
1.43714371437E-07,-1.59197956557E+02
1.43814381438E-07,-1.57540754431E+02
1.43914391439E-07,-1.56654771471E+02
1.44014401440E-07,-1.56452534597E+02
1.44114411441E-07,-1.56940140418E+02
1.44214421442E-07,-1.58227897474E+02
1.44314431443E-07,-1.60609625634E+02
1.44414441444E-07,-1.64803032373E+02
1.44514451445E-07,-1.70775005496E+02
1.44614461446E-07,-1.66207294380E+02
1.44714471447E-07,-1.61021273734E+02
1.44814481448E-07,-1.57934464559E+02
1.44914491449E-07,-1.56044010559E+02
1.45014501450E-07,-1.54952358436E+02
1.45114511451E-07,-1.54480087369E+02
1.45214521452E-07,-1.54546290711E+02
1.45314531453E-07,-1.55126240748E+02
1.45414541454E-07,-1.56237797996E+02
1.45514551455E-07,-1.57941591635E+02
1.45614561456E-07,-1.60345583322E+02
1.45714571457E-07,-1.63563688204E+02
1.45814581458E-07,-1.67246162690E+02
1.45914591459E-07,-1.68908203511E+02
1.46014601460E-07,-1.67517617308E+02
1.46114611461E-07,-1.66095561073E+02
1.46214621462E-07,-1.65637847627E+02
1.46314631463E-07,-1.66199579088E+02
1.46414641464E-07,-1.67831497877E+02
1.46514651465E-07,-1.70746310592E+02
1.46614661466E-07,-1.75248384013E+02
1.46714671467E-07,-1.79021844989E+02
1.46814681468E-07,-1.76818602513E+02
1.46914691469E-07,-1.74702910725E+02
1.47014701470E-07,-1.73849537662E+02
1.47114711471E-07,-1.72300461609E+02
1.47214721472E-07,-1.68779176717E+02
1.47314731473E-07,-1.64903071782E+02
1.47414741474E-07,-1.61662107130E+02
1.47514751475E-07,-1.59142286008E+02
1.47614761476E-07,-1.57252420459E+02
1.47714771477E-07,-1.55907202808E+02
1.47814781478E-07,-1.55050890823E+02
1.47914791479E-07,-1.54655972916E+02
1.48014801480E-07,-1.54721547337E+02
1.48114811481E-07,-1.55276377847E+02
1.48214821482E-07,-1.56390074720E+02
1.48314831483E-07,-1.58199725156E+02
1.48414841484E-07,-1.60964682184E+02
1.48514851485E-07,-1.65070910295E+02
1.48614861486E-07,-1.68957043878E+02
1.48714871487E-07,-1.66183973866E+02
1.48814881488E-07,-1.62492661884E+02
1.48914891489E-07,-1.60170445085E+02
1.49014901490E-07,-1.58839853947E+02
1.49114911491E-07,-1.58194265439E+02
1.49214921492E-07,-1.58018457013E+02
1.49314931493E-07,-1.58101189106E+02
1.49414941494E-07,-1.58190858910E+02
1.49514951495E-07,-1.58047288738E+02
1.49614961496E-07,-1.57590784628E+02
1.49714971497E-07,-1.56958646303E+02
1.49814981498E-07,-1.56372472962E+02
1.49914991499E-07,-1.56008710867E+02
1.50015001500E-07,-1.55976117303E+02
1.50115011501E-07,-1.56341544257E+02
1.50215021502E-07,-1.57151881417E+02
1.50315031503E-07,-1.58430266344E+02
1.50415041504E-07,-1.60104981557E+02
1.50515051505E-07,-1.61765038907E+02
1.50615061506E-07,-1.62429832432E+02
1.50715071507E-07,-1.61635100267E+02
1.50815081508E-07,-1.60289009646E+02
1.50915091509E-07,-1.59191652931E+02
1.51015101510E-07,-1.58603540644E+02
1.51115111511E-07,-1.58581655158E+02
1.51215121512E-07,-1.59152290492E+02
1.51315131513E-07,-1.60362903851E+02
1.51415141514E-07,-1.62285836818E+02
1.51515151515E-07,-1.64910908752E+02
1.51615161516E-07,-1.67489415250E+02
1.51715171517E-07,-1.67765705844E+02
1.51815181518E-07,-1.66040174708E+02
1.51915191519E-07,-1.64530065790E+02
1.52015201520E-07,-1.63881427608E+02
1.52115211521E-07,-1.64181532364E+02
1.52215221522E-07,-1.65542760145E+02
1.52315231523E-07,-1.68233146424E+02
1.52415241524E-07,-1.72064192461E+02
1.52515251525E-07,-1.71612887492E+02
1.52615261526E-07,-1.67300151421E+02
1.52715271527E-07,-1.64184139423E+02
1.52815281528E-07,-1.62320828087E+02
1.52915291529E-07,-1.61420538379E+02
1.53015301530E-07,-1.61358132571E+02
1.53115311531E-07,-1.62143323515E+02
1.53215321532E-07,-1.63919217875E+02
1.53315331533E-07,-1.66933740256E+02
1.53415341534E-07,-1.70320750153E+02
1.53515351535E-07,-1.68655080652E+02
1.53615361536E-07,-1.64754821259E+02
1.53715371537E-07,-1.62030244603E+02
1.53815381538E-07,-1.60417524989E+02
1.53915391539E-07,-1.59697987804E+02
1.54015401540E-07,-1.59791748246E+02
1.54115411541E-07,-1.60748133813E+02
1.54215421542E-07,-1.62766021746E+02
1.54315431543E-07,-1.66129189071E+02
1.54415441544E-07,-1.68903079301E+02
1.54515451545E-07,-1.65483845991E+02
1.54615461546E-07,-1.61414924088E+02
1.54715471547E-07,-1.58650626043E+02
1.54815481548E-07,-1.56880284896E+02
1.54915491549E-07,-1.55862812104E+02
1.55015501550E-07,-1.55483280215E+02
1.55115511551E-07,-1.55711903963E+02
1.55215521552E-07,-1.56595813280E+02
1.55315531553E-07,-1.58293391553E+02
1.55415541554E-07,-1.61214164887E+02
1.55515551555E-07,-1.66680198399E+02
1.55615561556E-07,-1.87313403645E+02
1.55715571557E-07,-1.67819781618E+02
1.55815581558E-07,-1.61894170590E+02
1.55915591559E-07,-1.58846048652E+02
1.56015601560E-07,-1.57076639448E+02
1.56115611561E-07,-1.56103606874E+02
1.56215621562E-07,-1.55720351778E+02
1.56315631563E-07,-1.55822445486E+02
1.56415641564E-07,-1.56350715217E+02
1.56515651565E-07,-1.57265076470E+02
1.56615661566E-07,-1.58526341304E+02
1.56715671567E-07,-1.60077628892E+02
1.56815681568E-07,-1.61825039933E+02
1.56915691569E-07,-1.63630041679E+02
1.57015701570E-07,-1.65330359904E+02
1.57115711571E-07,-1.66748076332E+02
1.57215721572E-07,-1.67579133411E+02
1.57315731573E-07,-1.67374900358E+02
1.57415741574E-07,-1.66117693311E+02
1.57515751575E-07,-1.64429764155E+02
1.57615761576E-07,-1.62882573571E+02
1.57715771577E-07,-1.61740466101E+02
1.57815781578E-07,-1.61104453118E+02
1.57915791579E-07,-1.61033665886E+02
1.58015801580E-07,-1.61606567707E+02
1.58115811581E-07,-1.62965179494E+02
1.58215821582E-07,-1.65356555444E+02
1.58315831583E-07,-1.68880305596E+02
1.58415841584E-07,-1.70331981392E+02
1.58515851585E-07,-1.66608642191E+02
1.58615861586E-07,-1.63095555049E+02
1.58715871587E-07,-1.60760586252E+02
1.58815881588E-07,-1.59340567850E+02
1.58915891589E-07,-1.58652245239E+02
1.59015901590E-07,-1.58616446923E+02
1.59115911591E-07,-1.59231021383E+02
1.59215921592E-07,-1.60567586115E+02
1.59315931593E-07,-1.62787562420E+02
1.59415941594E-07,-1.66095242032E+02
1.59515951595E-07,-1.69646155027E+02
1.59615961596E-07,-1.68927907181E+02
1.59715971597E-07,-1.65937786394E+02
1.59815981598E-07,-1.63999948236E+02
1.59915991599E-07,-1.63323014472E+02
1.60016001600E-07,-1.63926204029E+02
1.60116011601E-07,-1.66248535429E+02
1.60216021602E-07,-1.72346870935E+02
1.60316031603E-07,-1.78128397327E+02
1.60416041604E-07,-1.65853788903E+02
1.60516051605E-07,-1.60497802548E+02
1.60616061606E-07,-1.57173653129E+02
1.60716071607E-07,-1.54906655552E+02
1.60816081608E-07,-1.53339341404E+02
1.60916091609E-07,-1.52302647168E+02
1.61016101610E-07,-1.51706157381E+02
1.61116111611E-07,-1.51499382889E+02
1.61216121612E-07,-1.51655331797E+02
1.61316131613E-07,-1.52162650363E+02
1.61416141614E-07,-1.53021389156E+02
1.61516151615E-07,-1.54239960454E+02
1.61616161616E-07,-1.55831064447E+02
1.61716171617E-07,-1.57802619991E+02
1.61816181618E-07,-1.60134619297E+02
1.61916191619E-07,-1.62722918501E+02
1.62016201620E-07,-1.65271395068E+02
1.62116211621E-07,-1.67210896523E+02
1.62216221622E-07,-1.67932517424E+02
1.62316231623E-07,-1.67288579162E+02
1.62416241624E-07,-1.65695666943E+02
1.62516251625E-07,-1.63766945888E+02
1.62616261626E-07,-1.61948525580E+02
1.62716271627E-07,-1.60455624251E+02
1.62816281628E-07,-1.59366135851E+02
1.62916291629E-07,-1.58700985896E+02
1.63016301630E-07,-1.58464106485E+02
1.63116311631E-07,-1.58658277757E+02
1.63216321632E-07,-1.59287961431E+02
1.63316331633E-07,-1.60349173535E+02
1.63416341634E-07,-1.61791819355E+02
1.63516351635E-07,-1.63421885797E+02
1.63616361636E-07,-1.64772609305E+02
1.63716371637E-07,-1.65325251959E+02
1.63816381638E-07,-1.65202057031E+02
1.63916391639E-07,-1.65036688461E+02
1.64016401640E-07,-1.65308025169E+02
1.64116411641E-07,-1.66213654704E+02
1.64216421642E-07,-1.67592204701E+02
1.64316431643E-07,-1.68294122164E+02
1.64416441644E-07,-1.66786021890E+02
1.64516451645E-07,-1.64174243674E+02
1.64616461646E-07,-1.61872446972E+02
1.64716471647E-07,-1.60207758708E+02
1.64816481648E-07,-1.59171837651E+02
1.64916491649E-07,-1.58725159659E+02
1.65016501650E-07,-1.58855050665E+02
1.65116511651E-07,-1.59583398247E+02
1.65216521652E-07,-1.60954337807E+02
1.65316531653E-07,-1.62937029765E+02
1.65416541654E-07,-1.64928807147E+02
1.65516551655E-07,-1.65066692951E+02
1.65616561656E-07,-1.63108930742E+02
1.65716571657E-07,-1.60974982059E+02
1.65816581658E-07,-1.59432740550E+02
1.65916591659E-07,-1.58553492739E+02
1.66016601660E-07,-1.58304855858E+02
1.66116611661E-07,-1.58680232616E+02
1.66216621662E-07,-1.59724715614E+02
1.66316631663E-07,-1.61545756948E+02
1.66416641664E-07,-1.64262644016E+02
1.66516651665E-07,-1.67338693106E+02
1.66616661666E-07,-1.67562223696E+02
1.66716671667E-07,-1.64857273069E+02
1.66816681668E-07,-1.62496446521E+02
1.66916691669E-07,-1.61075796278E+02
1.67016701670E-07,-1.60508135450E+02
1.67116711671E-07,-1.60731506976E+02
1.67216721672E-07,-1.61778245066E+02
1.67316731673E-07,-1.63776320349E+02
1.67416741674E-07,-1.66754774659E+02
1.67516751675E-07,-1.68805578880E+02
1.67616761676E-07,-1.66386273600E+02
1.67716771677E-07,-1.63063930163E+02
1.67816781678E-07,-1.60679561240E+02
1.67916791679E-07,-1.59165061577E+02
1.68016801680E-07,-1.58343097126E+02
1.68116811681E-07,-1.58102306947E+02
1.68216821682E-07,-1.58378579099E+02
1.68316831683E-07,-1.59124790608E+02
1.68416841684E-07,-1.60263986008E+02
1.68516851685E-07,-1.61592697645E+02
1.68616861686E-07,-1.62652876689E+02
1.68716871687E-07,-1.62904440772E+02
1.68816881688E-07,-1.62373686050E+02
1.68916891689E-07,-1.61609568667E+02
1.69016901690E-07,-1.61038174239E+02
1.69116911691E-07,-1.60823944862E+02
1.69216921692E-07,-1.60988121585E+02
1.69316931693E-07,-1.61476629241E+02
1.69416941694E-07,-1.62167734918E+02
1.69516951695E-07,-1.62869801988E+02
1.69616961696E-07,-1.63379106443E+02
1.69716971697E-07,-1.63612876701E+02
1.69816981698E-07,-1.63657570661E+02
1.69916991699E-07,-1.63622983917E+02
1.70017001700E-07,-1.63459154604E+02
1.70117011701E-07,-1.62919341787E+02
1.70217021702E-07,-1.61795993028E+02
1.70317031703E-07,-1.60221299822E+02
1.70417041704E-07,-1.58543695863E+02
1.70517051705E-07,-1.57037660711E+02
1.70617061706E-07,-1.55840205302E+02
1.70717071707E-07,-1.55008136368E+02
1.70817081708E-07,-1.54569190886E+02
1.70917091709E-07,-1.54550464840E+02
1.71017101710E-07,-1.54996533288E+02
1.71117111711E-07,-1.55989863389E+02
1.71217121712E-07,-1.57690396631E+02
1.71317131713E-07,-1.60440140461E+02
1.71417141714E-07,-1.65118715824E+02
1.71517151715E-07,-1.73455218984E+02
1.71617161716E-07,-1.68114993837E+02
1.71717171717E-07,-1.62435459361E+02
1.71817181718E-07,-1.59402025604E+02
1.71917191719E-07,-1.57691191363E+02
1.72017201720E-07,-1.56842521858E+02
1.72117211721E-07,-1.56671342259E+02
1.72217221722E-07,-1.57110264627E+02
1.72317231723E-07,-1.58159056961E+02
1.72417241724E-07,-1.59860558926E+02
1.72517251725E-07,-1.62235634751E+02
1.72617261726E-07,-1.64928621053E+02
1.72717271727E-07,-1.66290144725E+02
1.72817281728E-07,-1.65243859842E+02
1.72917291729E-07,-1.63694770887E+02
1.73017301730E-07,-1.62808519752E+02
1.73117311731E-07,-1.62814263276E+02
1.73217321732E-07,-1.63828463663E+02
1.73317331733E-07,-1.66118137713E+02
1.73417341734E-07,-1.69969598640E+02
1.73517351735E-07,-1.71245454391E+02
1.73617361736E-07,-1.66391568721E+02
1.73717371737E-07,-1.62430715888E+02
1.73817381738E-07,-1.59795590588E+02
1.73917391739E-07,-1.58059437545E+02
1.74017401740E-07,-1.56976824202E+02
1.74117411741E-07,-1.56413154626E+02
1.74217421742E-07,-1.56290403280E+02
1.74317431743E-07,-1.56560130860E+02
1.74417441744E-07,-1.57187910640E+02
1.74517451745E-07,-1.58140295606E+02
1.74617461746E-07,-1.59367295593E+02
1.74717471747E-07,-1.60771495415E+02
1.74817481748E-07,-1.62156775701E+02
1.74917491749E-07,-1.63188184670E+02
1.75017501750E-07,-1.63500553036E+02
1.75117511751E-07,-1.63003154748E+02
1.75217521752E-07,-1.61961989184E+02
1.75317531753E-07,-1.60723960917E+02
1.75417541754E-07,-1.59533487051E+02
1.75517551755E-07,-1.58535255055E+02
1.75617561756E-07,-1.57819027139E+02
1.75717571757E-07,-1.57452575654E+02
1.75817581758E-07,-1.57505133616E+02
1.75917591759E-07,-1.58072132315E+02
1.76017601760E-07,-1.59318033029E+02
1.76117611761E-07,-1.61587123824E+02
1.76217621762E-07,-1.65833893110E+02
1.76317631763E-07,-1.77632546708E+02
1.76417641764E-07,-1.70851156340E+02
1.76517651765E-07,-1.62927120562E+02
1.76617661766E-07,-1.58981812708E+02
1.76717671767E-07,-1.56531919378E+02
1.76817681768E-07,-1.54948751524E+02
1.76917691769E-07,-1.53981576345E+02
1.77017701770E-07,-1.53511292221E+02
1.77117711771E-07,-1.53479410993E+02
1.77217721772E-07,-1.53862068917E+02
1.77317731773E-07,-1.54659758575E+02
1.77417741774E-07,-1.55893709574E+02
1.77517751775E-07,-1.57603929733E+02
1.77617761776E-07,-1.59837228187E+02
1.77717771777E-07,-1.62569283120E+02
1.77817781778E-07,-1.65323694328E+02
1.77917791779E-07,-1.66467543940E+02
1.78017801780E-07,-1.65203039131E+02
1.78117811781E-07,-1.63112789925E+02
1.78217821782E-07,-1.61068904249E+02
1.78317831783E-07,-1.59180661978E+02
1.78417841784E-07,-1.57444014237E+02
1.78517851785E-07,-1.55881143414E+02
1.78617861786E-07,-1.54527607270E+02
1.78717871787E-07,-1.53411381319E+02
1.78817881788E-07,-1.52546959606E+02
1.78917891789E-07,-1.51937717316E+02
1.79017901790E-07,-1.51579654023E+02
1.79117911791E-07,-1.51463894770E+02
1.79217921792E-07,-1.51577613672E+02
1.79317931793E-07,-1.51903816327E+02
1.79417941794E-07,-1.52420778171E+02
1.79517951795E-07,-1.53102451956E+02
1.79617961796E-07,-1.53921814060E+02
1.79717971797E-07,-1.54859132536E+02
1.79817981798E-07,-1.55915186701E+02
1.79917991799E-07,-1.57125623983E+02
1.80018001800E-07,-1.58570166757E+02
1.80118011801E-07,-1.60369767865E+02
1.80218021802E-07,-1.62641559435E+02
1.80318031803E-07,-1.65209619964E+02
1.80418041804E-07,-1.66569214496E+02
1.80518051805E-07,-1.65090108134E+02
1.80618061806E-07,-1.62666676838E+02
1.80718071807E-07,-1.60715807187E+02
1.80818081808E-07,-1.59433318373E+02
1.80918091809E-07,-1.58777486204E+02
1.81018101810E-07,-1.58715403322E+02
1.81118111811E-07,-1.59262929456E+02
1.81218121812E-07,-1.60507090521E+02
1.81318131813E-07,-1.62665830101E+02
1.81418141814E-07,-1.66298517483E+02
1.81518151815E-07,-1.73472046142E+02
1.81618161816E-07,-1.84520371924E+02
1.81718171817E-07,-1.70558426607E+02
1.81818181818E-07,-1.66314203648E+02
1.81918191819E-07,-1.64429951611E+02
1.82018201820E-07,-1.63921220005E+02
1.82118211821E-07,-1.64587714941E+02
1.82218221822E-07,-1.66574212023E+02
1.82318231823E-07,-1.70102873497E+02
1.82418241824E-07,-1.71469578429E+02
1.82518251825E-07,-1.66709785940E+02
1.82618261826E-07,-1.62607064169E+02
1.82718271827E-07,-1.59822743659E+02
1.82818281828E-07,-1.57948711491E+02
1.82918291829E-07,-1.56738806685E+02
1.83018301830E-07,-1.56057012991E+02
1.83118311831E-07,-1.55823894803E+02
1.83218321832E-07,-1.55988117879E+02
1.83318331833E-07,-1.56507740892E+02
1.83418341834E-07,-1.57331503231E+02
1.83518351835E-07,-1.58374147213E+02
1.83618361836E-07,-1.59489710613E+02
1.83718371837E-07,-1.60476570829E+02
1.83818381838E-07,-1.61168904312E+02
1.83918391839E-07,-1.61562101331E+02
1.84018401840E-07,-1.61788692976E+02
1.84118411841E-07,-1.61949746372E+02
1.84218421842E-07,-1.61987548796E+02
1.84318431843E-07,-1.61702003959E+02
1.84418441844E-07,-1.60949283510E+02
1.84518451845E-07,-1.59840549587E+02
1.84618461846E-07,-1.58649086104E+02
1.84718471847E-07,-1.57605932823E+02
1.84818481848E-07,-1.56840044729E+02
1.84918491849E-07,-1.56411433406E+02
1.85018501850E-07,-1.56348157456E+02
1.85118511851E-07,-1.56665671166E+02
1.85218521852E-07,-1.57369536282E+02
1.85318531853E-07,-1.58436308920E+02
1.85418541854E-07,-1.59749078572E+02
1.85518551855E-07,-1.60965625163E+02
1.85618561856E-07,-1.61503829152E+02
1.85718571857E-07,-1.61099389841E+02
1.85818581858E-07,-1.60200714123E+02
1.85918591859E-07,-1.59355213761E+02
1.86018601860E-07,-1.58833825157E+02
1.86118611861E-07,-1.58727900584E+02
1.86218621862E-07,-1.59065614250E+02
1.86318631863E-07,-1.59862078237E+02
1.86418641864E-07,-1.61134430292E+02
1.86518651865E-07,-1.62897895833E+02
1.86618661866E-07,-1.65133773129E+02
1.86718671867E-07,-1.67681682764E+02
1.86818681868E-07,-1.69980439612E+02
1.86918691869E-07,-1.70971802647E+02
1.87018701870E-07,-1.70124871831E+02
1.87118711871E-07,-1.68029465640E+02
1.87218721872E-07,-1.65446040016E+02
1.87318731873E-07,-1.62885067219E+02
1.87418741874E-07,-1.60611922761E+02
1.87518751875E-07,-1.58728464651E+02
1.87618761876E-07,-1.57258303538E+02
1.87718771877E-07,-1.56198025067E+02
1.87818781878E-07,-1.55541119830E+02
1.87918791879E-07,-1.55288822141E+02
1.88018801880E-07,-1.55456534759E+02
1.88118811881E-07,-1.56080495433E+02
1.88218821882E-07,-1.57227811553E+02
1.88318831883E-07,-1.59011012325E+02
1.88418841884E-07,-1.61586359088E+02
1.88518851885E-07,-1.64899072392E+02
1.88618861886E-07,-1.66937424432E+02
1.88718871887E-07,-1.65005925634E+02
1.88818881888E-07,-1.62325456209E+02
1.88918891889E-07,-1.60472713154E+02
1.89018901890E-07,-1.59439768994E+02
1.89118911891E-07,-1.59093245631E+02
1.89218921892E-07,-1.59347513381E+02
1.89318931893E-07,-1.60146875303E+02
1.89418941894E-07,-1.61405296108E+02
1.89518951895E-07,-1.62862116581E+02
1.89618961896E-07,-1.63878343588E+02
1.89718971897E-07,-1.63793909329E+02
1.89818981898E-07,-1.62898461002E+02
1.89918991899E-07,-1.61963104244E+02
1.90019001900E-07,-1.61416216194E+02
1.90119011901E-07,-1.61400420451E+02
1.90219021902E-07,-1.61954575082E+02
1.90319031903E-07,-1.63050954663E+02
1.90419041904E-07,-1.64447869979E+02
1.90519051905E-07,-1.65301546559E+02
1.90619061906E-07,-1.64558680911E+02
1.90719071907E-07,-1.62709021413E+02
1.90819081908E-07,-1.60828644753E+02
1.90919091909E-07,-1.59327414881E+02
1.91019101910E-07,-1.58245563375E+02
1.91119111911E-07,-1.57526881616E+02
1.91219121912E-07,-1.57095712944E+02
1.91319131913E-07,-1.56872856052E+02
1.91419141914E-07,-1.56781319911E+02
1.91519151915E-07,-1.56756166577E+02
1.91619161916E-07,-1.56758398790E+02
1.91719171917E-07,-1.56783719371E+02
1.91819181918E-07,-1.56856895389E+02
1.91919191919E-07,-1.57012599813E+02
1.92019201920E-07,-1.57271322015E+02
1.92119211921E-07,-1.57616584483E+02
1.92219221922E-07,-1.57977479510E+02
1.92319231923E-07,-1.58231735933E+02
1.92419241924E-07,-1.58258351075E+02
1.92519251925E-07,-1.58029472549E+02
1.92619261926E-07,-1.57647621985E+02
1.92719271927E-07,-1.57281053520E+02
1.92819281928E-07,-1.57083536897E+02
1.92919291929E-07,-1.57165816423E+02
1.93019301930E-07,-1.57600981484E+02
1.93119311931E-07,-1.58425198994E+02
1.93219321932E-07,-1.59591462250E+02
1.93319331933E-07,-1.60801861707E+02
1.93419341934E-07,-1.61292433517E+02
1.93519351935E-07,-1.60445119912E+02
1.93619361936E-07,-1.58796576648E+02
1.93719371937E-07,-1.57142617134E+02
1.93819381938E-07,-1.55818572046E+02
1.93919391939E-07,-1.54893468267E+02
1.94019401940E-07,-1.54357762936E+02
1.94119411941E-07,-1.54187486973E+02
1.94219421942E-07,-1.54360210277E+02
1.94319431943E-07,-1.54856315932E+02
1.94419441944E-07,-1.55655067029E+02
1.94519451945E-07,-1.56727635874E+02
1.94619461946E-07,-1.58028643455E+02
1.94719471947E-07,-1.59492485056E+02
1.94819481948E-07,-1.61050354485E+02
1.94919491949E-07,-1.62684673876E+02
1.95019501950E-07,-1.64504675364E+02
1.95119511951E-07,-1.66785410400E+02
1.95219521952E-07,-1.69835447873E+02
1.95319531953E-07,-1.72364046936E+02
1.95419541954E-07,-1.69867280847E+02
1.95519551955E-07,-1.65808729661E+02
1.95619561956E-07,-1.62707769747E+02
1.95719571957E-07,-1.60491295776E+02
1.95819581958E-07,-1.58937901873E+02
1.95919591959E-07,-1.57899881870E+02
1.96019601960E-07,-1.57278223703E+02
1.96119611961E-07,-1.56996203534E+02
1.96219621962E-07,-1.56981444418E+02
1.96319631963E-07,-1.57154463688E+02
1.96419641964E-07,-1.57426930727E+02
1.96519651965E-07,-1.57716968540E+02
1.96619661966E-07,-1.57981529547E+02
1.96719671967E-07,-1.58245194893E+02
1.96819681968E-07,-1.58599815452E+02
1.96919691969E-07,-1.59180657324E+02
1.97019701970E-07,-1.60150885110E+02
1.97119711971E-07,-1.61718524546E+02
1.97219721972E-07,-1.64196512394E+02
1.97319731973E-07,-1.68012940762E+02
1.97419741974E-07,-1.71422380982E+02
1.97519751975E-07,-1.67970784332E+02
1.97619761976E-07,-1.63868591914E+02
1.97719771977E-07,-1.61165573300E+02
1.97819781978E-07,-1.59478775663E+02
1.97919791979E-07,-1.58549037729E+02
1.98019801980E-07,-1.58256889460E+02
1.98119811981E-07,-1.58570563461E+02
1.98219821982E-07,-1.59533569075E+02
1.98319831983E-07,-1.61293555944E+02
1.98419841984E-07,-1.64223743846E+02
1.98519851985E-07,-1.69470058790E+02
1.98619861986E-07,-1.86205754625E+02
1.98719871987E-07,-1.73024955156E+02
1.98819881988E-07,-1.66777634359E+02
1.98919891989E-07,-1.63890160104E+02
1.99019901990E-07,-1.62450033667E+02
1.99119911991E-07,-1.61931343780E+02
1.99219921992E-07,-1.62111397547E+02
1.99319931993E-07,-1.62827926785E+02
1.99419941994E-07,-1.63804407215E+02
1.99519951995E-07,-1.64463123965E+02
1.99619961996E-07,-1.64172009892E+02
1.99719971997E-07,-1.63063687233E+02
1.99819981998E-07,-1.61795103857E+02
1.99919991999E-07,-1.60778325288E+02
2.00020002000E-07,-1.60133660933E+02
2.00120012001E-07,-1.59845865857E+02
2.00220022002E-07,-1.59831308337E+02
2.00320032003E-07,-1.59947810980E+02
2.00420042004E-07,-1.60009398626E+02
2.00520052005E-07,-1.59861069971E+02
2.00620062006E-07,-1.59487650076E+02
2.00720072007E-07,-1.59026774328E+02
2.00820082008E-07,-1.58669191507E+02
2.00920092009E-07,-1.58577945652E+02
2.01020102010E-07,-1.58880098329E+02
2.01120112011E-07,-1.59696631750E+02
2.01220122012E-07,-1.61184062865E+02
2.01320132013E-07,-1.63571757781E+02
2.01420142014E-07,-1.66950418322E+02
2.01520152015E-07,-1.68773421138E+02
2.01620162016E-07,-1.65568965509E+02
2.01720172017E-07,-1.62022447343E+02
2.01820182018E-07,-1.59500764543E+02
2.01920192019E-07,-1.57795460673E+02
2.02020202020E-07,-1.56699681525E+02
2.02120212021E-07,-1.56085199748E+02
2.02220222022E-07,-1.55871192293E+02
2.02320232023E-07,-1.56000863538E+02
2.02420242024E-07,-1.56424994738E+02
2.02520252025E-07,-1.57086126803E+02
2.02620262026E-07,-1.57898514389E+02
2.02720272027E-07,-1.58724154753E+02
2.02820282028E-07,-1.59363779759E+02
2.02920292029E-07,-1.59609588568E+02
2.03020302030E-07,-1.59367404400E+02
2.03120312031E-07,-1.58720436114E+02
2.03220322032E-07,-1.57846276953E+02
2.03320332033E-07,-1.56908208724E+02
2.03420342034E-07,-1.56019339260E+02
2.03520352035E-07,-1.55252837932E+02
2.03620362036E-07,-1.54658354584E+02
2.03720372037E-07,-1.54272971952E+02
2.03820382038E-07,-1.54127672822E+02
2.03920392039E-07,-1.54251618918E+02
2.04020402040E-07,-1.54675374506E+02
2.04120412041E-07,-1.55432900087E+02
2.04220422042E-07,-1.56559697942E+02
2.04320432043E-07,-1.58076504409E+02
2.04420442044E-07,-1.59921154006E+02
2.04520452045E-07,-1.61740220868E+02
2.04620462046E-07,-1.62671085876E+02
2.04720472047E-07,-1.62179599486E+02
2.04820482048E-07,-1.60988519010E+02
2.04920492049E-07,-1.59884626712E+02
2.05020502050E-07,-1.59142127928E+02
2.05120512051E-07,-1.58785322018E+02
2.05220522052E-07,-1.58755898365E+02
2.05320532053E-07,-1.58955835538E+02
2.05420542054E-07,-1.59256090460E+02
2.05520552055E-07,-1.59521592899E+02
2.05620562056E-07,-1.59671682412E+02
2.05720572057E-07,-1.59735046312E+02
2.05820582058E-07,-1.59835379462E+02
2.05920592059E-07,-1.60124679192E+02
2.06020602060E-07,-1.60726400799E+02
2.06120612061E-07,-1.61684628659E+02
2.06220622062E-07,-1.62823453995E+02
2.06320632063E-07,-1.63441626947E+02
2.06420642064E-07,-1.62623840388E+02
2.06520652065E-07,-1.60699584183E+02
2.06620662066E-07,-1.58648136688E+02
2.06720672067E-07,-1.56925098137E+02
2.06820682068E-07,-1.55621558266E+02
2.06920692069E-07,-1.54723129723E+02
2.07020702070E-07,-1.54197824166E+02
2.07120712071E-07,-1.54017177163E+02
2.07220722072E-07,-1.54158995671E+02
2.07320732073E-07,-1.54604876145E+02
2.07420742074E-07,-1.55334984263E+02
2.07520752075E-07,-1.56319155480E+02
2.07620762076E-07,-1.57502071554E+02
2.07720772077E-07,-1.58782167975E+02
2.07820782078E-07,-1.59995769649E+02
2.07920792079E-07,-1.60941913035E+02
2.08020802080E-07,-1.61472960311E+02
2.08120812081E-07,-1.61573834119E+02
2.08220822082E-07,-1.61326114039E+02
2.08320832083E-07,-1.60823927909E+02
2.08420842084E-07,-1.60149266917E+02
2.08520852085E-07,-1.59387288408E+02
2.08620862086E-07,-1.58627457733E+02
2.08720872087E-07,-1.57946087328E+02
2.08820882088E-07,-1.57389970584E+02
2.08920892089E-07,-1.56968753094E+02
2.09020902090E-07,-1.56652541982E+02
2.09120912091E-07,-1.56373746027E+02
2.09220922092E-07,-1.56040882393E+02
2.09320932093E-07,-1.55573431768E+02
2.09420942094E-07,-1.54945689895E+02
